Date ,South Platte Above Cheesman (cfs),South Platte Above Cheesman (AF),South Platte Below Cheesman Downstream (cfs) ,South Platte Below Cheesman Downstream (AF) ,"Temperature, CS, Low","Temperature, CS, high",Roberts Tunnel (cfs),Roberts Tunnel (AF),"Temp, H, SS","Temp, L, SS"
9/14/2014,98.8,195.9698,101,200.3335,43,81,118.86875,235.7761656,81,43
9/15/2014,97.8,193.9863,101,200.3335,45,75,139.6895833,277.0742885,71,43
9/16/2014,98.4,195.1764,101,200.3335,47,80,214.1458333,424.7582604,82,48
9/17/2014,98.8,195.9698,101,200.3335,45,82,269.2458333,534.0491104,84,51
9/18/2014,99.6,197.5566,101,200.3335,48,83,292.3229167,579.8225053,85,51
9/19/2014,97.7,193.78795,101,200.3335,47,84,319.2,633.1332,84,49
9/20/2014,99,196.3665,101,200.3335,51,80,318.25,631.248875,75,50
9/21/2014,167,331.2445,101,200.3335,55,70,303.2479167,601.4922428,74,51
9/22/2014,130,257.855,101,200.3335,46,74,236.0354167,468.176249,76,47
9/23/2014,146,289.591,101,200.3335,43,75,111.7833333,221.7222416,76,50
9/24/2014,165,327.2775,102,202.317,44,81,146.775,291.1282125,80,47
9/25/2014,145,287.6075,121,240.0035,47,83,224.6354167,445.564349,84,52
9/26/2014,128,253.888,149,295.5415,47,85,249.0583333,494.0072041,83,53
9/27/2014,118,234.053,160,317.36,43,82,283.6145833,562.549526,79,40
9/28/2014,113,224.1355,160,317.36,44,71,309.3833333,613.6618416,66,40
9/29/2014,118,234.053,162,321.327,39,61,245.4958333,486.9409854,57,36
9/30/2014,136,269.756,162,321.327,38,63,134.8604167,267.4956365,66,36
10/1/2014,128,253.888,162,321.327,33,61,55.29791667,109.6834177,65,33
10/2/2014,126,249.921,140,277.69,31,63,0,0,60,31
10/3/2014,114,226.119,130,257.855,33,60,0,0,57,31
10/4/2014,105,208.2675,156,309.426,34,72,0,0,70,34
10/5/2014,99,196.3665,183,362.9805,38,72,0,0,72,32
10/6/2014,93.7,185.85395,184,364.964,38,76,0,0,78,32
10/7/2014,88.2,174.9447,184,364.964,38,77,0,0,76,37
10/8/2014,86.5,171.57275,214,424.469,42,74,0,0,71,43
10/9/2014,90.2,178.9117,236,468.106,42,52,0,0,45,43
10/10/2014,95.88,190.17798,184,364.964,37,54,0,0,57,40
10/11/2014,93.6637885,185.7821245,122,241.987,37,67,0,0,71,35
10/12/2014,91.49880347,181.4878767,97.3,192.99455,29,52,0,0,53,31
10/13/2014,89.38386083,177.292888,84.6,167.8041,29,55,0,0,54,31
10/14/2014,87.31780388,173.194864,100,198.35,29,70,0,0,69,35
10/15/2014,85.29950266,169.1915635,139,275.7065,39,75,0,0,76,33
10/16/2014,83.32785332,165.2807971,149,295.5415,33,75,0,0,70,31
10/17/2014,81.40177753,161.4604257,149,295.5415,33,68,0,0,60,32
10/18/2014,79.52022188,157.7283601,148,293.558,35,71,0,0,69,38
10/19/2014,77.68215732,154.082559,148,293.558,36,70,0,0,70,36
10/20/2014,75.88657857,150.5210286,147,291.5745,37,70,0,0,75,37
10/21/2014,74.13250361,147.0418209,147,291.5745,40,68,0,0,74,37
10/22/2014,72.41897308,143.6430331,148,293.558,35,67,0,0,68,34
10/23/2014,70.74504983,140.3228063,148,293.558,37,69,0,0,72,37
10/24/2014,69.10981837,137.0793247,149,295.5415,35,80,0,0,79,41
10/25/2014,67.51238434,133.9108143,148,293.558,37,77,0,0,78,38
10/26/2014,65.9518741,130.8155423,147,291.5745,39,74,0,0,78,32
10/27/2014,64.42743415,127.7918156,147,291.5745,25,55,0,0,49,26
10/28/2014,62.93823077,124.8379807,147,291.5745,25,60,0,0,57,28
10/29/2014,61.48344947,121.952422,147,291.5745,29,68,0,0,68,27
10/30/2014,60.06229462,119.1335614,147,291.5745,29,64,0,0,61,26
10/31/2014,58.67398894,116.3798571,134,265.789,32,66,0,0,55,27
11/1/2014,57.31777316,113.6898031,118,234.053,48,67,0,0,69,35
11/2/2014,55.99290554,111.0619281,118,234.053,32,57,0,0,62,30
11/3/2014,54.69866147,108.494795,118,234.053,22,52,0,0,44,27
11/4/2014,53.43433312,105.9869997,107,212.2345,25,58,0,0,54,24
11/5/2014,52.19922899,103.5371707,99.1,196.56485,28,65,0,0,61,25
11/6/2014,50.99267359,101.1439681,99.1,196.56485,30,70,0,0,67,30
11/7/2014,49.81400704,98.80608296,98.9,196.16815,28,70,0,0,68,32
11/8/2014,48.66258468,96.52223671,98.8,195.9698,32,69,0,0,60,30
11/9/2014,47.5377768,94.29118028,97.9,194.18465,48,72,0,0,73,32
11/10/2014,46.43896821,92.11169344,98.4,195.1764,9,63,0,0,66,11
11/11/2014,45.36555796,89.98258421,99.1,196.56485,-2,18,0,0,16,1
11/12/2014,44.31695897,87.90268812,99.1,196.56485,-9,4,0,0,3,-9
11/13/2014,43.29259774,85.87086762,128,253.888,-1,31,0,0,13,-5
11/14/2014,42.29191404,83.8860115,195,386.7825,25,52,0,0,54,10
11/15/2014,41.31436058,81.94703421,224,444.304,0,30,0,0,21,1
11/16/2014,40.35940271,80.05287528,204,404.634,5,34,0,0,29,0
11/17/2014,39.42651814,78.20249873,126,249.921,8,40,0,0,34,0
11/18/2014,38.51519666,76.39489258,144,285.624,14,47,0,0,42,20
11/19/2014,37.62493987,74.62906823,132,261.822,28,54,0,0,51,19
11/20/2014,36.75526085,72.9040599,87.6,173.7546,23,57,0,0,51,21
11/21/2014,35.90568396,71.21892413,75,148.7625,23,54,0,0,51,26
11/22/2014,35.07574456,69.57273933,75,148.7625,27,57,0,0,61,32
11/23/2014,34.26498874,67.96460517,75,148.7625,20,57,0,0,39,17
11/24/2014,33.47297307,66.39364208,75.1,148.96085,15,36,0,0,39,13
11/25/2014,32.6992644,64.85899094,100,198.35,24,48,0,0,42,19
11/26/2014,31.94343956,63.35981237,122,241.987,24,56,0,0,47,26
11/27/2014,31.20508518,61.89528645,126,249.921,37,63,0,0,63,29
11/28/2014,30.48379743,60.4646122,126,249.921,40,68,0,0,68,23
11/29/2014,29.77918185,59.0670072,126,249.921,44,61,0,0,67,25
11/30/2014,29.09085305,57.70170702,126,249.921,15,55,0,0,52,14
12/1/2014,28.41843458,56.36796499,111,220.1685,19,53,0,0,46,17
12/2/2014,27.76155868,55.06505164,99.1,196.56485,29,61,0,0,62,15
12/3/2014,27.11986609,53.79225439,99.1,196.56485,31,58,0,0,49,25
12/4/2014,26.49300585,52.5488771,99.3,196.96155,25,52,0,0,53,25
12/5/2014,25.88063514,51.3342398,99.5,197.35825,24,55,0,0,54,27
12/6/2014,25.28241902,50.14767813,100,198.35,25,51,0,0,54,26
12/7/2014,24.69803033,48.98854316,101,200.3335,23,58,0,0,56,24
12/8/2014,24.12714945,47.85620093,114,226.119,23,51,0,0,50,26
12/9/2014,23.56946416,46.75003216,124,245.954,21,50,0,0,50,25
12/10/2014,23.02466944,45.66943183,140,277.69,23,60,0,0,53,27
12/11/2014,22.49246734,44.61380897,151,299.5085,22,63,0,0,57,28
12/12/2014,21.97256679,43.58258623,151,299.5085,22,65,0,0,60,30
12/13/2014,21.46468344,42.5751996,151,299.5085,27,58,0,0,59,25
12/14/2014,20.96853953,41.59109816,151,299.5085,17,31,0,0,37,18
12/15/2014,20.4838637,40.62974365,135,267.7725,14,42,0,0,36,18
12/16/2014,20.01039088,39.69061031,124,245.954,19,52,0,0,41,19
12/17/2014,19.54786211,38.7731845,124,245.954,20,38,0,0,40,25
12/18/2014,19.09602443,37.87696446,124,245.954,13,45,0,0,41,19
12/19/2014,18.65463072,37.00146003,124,245.954,13,43,0,0,41,19
12/20/2014,18.22343958,36.14619241,124,245.954,25,50,0,0,43,20
12/21/2014,17.80221517,35.31069379,124,245.954,22,47,0,0,48,24
12/22/2014,17.39072712,34.49450724,141,279.6735,16,38,0,0,40,17
12/23/2014,16.98875038,33.69718638,151,299.5085,5,33,0,0,32,8
12/24/2014,16.59606511,32.91829515,149,295.5415,8,47,0,0,46,15
12/25/2014,16.21245653,32.15740753,147,291.5745,10,47,0,0,44,15
12/26/2014,15.83771485,31.4141074,147,291.5745,-3,20,0,0,18,0
12/27/2014,15.47163511,30.68798824,147,291.5745,-2,30,0,0,23,0
12/28/2014,15.11401709,29.9786529,147,291.5745,9,38,0,0,39,4
12/29/2014,14.76466521,29.28571344,147,291.5745,-7,14,0,0,17,-2
12/30/2014,14.42338839,28.60879087,147,291.5745,-13,5,0,0,-1,-13
12/31/2014,14.09,27.947515,147,291.5745,-6,27,0,0,22,-6
1/1/2015,14.07564103,27.91903398,147,291.5745,1,17,0,0,22,5
1/2/2015,14.06128205,27.89055295,147,291.5745,1,36,0,0,30,9
1/3/2015,14.04692308,27.86207193,147,291.5745,-1,27,0,0,27,1
1/4/2015,14.0325641,27.83359089,147,291.5745,7,46,0,0,33,0
1/5/2015,14.01820513,27.80510988,147,291.5745,37,56,0,0,57,21
1/6/2015,14.00384615,27.77662884,147,291.5745,19,60,0,0,59,17
1/7/2015,13.98948718,27.74814782,147,291.5745,17,40,0,0,35,15
1/8/2015,13.97512821,27.7196668,147,291.5745,17,54,0,0,48,13
1/9/2015,13.96076923,27.69118577,147,291.5745,18,41,0,0,33,12
1/10/2015,13.94641026,27.66270475,147,291.5745,25,57,0,0,55,23
1/11/2015,13.93205128,27.63422371,146,289.591,27,43,0,0,43,26
1/12/2015,13.91769231,27.6057427,146,289.591,21,41,0,0,28,21
1/13/2015,13.90333333,27.57726166,146,289.591,17,42,0,0,41,16
1/14/2015,13.88897436,27.54878064,146,289.591,16,45,0,0,42,15
1/15/2015,13.87461538,27.52029961,146,289.591,16,53,0,0,48,21
1/16/2015,13.86025641,27.49181859,146,289.591,31,59,0,0,55,27
1/17/2015,13.84589744,27.46333757,145,287.6075,27,51,0,0,51,27
1/18/2015,13.83153846,27.43485654,145,287.6075,33,60,0,0,60,25
1/19/2015,13.81717949,27.40637552,145,287.6075,26,57,0,0,56,25
1/20/2015,13.80282051,27.37789448,132,261.822,22,42,0,0,40,23
1/21/2015,13.78846154,27.34941346,124,245.954,1,42,0,0,25,6
1/22/2015,13.77410256,27.32093243,124,245.954,0,34,0,0,32,9
1/23/2015,13.75974359,27.29245141,137,271.7395,8,43,0,0,42,13
1/24/2015,13.74538462,27.26397039,145,287.6075,15,44,0,0,41,16
1/25/2015,13.73102564,27.23548936,145,287.6075,24,56,0,0,56,17
1/26/2015,13.71666667,27.20700834,145,287.6075,24,65,0,0,60,28
1/27/2015,13.70230769,27.1785273,145,287.6075,24,65,0,0,67,25
1/28/2015,13.68794872,27.15004629,145,287.6075,27,54,0,0,59,26
1/29/2015,13.67358974,27.12156525,145,287.6075,30,44,0,0,45,28
1/30/2015,13.65923077,27.09308423,145,287.6075,29,45,0,0,48,27
1/31/2015,13.64487179,27.0646032,145,287.6075,12,34,0,0,37,20
2/1/2015,13.63051282,27.03612218,145,287.6075,14,40,0,0,28,14
2/2/2015,13.61615385,27.00764116,145,287.6075,25,54,0,0,51,17
2/3/2015,13.60179487,26.97916012,159,315.3765,28,57,0,0,59,23
2/4/2015,13.5874359,26.95067911,143,283.6405,21,32,0,0,33,22
2/5/2015,13.57307692,26.92219807,122,241.987,30,60,0,0,64,25
2/6/2015,13.55871795,26.89371705,122,241.987,33,66,0,0,69,31
2/7/2015,13.54435897,26.86523602,124,245.954,37,70,0,0,68,32
2/8/2015,13.53,26.836755,124,245.954,29,65,0,0,67,27
2/9/2015,14.14377557,28.05417884,124,245.954,30,65,0,0,70,24
2/10/2015,14.78539449,29.32682997,118,234.053,29,57,0,0,55,31
2/11/2015,15.45611984,30.6572137,104,206.284,21,46,0,0,42,25
2/12/2015,16.157272,32.04794901,101,200.3335,25,59,0,0,58,28
2/13/2015,16.89023127,33.50177372,101,200.3335,24,62,0,0,59,30
2/14/2015,17.65644053,35.02154979,101,200.3335,24,69,0,0,61,26
2/15/2015,18.45740815,36.61026907,101,200.3335,20,37,0,0,35,24
2/16/2015,19.29471091,38.27105909,101,200.3335,8,27,0,0,27,3
2/17/2015,20.1699971,40.00718925,101,200.3335,9,35,0,0,34,3
2/18/2015,21.08498982,41.82207731,101,200.3335,22,53,0,0,49,10
2/19/2015,22.04149032,43.71929605,101,200.3335,26,61,0,0,62,21
2/20/2015,23.04138155,45.7025803,90.7,179.90345,24,52,0,0,58,21
2/21/2015,24.08663189,47.77583435,79.9,158.48165,8,32,0,0,31,11
2/22/2015,25.17929902,49.94313961,80,158.68,4,13,0,0,12,2
2/23/2015,26.32153396,52.20876261,80.1,158.87835,5,33,0,0,18,2
2/24/2015,27.51558529,54.57716342,80.2,159.0767,5,43,0,0,42,11
2/25/2015,28.76380363,57.0530045,80.9,160.46515,2,42,0,0,46,-2
2/26/2015,30.0686462,59.64115974,81.2,161.0602,-5,23,0,0,16,-7
2/27/2015,31.43268172,62.34672419,104,206.284,-3,28,0,0,19,-7
2/28/2015,32.85859541,65.175024,120,238.02,8,38,0,0,23,2
3/1/2015,34.34919432,68.13162693,120,238.02,12,33,0,0,24,7
3/2/2015,35.90741282,71.22235333,120,238.02,24,53,0,0,45,8
3/3/2015,37.53631843,74.45328761,108,214.218,7,28,0,0,25,9
3/4/2015,39.23911779,77.83079014,99.1,196.56485,5,19,0,0,17,4
3/5/2015,41.01916302,81.36150985,99.1,196.56485,11,47,0,0,46,7
3/6/2015,42.87995831,85.05239731,118,234.053,20,57,0,0,54,23
3/7/2015,44.8251668,88.91071835,139,275.7065,21,54,0,0,60,23
3/8/2015,46.85861783,92.94406847,106,210.251,23,53,0,0,48,22
3/9/2015,48.98431443,97.16038767,88.9,176.33315,23,56,0,0,56,25
3/10/2015,51.20644123,101.5679762,89.5,177.52325,23,57,0,0,57,28
3/11/2015,53.5293727,106.1755108,98.3,194.97805,27,59,0,0,67,28
3/12/2015,55.95768174,110.9920617,116,230.086,33,60,0,0,61,30
3/13/2015,58.49614871,116.027111,116,230.086,25,48,0,0,53,28
3/14/2015,61.14977082,121.2905704,116,230.086,25,64,0,0,68,32
3/15/2015,63.92377198,126.7928017,116,230.086,31,75,0,0,76,36
3/16/2015,66.82361305,132.5446365,116,230.086,35,76,0,0,77,36
3/17/2015,69.85500265,138.5573978,97.3,192.99455,33,58,0,0,62,41
3/18/2015,73.02390836,144.8429222,85,168.5975,33,60,0,0,62,36
3/19/2015,76.33656846,151.4135835,74.9,148.56415,26,38,0,0,40,30
3/20/2015,79.79950423,158.2823166,65.6,130.1176,26,58,0,0,62,31
3/21/2015,83.41953279,165.4626433,65.6,130.1176,27,64,0,0,68,33
3/22/2015,87.2037805,172.9686986,65.6,130.1176,34,62,0,0,66,33
3/23/2015,91.159697,180.815259,65.6,130.1176,33,64,0,0,69,30
3/24/2015,95.29506989,189.0177711,65.6,130.1176,32,57,0,0,62,29
3/25/2015,99.61804003,197.5923824,65.6,130.1176,19,37,0,0,38,20
3/26/2015,104.1371176,206.5559728,65.6,130.1176,22,58,0,0,58,20
3/27/2015,108.8611988,215.9261878,65.9,130.71265,30,66,0,0,67,29
3/28/2015,113.7995835,225.7214739,66.3,131.50605,33,72,0,0,76,29
3/29/2015,118.9619933,235.9611137,66.8,132.4978,33,66,0,0,62,32
3/30/2015,124.3585909,246.6652651,67.1,133.09285,31,70,0,0,71,37
3/31/2015,130,257.855,67.1,133.09285,32,72,0,0,75,36
4/1/2015,132,261.822,67.1,133.09285,35,66,0,0,71,36
4/2/2015,130,257.855,67.1,133.09285,20,52,0,0,47,21
4/3/2015,128,253.888,67.1,133.09285,22,48,0,0,47,21
4/4/2015,120,238.02,67.1,133.09285,26,64,0,0,61,24
4/5/2015,112,222.152,67.1,133.09285,32,67,0,0,73,27
4/6/2015,106,210.251,98.2,194.7797,39,69,0,0,64,27
4/7/2015,101,200.3335,130,257.855,27,68,0,0,61,28
4/8/2015,96.4,191.2094,130,257.855,28,63,0,0,60,27
4/9/2015,94,186.449,130,257.855,29,47,0,0,48,28
4/10/2015,92.9,184.26715,130,257.855,28,60,0,0,60,33
4/11/2015,93.3,185.06055,130,257.855,28,64,0,0,68,29
4/12/2015,96.1,190.61435,130,257.855,28,63,0,0,67,29
4/13/2015,96.4,191.2094,153,303.4755,31,66,0,0,65,35
4/14/2015,94.8,188.0358,168,333.228,35,68,0,0,73,38
4/15/2015,98.9,196.16815,168,333.228,29,60,0,0,60,30
4/16/2015,104,206.284,168,333.228,28,34,0,0,35,30
4/17/2015,121,240.0035,168,333.228,29,46,0,0,47,31
4/18/2015,143,283.6405,168,333.228,31,47,0,0,50,32
4/19/2015,149,295.5415,140,277.69,29,45,0,0,48,27
4/20/2015,151,299.5085,99.2,196.7632,29,53,0,0,55,29
4/21/2015,156,309.426,79,156.6965,30,64,0,0,65,33
4/22/2015,156,309.426,64,126.944,35,63,0,0,68,37
4/23/2015,156,309.426,64,126.944,33,63,0,0,69,34
4/24/2015,156,309.426,55.4,109.8859,31,58,0,0,63,30
4/25/2015,158,313.393,48.2,95.6047,39,62,0,0,67,39
4/26/2015,170,337.195,48.5,96.19975,34,41,0,0,42,37
4/27/2015,206,408.601,48.9,96.99315,34,41,0,0,43,31
4/28/2015,217,430.4195,49.5,98.18325,32,61,0,0,61,31
4/29/2015,233,462.1555,49.5,98.18325,33,73,0,0,73,40
4/30/2015,238,472.073,74,146.779,39,72,0,0,76,43
5/1/2015,226,448.271,105,208.2675,42,67,0,0,62,44
5/2/2015,218,432.403,122,241.987,40,71,0,0,71,44
5/3/2015,207,410.5845,289,573.2315,44,70,0,0,72,43
5/4/2015,205,406.6175,365,723.9775,43,59,0,0,57,42
5/5/2015,231,458.1885,394,781.499,42,50,0,0,51,44
5/6/2015,286,567.281,455,902.4925,41,63,0,0,64,43
5/7/2015,309,612.9015,485,961.9975,42,59,0,0,58,43
5/8/2015,299,593.0665,487,965.9645,36,60,0,0,55,42
5/9/2015,318,630.753,532,1055.222,21,52,0,0,49,26
5/10/2015,378,749.763,604,1198.034,25,42,0,0,42,30
5/11/2015,429,850.9215,649,1287.2915,35,58,0,0,58,30
5/12/2015,492,975.882,749,1485.6415,44,67,0,0,74,43
5/13/2015,459,910.4265,770,1527.295,37,60,0,0,74,43
5/14/2015,423,839.0205,722,1432.087,39,65,0,0,72,42
5/15/2015,389,771.5815,658,1305.143,33,59,0,0,64,35
5/16/2015,357,708.1095,609,1207.9515,35,56,0,0,60,31
5/17/2015,340,674.39,570,1130.595,40,66,0,0,65,36
5/18/2015,355,704.1425,586,1162.331,36,55,0,0,55,37
5/19/2015,542,1075.057,751,1489.6085,37,51,0,0,46,36
5/20/2015,659,1307.1265,966,1916.061,35,55,0,0,42,36
5/21/2015,646,1281.341,1000,1983.5,41,60,0,0,51,40
5/22/2015,781,1549.1135,1080,2142.18,42,60,0,0,57,44
5/23/2015,829,1644.3215,1170,2320.695,35,57,0,0,59,36
5/24/2015,815,1616.5525,1160,2300.86,37,59,0,0,60,36
5/25/2015,782,1551.097,1110,2201.685,38,65,0,0,65,38
5/26/2015,743,1473.7405,1060,2102.51,40,67,0,0,70,41
5/27/2015,731,1449.9385,1030,2043.005,44,70,0,0,72,43
5/28/2015,724,1436.054,1010,2003.335,40,73,0,0,76,37
5/29/2015,720,1428.12,997,1977.5495,39,65,0,0,66,37
5/30/2015,720,1428.12,990,1963.665,48,72,0,0,71,43
5/31/2015,721,1430.1035,991,1965.6485,82,58,0,0,69,48
6/1/2015,717,1422.1695,1000,1983.5,52,78,0,0,79,51
6/2/2015,715,1418.2025,1020,2023.17,43,84,0,0,84,45
6/3/2015,712,1412.252,1030,2043.005,46,77,0,0,73,45
6/4/2015,716,1420.186,1040,2062.84,55,82,0,0,79,52
6/5/2015,736,1459.856,1080,2142.18,48,71,0,0,68,50
6/6/2015,803,1592.7505,1150,2281.025,44,71,0,0,71,42
6/7/2015,875,1735.5625,1230,2439.705,43,72,0,0,73,43
6/8/2015,913,1810.9355,1290,2558.715,46,80,0,0,78,50
6/9/2015,919,1822.8365,1260,2499.21,53,84,0,0,81,54
6/10/2015,947,1878.3745,1250,2479.375,51,74,0,0,71,53
6/11/2015,1060,2102.51,1350,2677.725,51,73,0,0,70,52
6/12/2015,1260,2499.21,1520,3014.92,47,70,0,0,70,51
6/13/2015,1370,2717.395,1650,3272.775,49,80,0,0,81,51
6/14/2015,1430,2836.405,1700,3371.95,49,80,0,0,77,49
6/15/2015,1570,3114.095,1820,3609.97,53,74,0,0,69,50
6/16/2015,1890,3748.815,2000,3967,57,78,0,0,77,54
6/17/2015,2130,4224.855,2130,4224.855,50,83,0,0,79,55
6/18/2015,1940,3847.99,2050,4066.175,50,79,0,0,76,55
6/19/2015,1950,3867.825,2000,3967,51,90,0,0,89,50
6/20/2015,1880,3728.98,1950,3867.825,52,89,0,0,88,55
6/21/2015,1740,3451.29,1860,3689.31,53,93,0,0,93,49
6/22/2015,1950,3867.825,1840,3649.64,53,93,0,0,76,55
6/23/2015,1980,3927.33,1830,3629.805,59,91,0,0,84,55
6/24/2015,1860,3689.31,1740,3451.29,52,88,0,0,86,54
6/25/2015,1910,3788.485,1750,3471.125,52,85,0,0,81,56
6/26/2015,1870,3709.145,1690,3352.115,52,76,0,0,75,53
6/27/2015,1756,3483.026,1630,3233.105,52,84,0,0,83,55
6/28/2015,1642,3256.907,1530,3034.755,53,83,0,0,84,55
6/29/2015,1528,3030.788,1460,2895.91,53,83,0,0,81,54
6/30/2015,1414,2804.669,1350,2677.725,53,90,0,0,88,56
7/1/2015,1300,2578.55,1340,2657.89,55,85,0,0,82,57
7/2/2015,1330,2638.055,1390,2757.065,52,71,0,0,76,54
7/3/2015,1260,2499.21,1380,2737.23,54,82,0,0,79,54
7/4/2015,1240,2459.54,1350,2677.725,54,82,0,0,88,59
7/5/2015,1190,2360.365,1300,2578.55,58,81,0,0,83,59
7/6/2015,1160,2300.86,1270,2519.045,54,66,0,0,60,53
7/7/2015,1160,2300.86,1300,2578.55,48,71,0,0,69,49
7/8/2015,1200,2380.2,1350,2677.725,48,66,0,0,66,50
7/9/2015,1360,2697.56,1460,2895.91,48,76,0,0,73,51
7/10/2015,1360,2697.56,1530,3034.755,41,78,0,0,80,51
7/11/2015,1190,2360.365,1370,2717.395,50,80,0,0,83,50
7/12/2015,1120,2221.52,1260,2499.21,57,87,0,0,86,53
7/13/2015,1060,2102.51,1200,2380.2,57,82,0,0,80,58
7/14/2015,968,1920.028,1110,2201.685,50,82,0,0,81,52
7/15/2015,997,1977.5495,1100,2181.85,48,79,0,0,81,50
7/16/2015,981,1945.8135,1100,2181.85,49,83,0,0,84,54
7/17/2015,912,1808.952,1040,2062.84,49,83,0,0,85,49
7/18/2015,915,1814.9025,1020,2023.17,50,82,0,0,83,50
7/19/2015,857,1699.8595,987,1957.7145,55,76,0,0,76,54
7/20/2015,805,1596.7175,963,1910.1105,55,74,0,0,77,55
7/21/2015,771,1529.2785,942,1868.457,51,77,0,0,74,49
7/22/2015,755,1497.5425,912,1808.952,51,84,0,0,81,52
7/23/2015,727,1442.0045,880,1745.48,53,87,0,0,84,54
7/24/2015,674,1336.879,827,1640.3545,53,87,0,0,78,53
7/25/2015,637,1263.4895,749,1485.6415,54,86,0,0,86,52
7/26/2015,607,1203.9845,701,1390.4335,60,86,0,0,86,54
7/27/2015,578,1146.463,642,1273.407,50,85,0,0,90,44
7/28/2015,542,1075.057,554,1098.859,51,87,0,0,84,45
7/29/2015,496,983.816,547,1084.9745,52,81,0,0,81,53
7/30/2015,405,803.3175,525,1041.3375,54,84,0,0,84,54
7/31/2015,341,676.3735,464,920.344,56,82,0,0,84,58
8/1/2015,287,569.2645,418,829.103,60,88,0,0,88,60
8/2/2015,283,561.3305,399,791.4165,57,82,6.1275,12.15389625,88,60
8/3/2015,297,589.0995,397,787.4495,50,78,12.3025,24.40200875,79,52
8/4/2015,308,610.918,350,694.225,50,86,10.45,20.727575,87,51
8/5/2015,310,614.885,330,654.555,52,89,8.55,16.958925,89,50
8/6/2015,304,602.984,359,712.0765,54,90,8.075,16.0167625,87,54
8/7/2015,293,581.1655,361,716.0435,57,86,7.6,15.0746,85,59
8/8/2015,277,549.4295,352,698.192,51,81,7.6,15.0746,81,50
8/9/2015,264,523.644,341,676.3735,53,85,7.6,15.0746,85,55
8/10/2015,262,519.677,338,670.423,57,78,7.6,15.0746,80,56
8/11/2015,269,533.5615,364,721.994,54,83,7.6,15.0746,79,56
8/12/2015,269,533.5615,386,765.631,55,84,7.6,15.0746,84,55
8/13/2015,283,561.3305,370,733.895,53,85,6.016666667,11.93405833,85,57
8/14/2015,309,612.9015,391,775.5485,54,84,0,0,89,59
8/15/2015,356,706.126,464,920.344,55,87,0,0,92,57
8/16/2015,340,674.39,449,890.5915,55,82,0,0,80,56
8/17/2015,327,648.6045,444,880.674,48,80,0,0,78,45
8/18/2015,308,610.918,425,842.9875,46,75,0,0,72,46
8/19/2015,291,577.1985,401,795.3835,45,69,0,0,68,47
8/20/2015,272,539.512,381,755.7135,48,83,0,0,81,50
8/21/2015,258,511.743,358,710.093,50,86,0,0,85,50
8/22/2015,248,491.908,340,674.39,45,87,0,0,89,42
8/23/2015,238,472.073,369,731.9115,49,80,0,0,73,43
8/24/2015,229,454.2215,398,789.433,50,87,0,0,86,53
8/25/2015,192,380.832,396,785.466,52,86,0,0,88,55
8/26/2015,190,376.865,392,777.532,56,84,0,0,90,53
8/27/2015,190,376.865,428,848.938,48,78,0,0,82,50
8/28/2015,195,386.7825,459,910.4265,48,79,0,0,79,51
8/29/2015,193,382.8155,482,956.047,50,85,0,0,86,54
8/30/2015,189,374.8815,507,1005.6345,56,89,0,0,90,57
8/31/2015,187,370.9145,504,999.684,50,79,0,0,80,51
9/1/2015,184,364.964,503,997.7005,52,80,0,0,83,53
9/2/2015,180,357.03,464,920.344,57,84,0,0,84,55
9/3/2015,172,341.162,420,833.07,48,77,16.07083333,31.87649791,81,47
9/4/2015,136,269.756,345,684.3075,49,77,47.5,94.21625,82,48
9/5/2015,135,267.7725,271,537.5285,51,76,47.5,94.21625,83,51
9/6/2015,125,247.9375,270,535.545,51,80,47.5,94.21625,84,47
9/7/2015,131,259.8385,271,537.5285,47,79,47.5,94.21625,76,50
9/8/2015,117,232.0695,308,610.918,45,81,68.12291667,135.1218052,78,48
9/9/2015,114,226.119,330,654.555,42,83,96.62291667,191.6515552,84,46
9/10/2015,93,184.4655,330,654.555,43,86,96.14791667,190.7093927,84,43
9/11/2015,88.3,175.14305,330,654.555,44,75,95.95,190.316825,73,47
9/12/2015,86.5,171.57275,330,654.555,46,84,95.95,190.316825,80,51
9/13/2015,94.4,187.2424,273,541.4955,44,85,96.06875,190.5523656,87,50
9/14/2015,103,204.3005,232,460.172,46,81,96.10833333,190.6308792,85,52
9/15/2015,105,208.2675,233,462.1555,55,80,97.41458333,193.221826,83,47
9/16/2015,104,206.284,237,470.0895,59,82,96.425,191.2589875,86,43
9/17/2015,98.6,195.5731,247,489.9245,42,80,111.98125,222.1148094,73,42
9/18/2015,96.4,191.2094,255,505.7925,44,71,124.1729167,246.2969803,69,37
9/19/2015,99.5,197.35825,255,505.7925,40,80,161.5,320.33525,76,42
9/20/2015,112,222.152,254,503.809,44,82,188.1,373.09635,81,42
9/21/2015,118,234.053,189,374.8815,45,86,188.1,373.09635,84,47
9/22/2015,118,234.053,146,289.591,48,77,201.75625,400.1835219,75,49
9/23/2015,116,230.086,146,289.591,43,80,236.7875,469.6680063,78,47
9/24/2015,113,224.1355,198,392.733,42,79,235.7583333,467.6266541,80,45
9/25/2015,111,220.1685,224,444.304,42,82,234.65,465.428275,79,48
9/26/2015,119,236.0365,188,372.898,45,85,206.7833333,410.1547416,84,51
9/27/2015,129,255.8715,234,464.139,47,85,210.5833333,417.6920416,85,50
