Date ,South Platte Above Cheesman (cfs),South Platte Above Cheesman (AF),South Platte Below Cheesman Downstream (cfs) ,South Platte Below Cheesman Downstream (AF) ,"Temperature, CS, Low","Temperature, CS, high",Roberts Tunnel (cfs),Roberts Tunnel (AF),"Temp, H, SS","Temp, L, SS"
10/23/2017,124.3100789,246.5690415,118,234.053,25,51,0,0,49,24
10/24/2017,123.2817933,244.529437,118,234.053,25,62,0,0,58,24
10/25/2017,122.2620137,242.5067042,118,234.053,31,76,0,0,80,36
10/26/2017,121.2506697,240.5007033,104,206.284,25,50,0,0,52,21
10/27/2017,120.2476914,238.5112959,95.5,189.42425,24,43,0,0,41,20
10/28/2017,119.2530097,236.5383447,95.5,189.42425,27,56,0,0,55,32
10/29/2017,118.2665559,234.5817136,95.5,189.42425,26,69,0,0,69,26
10/30/2017,117.288262,232.6412677,82.1,162.84535,25,35,0,0,31,25
10/31/2017,116.3180605,230.716873,65.6,130.1176,29,54,0,0,56,26
11/1/2017,115.3558845,228.8083969,88.8,176.1348,34,68,0,0,71,32
11/2/2017,114.4016675,226.9157075,105,208.2675,32,68,0,0,48,27
11/3/2017,113.4553438,225.0386744,105,208.2675,39,68,0,0,67,28
11/4/2017,112.5168479,223.1771678,105,208.2675,35,60,0,0,67,27
11/5/2017,111.5861153,221.3310597,105,208.2675,33,58,0,0,47,23
11/6/2017,110.6630816,219.5002224,105,208.2675,28,58,0,0,36,24
11/7/2017,109.7476832,217.6845296,105,208.2675,19,45,0,0,31,22
11/8/2017,108.839857,215.8838564,105,208.2675,21,59,0,0,51,25
11/9/2017,107.9395402,214.098078,105,208.2675,21,64,0,0,40,25
11/10/2017,107.0466708,212.3270715,105,208.2675,25,64,0,0,61,22
11/11/2017,106.1611871,210.5707146,88.6,175.7381,24,61,0,0,55,20
11/12/2017,105.2830281,208.8288862,73.4,145.5889,29,58,0,0,56,26
11/13/2017,104.4121332,207.1014662,73.4,145.5889,34,69,0,0,68,30
11/14/2017,103.5484423,205.3883353,73.4,145.5889,23,69,0,0,64,22
11/15/2017,102.6918957,203.6893751,73.4,145.5889,24,59,0,0,49,22
11/16/2017,101.8424345,202.0044688,73.4,145.5889,35,68,0,0,71,28
11/17/2017,101,200.3335,73.4,145.5889,15,56,0,0,62,19
11/18/2017,98.9555814,196.2783957,73.4,145.5889,15,56,0,0,40,18
11/19/2017,96.91116279,192.2232914,73.4,145.5889,27,54,0,0,50,25
11/20/2017,94.86674419,188.1681871,91.3,181.09355,40,64,0,0,63,26
11/21/2017,92.82232558,184.1130828,135,267.7725,29,46,0,0,45,31
11/22/2017,90.77790698,180.0579785,152,301.492,31,65,0,0,58,34
11/23/2017,88.73348837,176.0028742,151,299.5085,36,64,0,0,66,32
11/24/2017,86.68906977,171.9477699,122,241.987,31,66,0,0,70,28
11/25/2017,84.64465116,167.8926656,99.1,196.56485,35,64,0,0,60,28
11/26/2017,82.60023256,163.8375613,99.1,196.56485,39,69,0,0,54,30
11/27/2017,80.55581395,159.782457,99.1,196.56485,29,68,0,0,76,32
11/28/2017,78.51139535,155.7273527,119,236.0365,30,45,0,0,42,28
11/29/2017,76.46697674,151.6722484,138,273.723,30,66,0,0,60,23
11/30/2017,74.42255814,147.6171441,138,273.723,33,60,0,0,58,23
12/1/2017,72.37813953,143.5620398,138,273.723,31,61,0,0,62,25
12/2/2017,70.33372093,139.5069355,138,273.723,33,61,0,0,63,28
12/3/2017,68.28930233,135.4518312,138,273.723,27,59,0,0,62,25
12/4/2017,66.24488372,131.3967269,138,273.723,14,37,0,0,38,10
12/5/2017,64.20046512,127.3416226,138,273.723,12,49,0,0,46,11
12/6/2017,62.15604651,123.2865183,171,339.1785,4,31,0,0,33,9
12/7/2017,60.11162791,119.231414,225,446.2875,4,29,0,0,32,9
12/8/2017,58.0672093,115.1763096,234,464.139,16,52,0,0,50,23
12/9/2017,56.0227907,111.1212054,192,380.832,15,58,0,0,48,22
12/10/2017,53.97837209,107.066101,162,321.327,17,57,0,0,49,22
12/11/2017,51.93395349,103.0109967,162,321.327,19,59,0,0,53,20
12/12/2017,49.88953488,98.95589243,162,321.327,20,64,0,0,56,24
12/13/2017,47.84511628,94.90078814,174,345.129,22,51,0,0,48,26
12/14/2017,45.80069767,90.84568383,193,382.8155,11,37,0,0,37,17
12/15/2017,43.75627907,86.79057954,193,382.8155,13,57,0,0,46,18
12/16/2017,41.71186047,82.73547524,193,382.8155,17,47,0,0,47,25
12/17/2017,39.66744186,78.68037093,161,319.3435,17,45,0,0,37,17
12/18/2017,37.62302326,74.62526664,132,261.822,18,58,0,0,47,24
12/19/2017,35.57860465,70.57016232,132,261.822,20,55,0,0,48,23
12/20/2017,33.53418605,66.51505803,142,281.657,21,60,0,0,58,22
12/21/2017,31.48976744,62.45995372,157,311.4095,6,21,0,0,22,8
12/22/2017,29.44534884,58.40484942,171,339.1785,7,42,0,0,36,10
12/23/2017,27.40093023,54.34974511,184,364.964,2,48,0,0,49,-5
12/24/2017,25.35651163,50.29464082,184,364.964,4,44,0,0,31,-5
12/25/2017,23.31209302,46.23953651,184,364.964,30,49,0,0,24,4
12/26/2017,21.26767442,42.18443221,184,364.964,18,51,0,0,40,5
12/27/2017,19.22325581,38.1293279,156,309.426,35,54,0,0,56,21
12/28/2017,17.17883721,34.07422361,128,253.888,32,57,0,0,54,21
12/29/2017,15.1344186,30.01911929,128,253.888,31,61,0,0,60,14
12/30/2017,13.09,25.964015,128,253.888,20,64,0,0,63,14
12/31/2017,13.11652174,26.01662087,129,255.8715,8,37,0,0,30,6
1/1/2018,13.14304348,26.06922674,130,257.855,9,52,0,0,36,7
1/2/2018,13.16956522,26.12183261,130,257.855,9,47,0,0,40,6
1/3/2018,13.19608696,26.17443849,130,257.855,10,55,0,0,41,15
1/4/2018,13.2226087,26.22704436,130,257.855,13,53,0,0,47,16
1/5/2018,13.24913043,26.27965021,138,273.723,21,56,0,0,50,25
1/6/2018,13.27565217,26.33225608,149,295.5415,26,57,0,0,54,23
1/7/2018,13.30217391,26.38486195,149,295.5415,23,52,0,0,48,24
1/8/2018,13.32869565,26.43746782,149,295.5415,30,61,0,0,50,26
1/9/2018,13.35521739,26.49007369,149,295.5415,32,62,0,0,63,26
1/10/2018,13.38173913,26.54267956,149,295.5415,17,54,0,0,56,17
1/11/2018,13.40826087,26.59528544,149,295.5415,16,41,0,0,38,15
1/12/2018,13.43478261,26.64789131,160,317.36,17,46,0,0,48,15
1/13/2018,13.46130435,26.70049718,168,333.228,16,51,0,0,46,16
1/14/2018,13.48782609,26.75310305,168,333.228,16,59,0,0,54,21
1/15/2018,13.51434783,26.80570892,169,335.2115,3,22,0,0,22,2
1/16/2018,13.54086957,26.85831479,169,335.2115,3,41,0,0,33,6
1/17/2018,13.5673913,26.91092064,169,335.2115,11,51,0,0,48,15
1/18/2018,13.59391304,26.96352651,168,333.228,16,62,0,0,55,23
1/19/2018,13.62043478,27.01613239,169,335.2115,31,61,0,0,64,21
1/20/2018,13.64695652,27.06873826,169,335.2115,21,57,0,0,54,21
1/21/2018,13.67347826,27.12134413,170,337.195,0,23,0,0,24,1
1/22/2018,13.7,27.17395,170,337.195,0,40,0,0,34,1
1/23/2018,13.72652174,27.22655587,170,337.195,12,40,0,0,39,4
1/24/2018,13.75304348,27.27916174,160,317.36,20,49,0,0,49,16
1/25/2018,13.77956522,27.33176761,142,281.657,25,50,0,0,57,16
1/26/2018,13.80608696,27.38437349,142,281.657,12,37,0,0,41,8
1/27/2018,13.8326087,27.43697936,142,281.657,13,46,0,0,42,8
1/28/2018,13.85913043,27.48958521,142,281.657,21,49,0,0,49,15
1/29/2018,13.88565217,27.54219108,142,281.657,21,57,0,0,56,15
1/30/2018,13.91217391,27.59479695,142,281.657,30,60,0,0,63,23
1/31/2018,13.93869565,27.64740282,142,281.657,22,60,0,0,47,23
2/1/2018,13.96521739,27.70000869,181,359.0135,21,37,0,0,30,20
2/2/2018,13.99173913,27.75261456,222,440.337,22,60,0,0,54,20
2/3/2018,14.01826087,27.80522044,222,440.337,28,58,0,0,56,21
2/4/2018,14.04478261,27.85782631,222,440.337,27,59,0,0,49,15
2/5/2018,14.07130435,27.91043218,222,440.337,27,50,0,0,53,23
2/6/2018,14.09782609,27.96303805,222,440.337,20,44,0,0,44,15
2/7/2018,14.12434783,28.01564392,195,386.7825,21,55,0,0,55,17
2/8/2018,14.15086957,28.06824979,178,353.063,32,58,0,0,60,26
2/9/2018,14.1773913,28.12085564,178,353.063,17,59,0,0,51,13
2/10/2018,14.20391304,28.17346151,168,333.228,-4,20,0,0,16,6
2/11/2018,14.23043478,28.22606739,149,295.5415,-4,40,0,0,42,6
2/12/2018,14.25695652,28.27867326,149,295.5415,13,44,0,0,20,10
2/13/2018,14.28347826,28.33127913,149,295.5415,13,52,0,0,58,10
2/14/2018,14.31,28.383885,149,295.5415,28,53,0,0,61,10
2/15/2018,14.90355296,29.5611973,149,295.5415,16,46,0,0,50,13
2/16/2018,15.52172542,30.78734237,149,295.5415,19,52,0,0,42,16
2/17/2018,16.16553856,32.06434573,149,295.5415,33,54,0,0,53,21
2/18/2018,16.83605591,33.3943169,163,323.3105,14,60,0,0,65,13
2/19/2018,17.5343851,34.77945285,184,364.964,-4,28,0,0,14,-3
2/20/2018,18.26167973,36.22204174,184,364.964,-4,29,0,0,20,-5
2/21/2018,19.01914123,37.72446663,215,426.4525,1,37,0,0,29,3
2/22/2018,19.80802086,39.28920938,260,515.71,8,39,0,0,26,8
2/23/2018,20.62962179,40.91885482,241,478.0235,9,40,0,0,34,9
2/24/2018,21.48530125,42.61609503,212,420.502,11,34,0,0,37,7
2/25/2018,22.37647274,44.38373368,212,420.502,15,37,0,0,40,10
2/26/2018,23.30460842,46.2246908,211,418.5185,30,50,0,0,56,11
2/27/2018,24.27124149,48.1420075,211,418.5185,16,53,0,0,52,16
2/28/2018,25.27796876,50.13885104,210,416.535,17,43,0,0,46,16
3/1/2018,26.32645325,52.21852002,210,416.535,25,52,0,0,57,20
3/2/2018,27.41842699,54.38444993,194,384.799,38,59,0,0,65,22
3/3/2018,28.55569383,56.64021871,182,360.997,41,61,0,0,68,22
3/4/2018,29.74013244,58.98955269,182,360.997,21,55,0,0,62,22
3/5/2018,30.97369943,61.43633282,182,360.997,19,37,0,0,40,10
3/6/2018,32.25843254,63.98460094,182,360.997,18,47,0,0,44,10
3/7/2018,33.59645407,66.63856665,182,360.997,22,53,0,0,51,11
3/8/2018,34.98997431,69.40261404,182,360.997,28,61,0.627,1.2436545,62,22
3/9/2018,36.44129526,72.28130915,182,360.997,33,61,3.857,7.6503595,64,22
3/10/2018,37.95281437,75.2794073,182,360.997,16,53,3.858583333,7.653500041,56,18
3/11/2018,39.52702858,78.40186119,182,360.997,17,50,5.2535,10.42031725,47,18
3/12/2018,41.16653834,81.6538288,182,360.997,21,58,7.165770833,14.21330645,58,18
3/13/2018,42.87405201,85.04068216,172,341.162,21,55,8.6034375,17.06491828,56,23
3/14/2018,44.65239026,88.56801608,162,321.327,27,62,9.454479167,18.75295943,67,29
3/15/2018,46.50449077,92.24165744,162,321.327,31,61,10.56875,20.96311563,64,27
3/16/2018,48.43341306,96.0676748,162,321.327,26,51,13.205,26.1921175,52,20
3/17/2018,50.44234357,100.0523885,162,321.327,25,56,14.725,29.2070375,61,20
3/18/2018,52.53460089,104.2023809,143,283.6405,22,51,14.725,29.2070375,55,21
3/19/2018,54.71364126,108.5245074,112,222.152,19,37,18.69916667,37.08979709,40,15
3/20/2018,56.98306429,113.025908,99.1,196.56485,19,50,26.46145833,52.4863026,50,15
3/21/2018,59.34661889,117.7140186,99.4,197.1599,26,60,32.32375,64.11415813,56,15
3/22/2018,61.80820947,122.5965835,101,200.3335,30,66,41.50708333,82.32929979,71,27
3/23/2018,64.37190238,127.6816684,101,200.3335,29,60,50.30645833,99.7828601,67,21
3/24/2018,67.04193264,132.9776734,101,200.3335,31,59,59.52541667,118.068664,65,27
3/25/2018,69.82271094,138.4933471,101,200.3335,27,63,65.68854167,130.2932224,63,27
3/26/2018,72.71883089,144.2378011,102,202.317,23,56,70.37520833,139.5892257,49,28
3/27/2018,75.73507667,150.2205246,86.2,170.9777,22,44,76.9975,152.7245413,47,25
3/28/2018,78.87643088,156.4514007,65.2,129.3242,21,46,63.34125,125.6373694,44,24
3/29/2018,82.14808279,162.9407222,61,120.9935,22,47,46.609375,92.44969531,48,24
3/30/2018,85.55543692,169.6992091,57.3,113.65455,28,62,45.78604167,90.81661365,62,28
3/31/2018,89.10412194,176.7380259,54,107.109,26,64,46.44708333,92.12778979,58,26
4/1/2018,92.8,184.0688,55.2,109.4892,27,64,46.11854167,91.4761274,51,26
4/2/2018,95.8,190.0193,55.2,109.4892,28,67,53.19208333,105.5064973,72,27
4/3/2018,95.8,190.0193,55.2,109.4892,26,52,75.96041667,150.6674865,47,24
4/4/2018,92.7,183.87045,55.2,109.4892,26,62,76.11083333,150.9658379,61,24
4/5/2018,92.6,183.6721,55.4,109.8859,33,63,76.106875,150.9579866,64,28
4/6/2018,87.5,173.55625,56.3,111.67105,22,46,85.43270833,169.455777,38,23
4/7/2018,86.2,170.9777,56.6,112.2661,23,57,105.8854167,210.023724,57,24
4/8/2018,97,192.3995,56.6,112.2661,30,58,105.1333333,208.5319666,60,28
4/9/2018,101,200.3335,56.6,112.2661,28,53,105.6479167,209.5526428,53,27
4/10/2018,97.8,193.9863,56.6,112.2661,39,69,111.625,221.4081875,68,32
4/11/2018,96.9,192.20115,61.5,121.98525,45,73,137.5916667,272.9130709,77,33
4/12/2018,96.4,191.2094,69.6,138.0516,29,69,137.1166667,271.9709084,74,30
4/13/2018,95.4,189.2259,70.2,139.2417,22,41,137.1958333,272.1279354,43,22
4/14/2018,96.1,190.61435,70.2,139.2417,23,54,130.4191667,258.6864171,53,22
4/15/2018,86.5,171.57275,70.2,139.2417,26,59,86.60833333,171.7876292,59,32
4/16/2018,81,160.6635,70.2,139.2417,36,72,92.98916667,184.4440121,70,32
4/17/2018,81,160.6635,70.2,139.2417,23,61,136.8791667,271.4998271,70,20
4/18/2018,83.8,166.2173,70.2,139.2417,24,58,136.9583333,271.6568541,55,21
4/19/2018,77.1,152.92785,70.2,139.2417,37,62,136.8395833,271.4213135,63,22
4/20/2018,78.2,155.1097,70.2,139.2417,30,47,137.1166667,271.9709084,54,31
4/21/2018,88,174.548,70.2,139.2417,27,39,137.4333333,272.5990166,40,31
4/22/2018,88.4,175.3414,70.1,139.04335,30,63,137.1958333,272.1279354,62,33
4/23/2018,90.8,180.1018,70,138.845,33,71,137.15625,272.0494219,72,32
4/24/2018,92.5,183.47375,70.1,139.04335,25,33,137.75,273.227125,33,26
4/25/2018,98.5,195.37475,69.3,137.45655,25,67,137.4729167,272.6775303,65,28
4/26/2018,102,202.317,68.7,136.26645,29,54,136.91875,271.5783406,62,30
4/27/2018,101,200.3335,69.3,137.45655,30,71,136.7604167,271.2642865,70,32
4/28/2018,103,204.3005,70.2,139.2417,38,73,136.1270833,270.0080697,73,40
4/29/2018,100,198.35,70.2,139.2417,37,70,136.44375,270.6361781,77,33
4/30/2018,99,196.3665,70.2,139.2417,39,69,130.3083333,258.4665791,74,33
5/1/2018,95.1,188.63085,70.2,139.2417,41,63,120.1354167,238.288599,65,41
5/2/2018,96.9,192.20115,70.2,139.2417,37,59,111.8625,221.8792688,52,34
5/3/2018,111,220.1685,70.2,139.2417,32,46,90.52708333,179.5604698,50,31
5/4/2018,119,236.0365,70.2,139.2417,33,65,56.75854167,112.5805674,66,36
5/5/2018,119,236.0365,70.2,139.2417,38,69,65.395625,129.7122222,72,42
5/6/2018,120,238.02,70.2,139.2417,41,74,65.38375,129.6886681,76,42
5/7/2018,117,232.0695,70.2,139.2417,43,75,43.474375,86.23142281,79,42
5/8/2018,118,234.053,70.2,139.2417,42,77,40.53333333,80.39786666,74,41
5/9/2018,117,232.0695,70.2,139.2417,43,75,73.15,145.093025,73,43
5/10/2018,117,232.0695,70.2,139.2417,45,83,90.28958333,179.0893885,85,43
5/11/2018,121,240.0035,70.2,139.2417,45,83,108.8541667,215.9122396,74,43
5/12/2018,123,243.9705,70.2,139.2417,49,70,104.6583333,207.5898041,60,50
5/13/2018,126,249.921,70.2,139.2417,48,68,108.6166667,215.4411584,55,48
5/14/2018,130,257.855,70.2,139.2417,42,66,102.71875,203.7426406,64,45
5/15/2018,144,285.624,60.5,120.00175,42,72,75.64375,150.0393781,73,44
5/16/2018,178,353.063,51,101.1585,42,79,47.0725,93.36830375,79,44
5/17/2018,158,313.393,49.9,98.97665,43,81,3.518958333,6.979853854,84,46
5/18/2018,159,315.3765,48.2,95.6047,45,68,45.07354167,89.4033699,65,46
5/19/2018,173,343.1455,48.2,95.6047,40,50,112.1,222.35035,47,41
5/20/2018,201,398.6835,48.2,95.6047,41,60,96.93958333,192.2796635,54,42
5/21/2018,204,404.634,48.2,95.6047,41,73,95.98958333,190.3953385,78,43
5/22/2018,224,444.304,48.2,95.6047,42,74,135.4541667,268.6733396,77,43
5/23/2018,203,402.6505,48.2,95.6047,43,76,240.1916667,476.4201709,80,45
5/24/2018,189,374.8815,48.2,95.6047,44,80,294.025,583.1985875,81,46
5/25/2018,181,359.0135,48.2,95.6047,48,84,304.3958333,603.7691354,86,49
5/26/2018,168,333.228,48.2,95.6047,52,83,321.4958333,637.6869854,87,44
5/27/2018,167,331.2445,48.2,95.6047,51,82,330.125,654.8029375,81,44
5/28/2018,166,329.261,48.3,95.80305,42,69,345.2458333,684.7951104,67,43
5/29/2018,170,337.195,48.3,95.80305,44,71,308.0375,610.9923813,72,44
5/30/2018,174,345.129,48.6,96.3981,46,77,212.4833333,421.4606916,77,45
5/31/2018,173,343.1455,48.9,96.99315,49,84,238.2125,472.4944938,87,43
6/1/2018,165,327.2775,49,97.1915,43,83,284.88125,565.0619594,86,38
6/2/2018,160,317.36,49.4,97.9849,47,79,268.73125,533.0284344,78,38
6/3/2018,151,299.5085,49.6,98.3816,44,73,269.6020833,534.7557322,74,43
6/4/2018,150,297.525,49.5,98.18325,58,85,232.86875,461.8951656,86,50
6/5/2018,149,295.5415,49.6,98.3816,49,87,234.8479167,465.8208428,88,51
6/6/2018,150,297.525,49.6,98.3816,50,86,274.55,544.569925,86,45
6/7/2018,149,295.5415,64.1,127.14235,50,88,282.625,560.5866875,88,54
6/8/2018,154,305.459,76.6,151.9361,47,88,282.625,560.5866875,91,48
6/9/2018,153,303.4755,76.6,151.9361,48,89,284.05,563.413175,89,50
6/10/2018,147,291.5745,76.6,151.9361,50,88,284.05,563.413175,92,43
6/11/2018,141,279.6735,76.6,151.9361,50,84,284.05,563.413175,79,43
6/12/2018,135,267.7725,76.8,152.3328,53,86,284.05,563.413175,81,45
6/13/2018,142,281.657,77.2,153.1262,57,89,283.6541667,562.6280396,88,58
6/14/2018,148,293.558,77.7,154.11795,52,88,283.8125,562.9420938,90,52
6/15/2018,161,319.3435,78.1,154.91135,52,88,283.8916667,563.0991209,88,56
6/16/2018,176,349.096,90.2,178.9117,52,78,283.8916667,563.0991209,82,48
6/17/2018,190,376.865,99.1,196.56485,54,73,258.1229167,511.9868053,69,54
6/18/2018,201,398.6835,103,204.3005,57,81,193.20625,383.2245969,75,54
6/19/2018,184,364.964,104,206.284,48,77,195.8583333,388.4850041,77,46
6/20/2018,172,341.162,101,200.3335,50,75,271.9770833,539.4665447,74,44
6/21/2018,145,287.6075,103,204.3005,55,85,308.6708333,612.2485979,82,47
6/22/2018,133,263.8055,105,208.2675,49,86,284.9208333,565.1404729,84,49
6/23/2018,126,249.921,105,208.2675,52,86,284.3666667,564.0412834,83,53
6/24/2018,113,224.1355,105,208.2675,42,68,285,565.2975,68,42
6/25/2018,112,222.152,105,208.2675,46,83,284.525,564.3553375,82,42
6/26/2018,112,222.152,145,287.6075,53,94,284.6833333,564.6693916,92,42
6/27/2018,111,220.1685,179,355.0465,54,94,319.2395833,633.2117135,97,56
6/28/2018,111,220.1685,179,355.0465,56,93,378.1,749.96135,86,49
6/29/2018,119,236.0365,179,355.0465,55,90,378.1,749.96135,93,52
6/30/2018,124,245.954,179,355.0465,52,77,378.1,749.96135,71,47
7/1/2018,124,245.954,179,355.0465,51,88,378.1,749.96135,86,50
7/2/2018,122,241.987,179,355.0465,51,89,349.8375,693.9026813,90,52
7/3/2018,120,238.02,192,380.832,54,89,315.6375,626.0669813,91,53
7/4/2018,129,255.8715,203,402.6505,56,89,336.9333333,668.3072666,89,57
7/5/2018,136,269.756,205,406.6175,43,81,323,640.6705,82,50
7/6/2018,138,273.723,206,408.601,54,87,283.9708333,563.2561479,85,59
7/7/2018,135,267.7725,205,406.6175,55,92,284.1291667,563.5702021,92,63
7/8/2018,145,287.6075,205,406.6175,53,91,284.1291667,563.5702021,92,58
7/9/2018,147,291.5745,205,406.6175,56,88,284.05,563.413175,90,58
7/10/2018,155,307.4425,219,434.3865,54,93,284.05,563.413175,0,0
7/11/2018,154,305.459,257,509.7595,57,89,283.8125,562.9420938,90,55
7/12/2018,152,301.492,303,601.0005,53,77,282.625,560.5866875,81,53
7/13/2018,154,305.459,329,652.5715,56,85,283.9708333,563.2561479,86,57
7/14/2018,176,349.096,329,652.5715,59,90,284.3666667,564.0412834,91,60
7/15/2018,179,355.0465,329,652.5715,56,73,284.4458333,564.1983104,72,52
7/16/2018,186,368.931,325,644.6375,58,86,284.1291667,563.5702021,85,53
7/17/2018,197,390.7495,319,632.7365,56,85,285,565.2975,83,55
7/18/2018,203,402.6505,351,696.2085,57,91,265.525,526.6688375,91,55
7/19/2018,198,392.733,373,739.8455,56,90,219.09375,434.5724531,94,55
7/20/2018,206,408.601,373,739.8455,59,91,188.4166667,373.7244584,91,61
7/21/2018,202,400.667,373,739.8455,59,93,188.4166667,373.7244584,90,62
7/22/2018,199,394.7165,373,739.8455,57,87,210.8604167,418.2416365,89,56
7/23/2018,213,422.4855,373,739.8455,55,80,237.5,471.08125,78,57
7/24/2018,241,478.0235,339,672.4065,55,84,217.7083333,431.8244791,84,59
7/25/2018,271,537.5285,298,591.083,56,78,162.7666667,322.8476834,84,55
7/26/2018,263,521.6605,298,591.083,55,76,135.1375,268.0452313,84,55
7/27/2018,254,503.809,298,591.083,52,79,133.2375,264.2765813,82,48
7/28/2018,257,509.7595,337,668.4395,50,82,133.7125,265.2187438,82,48
7/29/2018,254,503.809,376,745.796,51,82,151.88125,301.2564594,76,51
7/30/2018,222,440.337,376,745.796,50,72,182.0833333,361.1622916,76,44
7/31/2018,203,402.6505,376,745.796,50,82,180.8958333,358.8068854,83,45
8/1/2018,188,372.898,373,739.8455,51,83,228.2375,452.7090813,83,44
8/2/2018,165,327.2775,367,727.9445,54,86,276.2125,547.8674938,88,57
8/3/2018,158,313.393,367,727.9445,50,74,276.2916667,548.0245209,80,54
8/4/2018,134,265.789,366,725.961,54,84,276.45,548.338575,90,56
8/5/2018,128,253.888,365,723.9775,53,83,276.3708333,548.1815479,86,52
8/6/2018,115,228.1025,364,721.994,54,77,256.2625,508.2966688,78,54
8/7/2018,112,222.152,364,721.994,54,81,208.525,413.6093375,82,51
8/8/2018,112,222.152,364,721.994,50,77,180.3416667,357.7076959,81,51
8/9/2018,109,216.2015,364,721.994,51,84,199.85625,396.4148719,84,55
8/10/2018,106,210.251,363,720.0105,51,84,215.8083333,428.0558291,85,55
8/11/2018,98.8,195.9698,361,716.0435,50,87,231.7208333,459.6182729,88,57
8/12/2018,96.1,190.61435,361,716.0435,50,89,263.15,521.958025,88,55
8/13/2018,95.1,188.63085,361,716.0435,50,86,248.9791667,493.8501771,84,48
8/14/2018,96.6,191.6061,361,716.0435,53,79,249.1375,494.1642313,82,48
8/15/2018,107,212.2345,359,712.0765,55,84,254.6,504.9991,85,53
8/16/2018,104,206.284,358,710.093,56,85,201.5583333,399.7909541,85,53
8/17/2018,104,206.284,338,670.423,56,84,193.5625,383.9312188,82,57
8/18/2018,106,210.251,326,646.621,49,78,192.2166667,381.2617584,76,48
8/19/2018,109,216.2015,326,646.621,44,71,191.8208333,380.4766229,71,41
8/20/2018,107,212.2345,326,646.621,45,81,199.025,394.7660875,77,42
8/21/2018,106,210.251,324,642.654,55,76,200.2125,397.1214938,75,49
8/22/2018,115,228.1025,287,569.2645,51,77,200.1333333,396.9644666,76,49
8/23/2018,116,230.086,261,517.6935,50,83,208.4458333,413.4523104,87,47
8/24/2018,112,222.152,261,517.6935,51,84,240.5479167,477.1267928,86,47
8/25/2018,111,220.1685,260,515.71,52,84,285.95,567.181825,87,58
8/26/2018,113,224.1355,260,515.71,52,84,285.95,567.181825,89,52
8/27/2018,119,236.0365,296,587.116,47,84,285.95,567.181825,89,44
8/28/2018,117,232.0695,323,640.6705,48,79,286.1083333,567.4958791,70,44
8/29/2018,114,226.119,323,640.6705,48,84,285.95,567.181825,87,51
8/30/2018,126,249.921,323,640.6705,49,88,285.95,567.181825,89,47
8/31/2018,124,245.954,322,638.687,47,83,285.95,567.181825,89,47
9/1/2018,111,220.1685,321,636.7035,47,83,285,565.2975,79,53
9/2/2018,107,212.2345,320,634.72,52,77,285,565.2975,77,54
9/3/2018,106,210.251,279,553.3965,48,74,265.9208333,527.4539729,76,51
9/4/2018,105,208.2675,239,474.0565,49,78,238.7666667,473.5936834,79,52
9/5/2018,94.4,187.2424,218,432.403,47,73,257.1333333,510.0239666,79,48
9/6/2018,91.5,181.49025,198,392.733,44,71,283.2583333,561.8429041,70,45
9/7/2018,88.1,174.74635,198,392.733,44,73,252.1458333,500.1312604,73,45
9/8/2018,78.6,155.9031,198,392.733,45,80,207.0604167,410.7043365,82,47
9/9/2018,73.5,145.78725,198,392.733,46,80,248.425,492.7509875,83,51
9/10/2018,66.4,131.7044,218,432.403,46,83,333.1729167,660.8484803,86,51
9/11/2018,65.5,129.91925,233,462.1555,48,85,384.9479167,763.5441928,88,51
9/12/2018,61.4,121.7869,214,424.469,49,85,418.0791667,829.2600271,90,42
9/13/2018,64.3,127.53905,203,402.6505,46,87,442.1458333,876.9962604,93,41
9/14/2018,68,134.878,203,402.6505,45,87,475.7520833,943.6542572,89,46
9/15/2018,72.1,143.01035,203,402.6505,48,88,476.6625,945.4600688,90,49
9/16/2018,78.8,156.2998,203,402.6505,51,88,475.8708333,943.8897979,89,54
9/17/2018,84.8,168.2008,203,402.6505,50,86,429.9145833,852.735576,90,48
9/18/2018,91.8,182.0853,200,396.7,50,89,344.85,684.009975,86,48
9/19/2018,98.7,195.77145,200,396.7,51,85,319.79375,634.3109031,84,52
9/20/2018,105,208.2675,175,347.1125,43,79,320.3875,635.4886063,78,46
9/21/2018,111,220.1685,130,257.855,44,76,313.5,621.82725,77,42
9/22/2018,110,218.185,120,238.02,43,83,321.575,637.8440125,82,42
9/23/2018,111,220.1685,120,238.02,44,81,321.1,636.90185,86,41
9/24/2018,112,222.152,144,285.624,42,72,327.9479167,650.4846928,80,42
9/25/2018,114,226.119,168,333.228,42,64,359.3375,712.7459313,61,37
9/26/2018,110,218.185,166,329.261,37,71,359.1,712.27485,68,37
9/27/2018,109,216.2015,166,329.261,35,81,358.9416667,711.9607959,76,34
9/28/2018,108,214.218,165,327.2775,36,62,359.0208333,712.1178229,0,0
9/29/2018,105,208.2675,164,325.294,39,82,358.9416667,711.9607959,84,34
9/30/2018,108,214.218,164,325.294,40,82,350.4708333,695.1588979,61,33
10/1/2018,108,214.218,163,323.3105,47,74,309.9770833,614.8395447,66,42
10/2/2018,105.4990004,209.2572673,162,321.327,54,73,250.0083333,495.8915291,78,45
10/3/2018,103.0559174,204.4114122,162,321.327,48,82,258.5583333,512.8504541,84,44
10/4/2018,100.6694099,199.6777745,162,321.327,50,73,266.3958333,528.3961354,63,34
