Date ,Waterton Gage (cfs),"Temp Ch, C (high) ","Chatfield, Low Temp (C)","Waterton Gage, High Water Temp (C)","Waterton Gage, Low Water Temp (C)"
12/2/2014,43.5,16.1,-8.9,12.68247,-2.21003
12/3/2014,45.3,6.7,-6.7,7.08289,-0.8994900000000001
12/4/2014,45.3,11.7,-2.2,10.06139,1.7811599999999999
12/5/2014,42.6,14.4,-2.2,11.66978,1.7811599999999999
12/6/2014,34.3,8.9,-3.9,8.39343,0.7684699999999998
12/7/2014,32.8,16.7,-1.1,13.03989,2.4364299999999997
12/8/2014,32.8,8.9,-6.1,8.39343,-0.5420699999999998
12/9/2014,32.9,14.4,-6.7,11.66978,-0.8994900000000001
12/10/2014,33.4,17.8,2.8,13.69516,4.75966
12/11/2014,32.8,20.0,2.8,15.0057,4.75966
12/12/2014,32.8,20.6,-0.6,15.36312,2.73428
12/13/2014,32.8,17.8,-1.7,13.69516,2.07901
12/14/2014,34.0,-17.8,-17.8,-7.511760000000001,-7.511760000000001
12/15/2014,33.8,8.3,-11.7,8.036010000000001,-3.87799
12/16/2014,37.6,2.8,-11.1,4.75966,-3.5205699999999998
12/17/2014,40.5,5.6,-7.8,6.427619999999999,-1.5547600000000004
12/18/2014,40.6,8.3,-8.3,8.036010000000001,-1.8526100000000008
12/19/2014,41.9,8.3,-3.9,8.036010000000001,0.7684699999999998
12/20/2014,37.5,10.6,-3.3,9.40612,1.12589
12/21/2014,35.1,10.6,-1.1,9.40612,2.4364299999999997
12/22/2014,33.2,4.4,-7.2,5.71278,-1.19734
12/23/2014,32.8,3.3,-8.9,5.05751,-2.21003
12/24/2014,38.8,11.1,-5.0,9.70397,0.11319999999999997
12/25/2014,37.0,8.3,-8.3,8.036010000000001,-1.8526100000000008
12/26/2014,41.0,-1.7,-14.4,2.07901,-5.4863800000000005
12/27/2014,43.7,1.1,-16.7,3.74697,-6.856490000000001
12/28/2014,66.3,5.0,-12.2,6.0702,-4.175839999999999
12/29/2014,77.2,-7.2,-17.2,-1.19734,-7.1543399999999995
12/30/2014,72.7,-15.0,-28.9,-5.8438,-14.124030000000001
12/31/2014,80.9,1.7,-17.8,4.10439,-7.511760000000001
1/1/2015,84.4,-3.3,-11.7,1.12589,-3.87799
1/2/2015,82.7,5.6,-8.3,6.427619999999999,-1.8526100000000008
1/3/2015,81.1,0.0,-12.2,3.0917,-4.175839999999999
1/4/2015,81.7,2.8,-19.4,4.75966,-8.464879999999999
1/5/2015,78.8,15.6,-11.7,12.38462,-3.87799
1/6/2015,60.6,15.0,-7.2,12.027199999999999,-1.19734
1/7/2015,65.3,15.0,-10.6,12.027199999999999,-3.2227200000000003
1/8/2015,79.0,10.6,-11.7,9.40612,-3.87799
1/9/2015,88.0,1.7,-10.6,4.10439,-3.2227200000000003
1/10/2015,114.0,14.4,-4.4,11.66978,0.4706199999999998
1/11/2015,164.0,6.1,-3.3,6.72547,1.12589
1/12/2015,191.0,-1.7,-3.9,2.07901,0.7684699999999998
1/13/2015,138.0,1.7,-10.6,4.10439,-3.2227200000000003
1/14/2015,131.0,6.7,-10.6,7.08289,-3.2227200000000003
1/15/2015,121.0,14.4,-3.3,11.66978,1.12589
1/16/2015,126.0,15.6,-1.7,12.38462,2.07901
1/17/2015,122.0,12.8,2.2,10.716660000000001,4.40224
1/18/2015,113.0,17.8,-3.3,13.69516,1.12589
1/19/2015,71.2,15.6,-0.6,12.38462,2.73428
1/20/2015,32.1,6.1,-3.3,6.72547,1.12589
1/21/2015,38.0,-2.2,-17.2,1.7811599999999999,-7.1543399999999995
1/22/2015,37.7,5.6,-10.6,6.427619999999999,-3.2227200000000003
1/23/2015,48.2,9.4,-6.1,8.69128,-0.5420699999999998
1/24/2015,45.9,10.0,-2.2,9.0487,1.7811599999999999
1/25/2015,38.2,16.7,-0.6,13.03989,2.73428
1/26/2015,34.9,22.2,5.0,16.31624,6.0702
1/27/2015,36.7,23.3,-2.8,16.971510000000002,1.42374
1/28/2015,35.1,16.7,-1.7,13.03989,2.07901
1/29/2015,36.7,8.9,-1.7,8.39343,2.07901
1/30/2015,39.2,8.3,-2.8,8.036010000000001,1.42374
1/31/2015,39.6,3.3,-8.3,5.05751,-1.8526100000000008
2/1/2015,33.7,-1.7,-10.0,2.07901,-2.8653
2/2/2015,56.3,12.8,-3.9,10.716660000000001,0.7684699999999998
2/3/2015,37.9,17.2,-2.8,13.337739999999998,1.42374
2/4/2015,33.1,5.0,-5.6,6.0702,-0.24421999999999988
2/5/2015,33.5,5.0,-5.6,6.0702,-0.24421999999999988
2/6/2015,33.8,23.3,10.0,16.971510000000002,9.0487
2/7/2015,35.0,24.4,-1.1,17.62678,2.4364299999999997
2/8/2015,47.4,21.7,-0.6,16.01839,2.73428
2/9/2015,40.8,21.7,-0.6,16.01839,2.73428
2/10/2015,34.8,15.6,2.2,12.38462,4.40224
2/11/2015,35.7,8.9,0.0,8.39343,3.0917
2/12/2015,34.8,17.8,1.7,13.69516,4.10439
2/13/2015,34.8,18.3,3.3,13.99301,5.05751
2/14/2015,34.8,18.9,-3.9,14.35043,0.7684699999999998
2/15/2015,35.3,2.8,-3.9,4.75966,0.7684699999999998
2/16/2015,36.8,0.0,-14.4,3.0917,-5.4863800000000005
2/17/2015,38.0,3.9,-14.4,5.41493,-5.4863800000000005
2/18/2015,34.7,12.2,-11.7,10.35924,-3.87799
2/19/2015,32.8,17.2,-1.7,13.337739999999998,2.07901
2/20/2015,32.8,10.6,-1.7,9.40612,2.07901
2/21/2015,35.2,0.0,-11.1,3.0917,-3.5205699999999998
2/22/2015,37.0,-8.9,-15.6,-2.21003,-6.201220000000001
2/23/2015,32.2,-3.9,-13.9,0.7684699999999998,-5.18853
2/24/2015,28.5,8.3,-6.7,8.036010000000001,-0.8994900000000001
2/25/2015,34.1,8.9,-17.2,8.39343,-7.1543399999999995
2/26/2015,47.4,-5.6,-16.7,-0.24421999999999988,-6.856490000000001
2/27/2015,31.0,-3.9,-20.6,0.7684699999999998,-9.179720000000001
2/28/2015,25.9,-5.0,-9.4,0.11319999999999997,-2.5078800000000006
3/1/2015,24.3,-2.2,-13.3,1.7811599999999999,-4.831110000000001
3/2/2015,18.7,9.4,-13.3,8.69128,-4.831110000000001
3/3/2015,16.2,-3.3,-11.7,1.12589,-3.87799
3/4/2015,15.6,-5.6,-18.9,-0.24421999999999988,-8.16703
3/5/2015,13.5,8.9,-6.1,8.39343,-0.5420699999999998
3/6/2015,16.1,13.9,0.0,11.371929999999999,3.0917
3/7/2015,8.1,13.9,-0.6,11.371929999999999,2.73428
3/8/2015,9.13,-17.8,-17.8,-7.511760000000001,-7.511760000000001
3/9/2015,10.7,-17.8,-17.8,-7.511760000000001,-7.511760000000001
3/10/2015,27.0,16.7,2.2,13.03989,4.40224
3/11/2015,35.2,20.6,3.9,15.36312,5.41493
3/12/2015,32.8,17.2,5.6,13.337739999999998,6.427619999999999
3/13/2015,32.8,17.8,1.1,13.69516,3.74697
3/14/2015,32.1,21.1,2.2,15.66097,4.40224
3/15/2015,31.1,26.7,11.1,18.99689,9.70397
3/16/2015,31.8,26.7,6.1,18.99689,6.72547
3/17/2015,32.8,16.7,-0.6,13.03989,2.73428
3/18/2015,33.1,18.3,1.7,13.99301,4.10439
3/19/2015,36.9,6.7,2.2,7.08289,4.40224
3/20/2015,35.6,18.3,3.9,13.99301,5.41493
3/21/2015,34.3,20.6,5.0,15.36312,6.0702
3/22/2015,34.4,20.0,3.3,15.0057,5.05751
3/23/2015,34.5,-17.8,-17.8,-7.511760000000001,-7.511760000000001
3/24/2015,42.6,17.8,0.0,13.69516,3.0917
3/25/2015,36.0,6.1,-2.2,6.72547,1.7811599999999999
3/26/2015,37.4,16.7,-2.2,13.03989,1.7811599999999999
3/27/2015,34.2,21.7,3.9,16.01839,5.41493
3/28/2015,35.2,25.6,1.7,18.341620000000002,4.10439
3/29/2015,36.7,18.9,1.7,14.35043,4.10439
3/30/2015,32.4,23.9,7.2,17.32893,7.380739999999999
3/31/2015,39.9,25.0,8.9,17.9842,8.39343
4/1/2015,35.4,21.7,4.4,16.01839,5.71278
4/2/2015,45.7,9.4,-5.0,8.69128,0.11319999999999997
4/3/2015,50.0,10.6,-4.4,9.40612,0.4706199999999998
4/4/2015,39.1,18.3,-2.8,13.99301,1.42374
4/5/2015,36.9,23.3,1.1,16.971510000000002,3.74697
4/6/2015,36.8,24.4,1.7,17.62678,4.10439
4/7/2015,36.8,18.3,3.9,13.99301,5.41493
4/8/2015,37.3,16.1,1.1,12.68247,3.74697
4/9/2015,39.0,10.6,-0.6,9.40612,2.73428
4/10/2015,37.8,17.2,-0.6,13.337739999999998,2.73428
4/11/2015,36.8,20.6,5.0,15.36312,6.0702
4/12/2015,36.8,20.6,-1.1,15.36312,2.4364299999999997
4/13/2015,36.8,20.6,2.8,15.36312,4.75966
4/14/2015,36.8,23.9,7.2,17.32893,7.380739999999999
4/15/2015,36.8,17.2,-5.0,13.337739999999998,0.11319999999999997
4/16/2015,38.3,4.4,0.0,5.71278,3.0917
4/17/2015,48.1,10.6,1.7,9.40612,4.10439
4/18/2015,52.3,11.1,1.7,9.70397,4.10439
4/19/2015,52.2,10.6,-0.6,9.40612,2.73428
4/20/2015,50.6,13.9,0.6,11.371929999999999,3.4491199999999997
4/21/2015,51.1,19.4,2.8,14.648279999999998,4.75966
4/22/2015,52.4,21.1,6.1,15.66097,6.72547
4/23/2015,52.6,21.1,5.0,15.66097,6.0702
4/24/2015,49.0,17.8,5.6,13.69516,6.427619999999999
4/25/2015,46.6,20.6,5.6,15.36312,6.427619999999999
4/26/2015,55.4,7.2,4.4,7.380739999999999,5.71278
4/27/2015,94.8,7.8,1.7,7.738160000000001,4.10439
4/28/2015,152.0,17.2,1.1,13.337739999999998,3.74697
4/29/2015,150.0,23.9,8.9,17.32893,8.39343
4/30/2015,147.0,25.6,7.2,18.341620000000002,7.380739999999999
5/1/2015,115.0,17.8,6.1,13.69516,6.72547
5/2/2015,229.0,23.3,8.9,16.971510000000002,8.39343
5/3/2015,364.0,23.9,7.8,17.32893,7.738160000000001
5/4/2015,555.0,16.1,7.8,12.68247,7.738160000000001
5/5/2015,690.0,12.2,7.8,10.35924,7.738160000000001
5/6/2015,837.0,17.2,7.2,13.337739999999998,7.380739999999999
5/7/2015,777.0,15.0,6.7,12.027199999999999,7.08289
5/8/2015,764.0,13.9,7.2,11.371929999999999,7.380739999999999
5/9/2015,874.0,10.0,-3.3,9.0487,1.12589
5/10/2015,1160.0,10.6,-2.8,9.40612,1.42374
5/11/2015,1220.0,16.1,2.2,12.68247,4.40224
5/12/2015,1370.0,23.9,3.9,17.32893,5.41493
5/13/2015,1500.0,18.3,6.1,13.99301,6.72547
5/14/2015,1410.0,23.3,8.3,16.971510000000002,8.036010000000001
5/15/2015,1320.0,18.3,9.4,13.99301,8.69128
5/16/2015,1230.0,17.2,5.6,13.337739999999998,6.427619999999999
5/17/2015,1120.0,20.0,6.1,15.0057,6.72547
5/18/2015,1110.0,12.2,7.2,10.35924,7.380739999999999
5/19/2015,1330.0,8.9,3.3,8.39343,5.05751
5/20/2015,1630.0,7.2,3.3,7.380739999999999,5.05751
5/21/2015,1630.0,13.3,5.0,11.01451,6.0702
5/22/2015,1920.0,15.0,6.1,12.027199999999999,6.72547
5/23/2015,2170.0,16.1,3.9,12.68247,5.41493
5/24/2015,2200.0,16.7,3.9,13.03989,5.41493
5/25/2015,2110.0,21.1,5.0,15.66097,6.0702
5/26/2015,2050.0,22.8,8.9,16.67366,8.39343
5/27/2015,2070.0,24.4,7.8,17.62678,7.738160000000001
5/28/2015,1990.0,23.3,6.7,16.971510000000002,7.08289
5/29/2015,1900.0,21.1,6.1,15.66097,6.72547
5/30/2015,1880.0,23.9,6.1,17.32893,6.72547
5/31/2015,1840.0,27.2,8.3,19.29474,8.036010000000001
6/1/2015,1860.0,27.2,8.3,19.29474,8.036010000000001
6/2/2015,1900.0,31.7,11.7,21.97539,10.06139
6/3/2015,1930.0,24.4,10.6,17.62678,9.40612
6/4/2015,1960.0,27.8,10.6,19.65216,9.40612
6/5/2015,2100.0,27.8,10.0,19.65216,9.0487
6/6/2015,2300.0,23.3,10.0,16.971510000000002,9.0487
6/7/2015,2380.0,24.4,11.1,17.62678,9.70397
6/8/2015,2290.0,27.8,11.7,19.65216,10.06139
6/9/2015,2220.0,29.4,16.1,20.60528,12.68247
6/10/2015,2290.0,23.9,12.8,17.32893,10.716660000000001
6/11/2015,2450.0,23.3,12.8,16.971510000000002,10.716660000000001
6/12/2015,2870.0,23.9,12.2,17.32893,10.35924
6/13/2015,2870.0,28.9,14.4,20.30743,11.66978
6/14/2015,3050.0,28.9,12.2,20.30743,10.35924
6/15/2015,2770.0,22.8,12.8,16.67366,10.716660000000001
6/16/2015,2860.0,28.9,12.2,20.30743,10.35924
6/17/2015,2850.0,30.0,12.2,20.962699999999998,10.35924
6/18/2015,2810.0,27.2,16.7,19.29474,13.03989
6/19/2015,2730.0,34.4,16.1,23.583779999999997,12.68247
6/20/2015,2750.0,30.6,13.3,21.32012,11.01451
6/21/2015,2650.0,33.3,17.2,22.92851,13.337739999999998
6/22/2015,2540.0,27.8,15.0,19.65216,12.027199999999999
6/23/2015,2490.0,32.2,16.7,22.27324,13.03989
6/24/2015,2420.0,32.8,16.7,22.63066,13.03989
6/25/2015,2420.0,31.1,16.1,21.61797,12.68247
6/26/2015,2280.0,29.4,13.9,20.60528,11.371929999999999
6/27/2015,2140.0,30.6,11.7,21.32012,10.06139
6/28/2015,2070.0,31.7,15.6,21.97539,12.38462
6/29/2015,1970.0,31.7,15.6,21.97539,12.38462
6/30/2015,1830.0,33.3,15.0,22.92851,12.027199999999999
7/1/2015,1630.0,27.8,14.4,19.65216,11.66978
7/2/2015,1750.0,28.9,13.3,20.30743,11.01451
7/3/2015,1880.0,28.9,14.4,20.30743,11.66978
7/4/2015,1790.0,33.9,20.0,23.28593,15.0057
7/5/2015,1700.0,30.6,17.8,21.32012,13.69516
7/6/2015,1680.0,17.2,13.3,13.337739999999998,11.01451
7/7/2015,1830.0,21.7,12.2,16.01839,10.35924
7/8/2015,1910.0,21.7,11.7,16.01839,10.06139
7/9/2015,1870.0,25.0,13.3,17.9842,11.01451
7/10/2015,1920.0,30.0,14.4,20.962699999999998,11.66978
7/11/2015,1860.0,30.0,12.8,20.962699999999998,10.716660000000001
7/12/2015,1650.0,32.8,17.2,22.63066,13.337739999999998
7/13/2015,1540.0,28.3,15.6,19.95001,12.38462
7/14/2015,1570.0,31.7,13.3,21.97539,11.01451
7/15/2015,1590.0,30.0,13.3,20.962699999999998,11.01451
7/16/2015,1480.0,31.1,13.3,21.61797,11.01451
7/17/2015,1420.0,32.2,12.8,22.27324,10.716660000000001
7/18/2015,1380.0,31.1,12.8,21.61797,10.716660000000001
7/19/2015,1340.0,31.1,12.2,21.61797,10.35924
7/20/2015,1390.0,28.3,16.1,19.95001,12.68247
7/21/2015,1360.0,26.7,13.9,18.99689,11.371929999999999
7/22/2015,1260.0,31.1,12.8,21.61797,10.716660000000001
7/23/2015,849.0,33.9,18.9,23.28593,14.35043
7/24/2015,618.0,28.3,16.1,19.95001,12.68247
7/25/2015,610.0,33.9,16.1,23.28593,12.68247
7/26/2015,608.0,34.4,14.4,23.583779999999997,11.66978
7/27/2015,519.0,35.0,12.2,23.9412,10.35924
7/28/2015,327.0,31.1,13.9,21.61797,11.371929999999999
7/29/2015,181.0,28.3,12.8,19.95001,10.716660000000001
7/30/2015,121.0,32.2,10.6,22.27324,9.40612
7/31/2015,149.0,32.2,15.0,22.27324,12.027199999999999
8/1/2015,158.0,34.4,15.0,23.583779999999997,12.027199999999999
8/2/2015,144.0,34.4,15.0,23.583779999999997,12.027199999999999
8/3/2015,154.0,28.3,14.4,19.95001,11.66978
8/4/2015,186.0,32.8,11.7,22.63066,10.06139
8/5/2015,216.0,33.9,12.8,23.28593,10.716660000000001
8/6/2015,185.0,32.8,12.8,22.63066,10.716660000000001
8/7/2015,89.0,28.9,12.8,20.30743,10.716660000000001
8/8/2015,70.8,31.1,15.0,21.61797,12.027199999999999
8/9/2015,67.5,32.8,13.3,22.63066,11.01451
8/10/2015,92.1,29.4,16.1,20.60528,12.68247
8/11/2015,160.0,29.4,15.6,20.60528,12.38462
8/12/2015,240.0,31.7,18.3,21.97539,13.99301
8/13/2015,214.0,31.7,17.2,21.97539,13.337739999999998
8/14/2015,125.0,33.9,17.2,23.28593,13.337739999999998
8/15/2015,320.0,35.6,16.1,24.29862,12.68247
8/16/2015,422.0,35.0,16.1,23.9412,12.68247
8/17/2015,292.0,26.7,8.9,18.99689,8.39343
8/18/2015,265.0,24.4,9.4,17.62678,8.69128
8/19/2015,275.0,22.8,10.0,16.67366,9.0487
8/20/2015,212.0,31.1,11.7,21.61797,10.06139
8/21/2015,119.0,32.8,11.7,22.63066,10.06139
8/22/2015,82.2,33.3,7.2,22.92851,7.380739999999999
8/23/2015,72.1,26.1,8.9,18.639470000000003,8.39343
8/24/2015,71.2,33.3,13.3,22.92851,11.01451
8/25/2015,71.3,34.4,18.9,23.583779999999997,14.35043
8/26/2015,70.7,33.9,17.8,23.28593,13.69516
8/27/2015,71.9,28.3,12.2,19.95001,10.35924
8/28/2015,105.0,30.6,12.8,21.32012,10.716660000000001
8/29/2015,153.0,31.1,12.2,21.61797,10.35924
8/30/2015,198.0,33.9,16.1,23.28593,12.68247
8/31/2015,206.0,30.0,12.8,20.962699999999998,10.716660000000001
9/1/2015,150.0,31.1,16.7,21.61797,13.03989
9/2/2015,128.0,32.2,17.2,22.27324,13.337739999999998
9/3/2015,132.0,29.4,11.7,20.60528,10.06139
9/4/2015,130.0,30.6,15.6,21.32012,12.38462
9/5/2015,169.0,29.4,14.4,20.60528,11.66978
9/6/2015,97.7,30.6,11.7,21.32012,10.06139
9/7/2015,73.0,27.2,10.6,19.29474,9.40612
9/8/2015,71.8,-17.8,-17.8,-7.511760000000001,-7.511760000000001
9/9/2015,69.8,-17.8,-17.8,-7.511760000000001,-7.511760000000001
9/10/2015,65.4,32.2,8.3,22.27324,8.036010000000001
9/11/2015,67.5,27.2,7.2,19.29474,7.380739999999999
9/12/2015,67.2,30.0,7.2,20.962699999999998,7.380739999999999
9/13/2015,67.3,32.2,7.2,22.27324,7.380739999999999
9/14/2015,67.3,32.2,7.2,22.27324,7.380739999999999
9/15/2015,65.7,29.4,13.3,20.60528,11.01451
9/16/2015,51.3,32.2,8.3,22.27324,8.036010000000001
9/17/2015,36.8,24.4,6.1,17.62678,6.72547
9/18/2015,36.8,25.0,5.0,17.9842,6.0702
9/19/2015,36.9,26.7,5.0,18.99689,6.0702
9/20/2015,36.8,30.6,10.0,21.32012,9.0487
9/21/2015,37.1,31.7,12.2,21.97539,10.35924
9/22/2015,36.8,27.2,11.7,19.29474,10.06139
9/23/2015,34.7,28.9,10.6,20.30743,9.40612
9/24/2015,32.7,30.6,11.7,21.32012,10.06139
9/25/2015,32.8,29.4,5.0,20.60528,6.0702
9/26/2015,77.7,30.6,5.0,21.32012,6.0702
9/27/2015,151.0,30.0,11.1,20.962699999999998,9.70397
9/28/2015,177.0,30.0,11.1,20.962699999999998,9.70397
9/29/2015,33.5,27.8,12.8,19.65216,10.716660000000001
9/30/2015,34.3,27.8,10.0,19.65216,9.0487
10/1/2015,33.4,30.0,9.4,20.962699999999998,8.69128
10/2/2015,32.8,25.6,10.0,18.341620000000002,9.0487
10/3/2015,32.8,20.0,9.4,15.0057,8.69128
10/4/2015,32.8,19.4,8.3,14.648279999999998,8.036010000000001
10/5/2015,32.8,24.4,8.3,17.62678,8.036010000000001
10/6/2015,34.2,22.8,8.3,16.67366,8.036010000000001
10/7/2015,33.8,23.9,6.1,17.32893,6.72547
10/8/2015,32.8,25.0,6.7,17.9842,7.08289
10/9/2015,32.8,23.3,8.3,16.971510000000002,8.036010000000001
10/10/2015,33.8,27.2,8.3,19.29474,8.036010000000001
10/11/2015,34.5,28.3,11.1,19.95001,9.70397
10/12/2015,34.8,-17.8,-17.8,-7.511760000000001,-7.511760000000001
10/13/2015,34.8,-17.8,-17.8,-7.511760000000001,-7.511760000000001
10/14/2015,34.8,-17.8,-17.8,-7.511760000000001,-7.511760000000001
10/15/2015,34.8,17.8,0.6,13.69516,3.4491199999999997
10/16/2015,70.8,21.1,6.1,15.66097,6.72547
10/17/2015,104.0,25.0,10.0,17.9842,9.0487
10/18/2015,76.1,28.3,9.4,19.95001,8.69128
10/19/2015,35.1,22.8,8.9,16.67366,8.39343
10/20/2015,35.3,21.7,7.8,16.01839,7.738160000000001
10/21/2015,49.7,8.3,6.1,8.036010000000001,6.72547
10/22/2015,61.8,8.9,3.3,8.39343,5.05751
10/23/2015,49.3,13.9,2.8,11.371929999999999,4.75966
10/24/2015,32.6,17.2,3.3,13.337739999999998,5.05751
10/25/2015,33.8,21.1,4.4,15.66097,5.71278
10/26/2015,32.8,16.1,3.9,12.68247,5.41493
10/27/2015,32.8,17.2,-2.2,13.337739999999998,1.7811599999999999
10/28/2015,32.8,16.7,0.6,13.03989,3.4491199999999997
10/29/2015,32.8,13.3,2.2,11.01451,4.40224
10/30/2015,34.7,8.3,-0.6,8.036010000000001,2.73428
10/31/2015,36.8,17.8,2.2,13.69516,4.40224
11/1/2015,36.7,21.1,2.8,15.66097,4.75966
11/2/2015,35.7,21.1,4.4,15.66097,5.71278
11/3/2015,32.8,23.3,6.1,16.971510000000002,6.72547
11/4/2015,33.0,13.3,1.1,11.01451,3.74697
11/5/2015,34.8,9.4,-3.3,8.69128,1.12589
11/6/2015,34.8,8.9,-7.8,8.39343,-1.5547600000000004
11/7/2015,34.8,13.3,-5.0,11.01451,0.11319999999999997
11/8/2015,34.8,20.0,-7.2,15.0057,-1.19734
11/9/2015,36.2,16.1,-2.8,12.68247,1.42374
11/10/2015,40.9,18.9,-0.6,14.35043,2.73428
11/11/2015,43.7,7.8,-6.1,7.738160000000001,-0.5420699999999998
11/12/2015,41.9,9.4,-7.8,8.69128,-1.5547600000000004
11/13/2015,41.0,13.9,-5.6,11.371929999999999,-0.24421999999999988
11/14/2015,39.8,15.6,-3.9,12.38462,0.7684699999999998
11/15/2015,42.3,15.0,-2.8,12.027199999999999,1.42374
11/16/2015,42.2,10.6,-1.1,9.40612,2.4364299999999997
11/17/2015,34.8,6.7,-0.6,7.08289,2.73428
11/18/2015,31.0,12.2,-7.8,10.35924,-1.5547600000000004
11/19/2015,43.5,9.4,-7.8,8.69128,-1.5547600000000004
11/20/2015,37.2,13.9,-16.1,11.371929999999999,-6.4990700000000015
11/21/2015,33.1,13.9,-17.8,11.371929999999999,-7.511760000000001
11/22/2015,32.8,17.2,0.0,13.337739999999998,3.0917
11/23/2015,32.8,16.7,2.2,13.03989,4.40224
11/24/2015,32.8,16.7,2.2,13.03989,4.40224
11/25/2015,33.4,11.1,-4.4,9.70397,0.4706199999999998
11/26/2015,34.9,11.1,-4.4,9.70397,0.4706199999999998
11/27/2015,35.3,-6.7,-16.7,-0.8994900000000001,-6.856490000000001
11/28/2015,35.7,-5.6,-13.9,-0.24421999999999988,-5.18853
11/29/2015,36.6,-4.4,-15.6,0.4706199999999998,-6.201220000000001
11/30/2015,35.8,-1.1,-13.3,2.4364299999999997,-4.831110000000001
12/1/2015,31.1,5.0,-5.0,6.0702,0.11319999999999997
12/2/2015,40.0,11.1,-2.2,9.70397,1.7811599999999999
12/3/2015,36.4,10.0,-3.3,9.0487,1.12589
12/4/2015,34.8,15.6,-4.4,12.38462,0.4706199999999998
12/5/2015,35.0,6.7,-6.7,7.08289,-0.8994900000000001
12/6/2015,39.5,4.4,-6.7,5.71278,-0.8994900000000001
12/7/2015,34.8,13.9,-2.2,11.371929999999999,1.7811599999999999
12/8/2015,34.5,15.0,1.1,12.027199999999999,3.74697
12/9/2015,34.7,18.3,0.0,13.99301,3.0917
12/10/2015,34.7,7.2,0.0,7.380739999999999,3.0917
12/11/2015,35.1,10.0,0.0,9.0487,3.0917
12/12/2015,35.7,9.4,-0.6,8.69128,2.73428
12/13/2015,34.8,2.2,-6.7,4.40224,-0.8994900000000001
12/14/2015,34.8,7.2,-5.6,7.380739999999999,-0.24421999999999988
12/15/2015,43.5,6.7,-12.8,7.08289,-4.53326
12/16/2015,74.5,1.1,-13.9,3.74697,-5.18853
12/17/2015,59.8,-4.4,-17.2,0.4706199999999998,-7.1543399999999995
12/18/2015,81.1,9.4,-11.7,8.69128,-3.87799
12/19/2015,84.9,14.4,-6.1,11.66978,-0.5420699999999998
12/20/2015,74.4,11.1,-6.7,9.70397,-0.8994900000000001
12/21/2015,37.8,8.9,-2.8,8.39343,1.42374
12/22/2015,36.3,11.7,-7.2,10.06139,-1.19734
12/23/2015,34.1,6.1,-9.4,6.72547,-2.5078800000000006
12/24/2015,40.7,3.3,-7.8,5.05751,-1.5547600000000004
12/25/2015,71.9,-2.8,-10.0,1.42374,-2.8653
12/26/2015,42.6,-5.6,-15.0,-0.24421999999999988,-5.8438
12/27/2015,37.9,-0.6,-18.9,2.73428,-8.16703
12/28/2015,50.1,0.0,-18.9,3.0917,-8.16703
12/29/2015,75.0,-2.8,-16.7,1.42374,-6.856490000000001
12/30/2015,100.0,-1.1,-13.9,2.4364299999999997,-5.18853
12/31/2015,124.0,-2.8,-17.2,1.42374,-7.1543399999999995
1/1/2016,136.0,3.9,-11.1,5.41493,-3.5205699999999998
1/2/2016,152.0,7.2,-4.4,7.380739999999999,0.4706199999999998
1/3/2016,167.0,7.2,-8.3,7.380739999999999,-1.8526100000000008
1/4/2016,170.0,10.0,-6.7,9.0487,-0.8994900000000001
1/5/2016,159.0,9.4,-2.8,8.69128,1.42374
1/6/2016,143.0,10.0,-3.3,9.0487,1.12589
1/7/2016,124.0,3.3,-5.0,5.05751,0.11319999999999997
1/8/2016,113.0,-2.8,-12.2,1.42374,-4.175839999999999
1/9/2016,91.0,0.6,-17.2,3.4491199999999997,-7.1543399999999995
1/10/2016,92.7,2.8,-10.6,4.75966,-3.2227200000000003
1/11/2016,107.0,10.0,-7.8,9.0487,-1.5547600000000004
1/12/2016,106.0,11.7,-3.3,10.06139,1.12589
1/13/2016,85.0,13.9,-1.7,11.371929999999999,2.07901
1/14/2016,64.2,8.3,-6.7,8.036010000000001,-0.8994900000000001
1/15/2016,61.0,2.8,-10.6,4.75966,-3.2227200000000003
1/16/2016,59.2,0.6,-12.2,3.4491199999999997,-4.175839999999999
1/17/2016,62.8,4.4,-10.0,5.71278,-2.8653
1/18/2016,62.4,11.1,-2.8,9.70397,1.42374
1/19/2016,59.1,6.1,-3.9,6.72547,0.7684699999999998
1/20/2016,50.7,10.0,-5.6,9.0487,-0.24421999999999988
1/21/2016,46.6,6.1,-8.3,6.72547,-1.8526100000000008
1/22/2016,53.1,10.6,-5.6,9.40612,-0.24421999999999988
1/23/2016,48.9,10.0,-2.2,9.0487,1.7811599999999999
1/24/2016,42.1,4.4,-2.8,5.71278,1.42374
1/25/2016,38.0,4.4,-13.3,5.71278,-4.831110000000001
1/26/2016,31.5,7.8,-2.2,7.738160000000001,1.7811599999999999
1/27/2016,34.0,11.1,-5.0,9.70397,0.11319999999999997
1/28/2016,34.0,12.2,1.1,10.35924,3.74697
1/29/2016,33.5,14.4,1.1,11.66978,3.74697
1/30/2016,34.1,18.9,-3.3,14.35043,1.12589
1/31/2016,36.2,-1.1,-7.8,2.4364299999999997,-1.5547600000000004
2/1/2016,38.7,-6.7,-7.2,-0.8994900000000001,-1.19734
2/2/2016,67.8,-5.0,-14.4,0.11319999999999997,-5.4863800000000005
2/3/2016,47.7,-2.2,-14.4,1.7811599999999999,-5.4863800000000005
2/4/2016,50.4,4.4,-11.1,5.71278,-3.5205699999999998
