Date ,Waterton Gage (cfs),"Temp Ch, C (high) ","Chatfield, Low Temp (C)","Waterton Gage, High Water Temp (C)","Waterton Gage, Low Water Temp (C)"
6/25/2017,659.0,21.7,12.2,16.01839,10.35924
6/26/2017,545.0,30.0,12.2,20.962699999999998,10.35924
6/27/2017,460.0,35.6,11.1,24.29862,9.70397
6/28/2017,461.0,30.6,11.7,21.32012,10.06139
6/29/2017,401.0,28.3,12.2,19.95001,10.35924
6/30/2017,501.0,28.3,5.0,19.95001,6.0702
7/1/2017,586.0,30.0,15.0,20.962699999999998,12.027199999999999
7/2/2017,363.0,32.8,13.3,22.63066,11.01451
7/3/2017,188.0,31.7,14.4,21.97539,11.66978
7/4/2017,185.0,31.7,16.1,21.97539,12.68247
7/5/2017,185.0,35.0,17.2,23.9412,13.337739999999998
7/6/2017,185.0,33.9,15.0,23.28593,12.027199999999999
7/7/2017,170.0,29.4,13.3,20.60528,11.01451
7/8/2017,161.0,31.1,16.1,21.61797,12.68247
7/9/2017,160.0,34.4,16.1,23.583779999999997,12.68247
7/10/2017,160.0,31.7,18.3,21.97539,13.99301
7/11/2017,159.0,32.8,18.3,22.63066,13.99301
7/12/2017,161.0,25.6,13.3,18.341620000000002,11.01451
7/13/2017,222.0,27.8,15.6,19.65216,12.38462
7/14/2017,337.0,30.6,16.1,21.32012,12.68247
7/15/2017,338.0,27.2,14.4,19.29474,11.66978
7/16/2017,338.0,29.4,15.6,20.60528,12.38462
7/17/2017,360.0,32.8,15.0,22.63066,12.027199999999999
7/18/2017,366.0,32.2,20.0,22.27324,15.0057
7/19/2017,335.0,36.1,17.8,24.59647,13.69516
7/20/2017,340.0,31.7,17.2,21.97539,13.337739999999998
7/21/2017,476.0,33.3,15.6,22.92851,12.38462
7/22/2017,571.0,29.4,15.6,20.60528,12.38462
7/23/2017,566.0,31.1,15.6,21.61797,12.38462
7/24/2017,458.0,35.0,21.7,23.9412,16.01839
7/25/2017,281.0,30.0,16.1,20.962699999999998,12.68247
7/26/2017,197.0,26.1,15.0,18.639470000000003,12.027199999999999
7/27/2017,202.0,29.4,17.2,20.60528,13.337739999999998
7/28/2017,312.0,30.6,17.8,21.32012,13.69516
7/29/2017,446.0,23.3,15.0,16.971510000000002,12.027199999999999
7/30/2017,555.0,26.7,14.4,18.99689,11.66978
7/31/2017,590.0,28.3,15.0,19.95001,12.027199999999999
8/1/2017,466.0,29.4,15.0,20.60528,12.027199999999999
8/2/2017,285.0,29.4,13.3,20.60528,11.01451
8/3/2017,179.0,21.1,10.0,15.66097,9.0487
8/4/2017,237.0,31.7,10.0,21.97539,9.0487
8/5/2017,295.0,32.2,10.0,22.27324,9.0487
8/6/2017,253.0,23.3,13.9,16.971510000000002,11.371929999999999
8/7/2017,234.0,17.8,10.6,13.69516,9.40612
8/8/2017,340.0,21.7,11.7,16.01839,10.06139
8/9/2017,396.0,23.9,12.8,17.32893,10.716660000000001
8/10/2017,357.0,25.0,11.1,17.9842,9.70397
8/11/2017,429.0,25.0,10.6,17.9842,9.40612
8/12/2017,497.0,28.9,11.7,20.30743,10.06139
8/13/2017,424.0,29.4,13.3,20.60528,11.01451
8/14/2017,364.0,30.6,13.9,21.32012,11.371929999999999
8/15/2017,351.0,26.1,12.8,18.639470000000003,10.716660000000001
8/16/2017,354.0,23.9,11.7,17.32893,10.06139
8/17/2017,357.0,28.3,13.9,19.95001,11.371929999999999
8/18/2017,357.0,30.6,13.3,21.32012,11.01451
8/19/2017,261.0,33.3,15.0,22.92851,12.027199999999999
8/20/2017,179.0,32.8,14.4,22.63066,11.66978
8/21/2017,179.0,28.9,13.3,20.30743,11.01451
8/22/2017,222.0,28.3,13.9,19.95001,11.371929999999999
8/23/2017,278.0,30.0,12.8,20.962699999999998,10.716660000000001
8/24/2017,214.0,27.8,13.9,19.65216,11.371929999999999
8/25/2017,152.0,30.6,15.6,21.32012,12.38462
8/26/2017,109.0,31.7,16.1,21.97539,12.68247
8/27/2017,67.3,27.2,10.0,19.29474,9.0487
8/28/2017,66.5,30.6,10.0,21.32012,9.0487
8/29/2017,66.0,32.2,16.1,22.27324,12.68247
8/30/2017,68.8,-17.8,-17.8,-7.511760000000001,-7.511760000000001
8/31/2017,71.2,26.7,12.2,18.99689,10.35924
9/1/2017,95.5,28.9,12.2,20.30743,10.35924
9/2/2017,109.0,31.1,13.3,21.61797,11.01451
9/3/2017,101.0,34.4,16.1,23.583779999999997,12.68247
9/4/2017,128.0,33.9,12.2,23.28593,10.35924
9/5/2017,113.0,20.0,8.9,15.0057,8.39343
9/6/2017,119.0,26.7,7.8,18.99689,7.738160000000001
9/7/2017,144.0,27.8,8.3,19.65216,8.036010000000001
9/8/2017,113.0,28.9,11.1,20.30743,9.70397
9/9/2017,67.7,31.1,15.6,21.61797,12.38462
9/10/2017,68.2,27.2,15.6,19.29474,12.38462
9/11/2017,68.2,30.6,15.6,21.32012,12.38462
9/12/2017,67.5,30.6,15.6,21.32012,12.38462
9/13/2017,67.8,29.4,14.4,20.60528,11.66978
9/14/2017,68.3,28.9,11.7,20.30743,10.06139
9/15/2017,68.1,30.0,10.0,20.962699999999998,9.0487
9/16/2017,52.6,19.4,6.1,14.648279999999998,6.72547
9/17/2017,33.1,21.1,5.6,15.66097,6.427619999999999
9/18/2017,32.8,28.3,6.7,19.95001,7.08289
9/19/2017,32.4,31.1,1.1,21.61797,3.74697
9/20/2017,34.4,23.3,1.7,16.971510000000002,4.10439
9/21/2017,45.2,32.2,8.3,22.27324,8.036010000000001
9/22/2017,90.7,25.0,5.6,17.9842,6.427619999999999
9/23/2017,43.1,11.7,7.2,10.06139,7.380739999999999
9/24/2017,41.4,11.1,6.7,9.70397,7.08289
9/25/2017,40.1,10.0,5.0,9.0487,6.0702
9/26/2017,103.0,15.0,6.1,12.027199999999999,6.72547
9/27/2017,107.0,12.2,8.3,10.35924,8.036010000000001
9/28/2017,65.6,16.7,7.8,13.03989,7.738160000000001
9/29/2017,70.8,17.2,6.7,13.337739999999998,7.08289
9/30/2017,67.5,22.2,8.9,16.31624,8.39343
10/1/2017,38.9,23.9,6.1,17.32893,6.72547
10/2/2017,39.3,8.3,3.3,8.036010000000001,5.05751
10/3/2017,45.5,16.1,4.4,12.68247,5.71278
10/4/2017,45.7,21.7,5.6,16.01839,6.427619999999999
10/5/2017,57.7,18.9,8.3,14.35043,8.036010000000001
10/6/2017,55.1,18.9,3.3,14.35043,5.05751
10/7/2017,57.0,26.1,4.4,18.639470000000003,5.71278
10/8/2017,57.5,17.8,0.0,13.69516,3.0917
10/9/2017,62.5,1.1,-4.4,3.74697,0.4706199999999998
10/10/2017,73.7,15.0,-1.1,12.027199999999999,2.4364299999999997
10/11/2017,89.1,21.7,5.6,16.01839,6.427619999999999
10/12/2017,93.9,27.2,2.8,19.29474,4.75966
10/13/2017,94.3,17.2,1.1,13.337739999999998,3.74697
10/14/2017,94.0,12.2,-5.0,10.35924,0.11319999999999997
10/15/2017,94.5,14.4,-5.0,11.66978,0.11319999999999997
10/16/2017,141.0,22.8,6.7,16.67366,7.08289
10/17/2017,98.4,24.4,7.8,17.62678,7.738160000000001
10/18/2017,40.8,25.6,7.2,18.341620000000002,7.380739999999999
10/19/2017,41.0,17.8,-3.9,13.69516,0.7684699999999998
10/20/2017,36.4,25.6,6.1,18.341620000000002,6.72547
10/21/2017,36.4,12.8,-3.3,10.716660000000001,1.12589
10/22/2017,36.8,21.1,-0.6,15.66097,2.73428
10/23/2017,36.8,21.7,0.0,16.01839,3.0917
10/24/2017,36.8,16.7,0.6,13.03989,3.4491199999999997
10/25/2017,36.5,29.4,5.6,20.60528,6.427619999999999
10/26/2017,36.7,11.7,-7.2,10.06139,-1.19734
10/27/2017,50.7,11.7,-7.8,10.06139,-1.5547600000000004
10/28/2017,64.9,15.6,4.4,12.38462,5.71278
10/29/2017,63.6,22.2,-2.2,16.31624,1.7811599999999999
10/30/2017,64.4,-0.6,-3.3,2.73428,1.12589
10/31/2017,63.8,13.9,-4.4,11.371929999999999,0.4706199999999998
11/1/2017,56.9,22.8,0.0,16.67366,3.0917
11/2/2017,37.3,9.4,-3.3,8.69128,1.12589
11/3/2017,36.0,17.8,-1.7,13.69516,2.07901
11/4/2017,34.8,20.6,-3.3,15.36312,1.12589
11/5/2017,34.8,11.1,-3.3,9.70397,1.12589
11/6/2017,34.8,3.3,-2.8,5.05751,1.42374
11/7/2017,34.8,0.0,-5.6,3.0917,-0.24421999999999988
11/8/2017,32.7,17.2,-5.0,13.337739999999998,0.11319999999999997
11/9/2017,32.8,6.1,-7.8,6.72547,-1.5547600000000004
11/10/2017,32.3,16.1,-7.2,12.68247,-1.19734
11/11/2017,31.5,15.0,-4.4,12.027199999999999,0.4706199999999998
11/12/2017,31.9,14.4,-3.3,11.66978,1.12589
11/13/2017,34.6,22.2,-2.8,16.31624,1.42374
11/14/2017,34.6,20.6,-6.7,15.36312,-0.8994900000000001
11/15/2017,34.3,11.7,-5.0,10.06139,0.11319999999999997
11/16/2017,34.6,-17.8,-17.8,-7.511760000000001,-7.511760000000001
11/17/2017,35.0,23.9,-4.4,17.32893,0.4706199999999998
11/18/2017,34.9,8.3,-3.9,8.036010000000001,0.7684699999999998
11/19/2017,34.7,17.2,-0.6,13.337739999999998,2.73428
11/20/2017,26.8,17.2,-0.6,13.337739999999998,2.73428
11/21/2017,22.4,8.3,-2.2,8.036010000000001,1.7811599999999999
11/22/2017,21.2,-17.8,-17.8,-7.511760000000001,-7.511760000000001
11/23/2017,20.0,21.1,1.1,15.66097,3.74697
11/24/2017,20.2,22.8,-1.7,16.67366,2.07901
11/25/2017,20.0,16.7,0.0,13.03989,3.0917
11/26/2017,20.0,21.1,7.2,15.66097,7.380739999999999
11/27/2017,19.7,26.1,0.6,18.639470000000003,3.4491199999999997
11/28/2017,20.6,8.3,-2.8,8.036010000000001,1.42374
11/29/2017,20.7,17.8,-6.1,13.69516,-0.5420699999999998
11/30/2017,21.2,15.0,-4.4,12.027199999999999,0.4706199999999998
12/1/2017,21.9,17.8,-3.3,13.69516,1.12589
12/2/2017,22.2,17.8,-3.3,13.69516,1.12589
12/3/2017,20.9,19.4,-1.7,14.648279999999998,2.07901
12/4/2017,20.0,5.6,-12.2,6.427619999999999,-4.175839999999999
12/5/2017,20.7,11.1,-10.6,9.70397,-3.2227200000000003
12/6/2017,24.2,3.3,-12.2,5.05751,-4.175839999999999
12/7/2017,28.5,2.8,0.6,4.75966,3.4491199999999997
12/8/2017,21.2,16.1,-10.0,12.68247,-2.8653
12/9/2017,20.5,14.4,-1.1,11.66978,2.4364299999999997
12/10/2017,24.4,16.7,2.2,13.03989,4.40224
12/11/2017,24.7,15.0,-4.4,12.027199999999999,0.4706199999999998
12/12/2017,23.4,20.6,0.0,15.36312,3.0917
12/13/2017,21.1,11.1,-2.8,9.70397,1.42374
12/14/2017,21.3,3.9,-6.1,5.41493,-0.5420699999999998
12/15/2017,23.8,16.1,-0.6,12.68247,2.73428
12/16/2017,21.9,10.0,-2.8,9.0487,1.42374
12/17/2017,22.2,4.4,-10.0,5.71278,-2.8653
12/18/2017,21.8,15.6,0.6,12.38462,3.4491199999999997
12/19/2017,20.9,11.7,-3.9,10.06139,0.7684699999999998
12/20/2017,21.1,19.4,-6.1,14.648279999999998,-0.5420699999999998
12/21/2017,21.8,-5.6,-13.9,-0.24421999999999988,-5.18853
12/22/2017,26.9,7.8,-13.9,7.738160000000001,-5.18853
12/23/2017,38.8,8.9,-22.2,8.39343,-10.13284
12/24/2017,49.0,-0.6,-18.3,2.73428,-7.809610000000001
12/25/2017,36.7,-2.2,-15.6,1.7811599999999999,-6.201220000000001
12/26/2017,48.4,-9.4,-18.3,-2.5078800000000006,-7.809610000000001
12/27/2017,50.2,13.3,-14.4,11.01451,-5.4863800000000005
12/28/2017,36.4,11.7,-2.8,10.06139,1.42374
12/29/2017,29.2,16.7,-7.2,13.03989,-1.19734
12/30/2017,23.1,16.7,-8.3,13.03989,-1.8526100000000008
12/31/2017,21.3,-2.2,-15.0,1.7811599999999999,-5.8438
1/1/2018,32.9,1.1,-13.9,3.74697,-5.18853
1/2/2018,27.3,8.3,-10.6,8.036010000000001,-3.2227200000000003
1/3/2018,30.6,13.3,-5.0,11.01451,0.11319999999999997
1/4/2018,23.0,11.1,-7.8,9.70397,-1.5547600000000004
1/5/2018,22.2,15.6,-1.7,12.38462,2.07901
1/6/2018,17.0,13.9,-2.8,11.371929999999999,1.42374
1/7/2018,14.7,13.9,-6.1,11.371929999999999,-0.5420699999999998
1/8/2018,13.7,13.9,-3.3,11.371929999999999,1.12589
1/9/2018,14.9,18.9,2.8,14.35043,4.75966
1/10/2018,13.6,15.6,-9.4,12.38462,-2.5078800000000006
1/11/2018,13.5,6.1,-8.3,6.72547,-1.8526100000000008
1/12/2018,18.4,9.4,-8.3,8.69128,-1.8526100000000008
1/13/2018,21.0,10.0,-7.2,9.0487,-1.19734
1/14/2018,21.0,15.0,-4.4,12.027199999999999,0.4706199999999998
1/15/2018,15.3,-17.8,-17.8,-7.511760000000001,-7.511760000000001
1/16/2018,20.4,3.9,-18.3,5.41493,-7.809610000000001
1/17/2018,16.7,11.1,-6.7,9.70397,-0.8994900000000001
1/18/2018,17.7,19.4,2.8,14.648279999999998,4.75966
1/19/2018,17.0,21.7,2.8,16.01839,4.75966
1/20/2018,15.2,15.6,-4.4,12.38462,0.4706199999999998
1/21/2018,22.5,-3.3,-11.1,1.12589,-3.5205699999999998
1/22/2018,19.2,6.7,-8.9,7.08289,-2.21003
1/23/2018,21.3,6.1,-11.1,6.72547,-3.5205699999999998
1/24/2018,21.9,13.9,-2.2,11.371929999999999,1.7811599999999999
1/25/2018,20.3,15.0,-3.3,12.027199999999999,1.12589
1/26/2018,21.2,5.0,-9.4,6.0702,-2.5078800000000006
1/27/2018,19.6,7.2,-2.2,7.380739999999999,1.7811599999999999
1/28/2018,17.5,11.1,-7.2,9.70397,-1.19734
1/29/2018,17.1,15.0,-7.2,12.027199999999999,-1.19734
1/30/2018,21.0,18.9,-5.6,14.35043,-0.24421999999999988
1/31/2018,23.1,8.9,-5.0,8.39343,0.11319999999999997
2/1/2018,17.0,0.6,-8.9,3.4491199999999997,-2.21003
2/2/2018,17.7,14.4,-6.7,11.66978,-0.8994900000000001
2/3/2018,14.9,15.0,-7.8,12.027199999999999,-1.5547600000000004
2/4/2018,15.3,10.6,-8.9,9.40612,-2.21003
2/5/2018,15.7,13.3,-5.6,11.01451,-0.24421999999999988
2/6/2018,15.3,8.3,-9.4,8.036010000000001,-2.5078800000000006
2/7/2018,14.9,15.0,-7.8,12.027199999999999,-1.5547600000000004
2/8/2018,14.0,16.7,-2.8,13.03989,1.42374
2/9/2018,17.8,16.7,-10.0,13.03989,-2.8653
2/10/2018,22.7,6.1,-18.9,6.72547,-8.16703
2/11/2018,28.6,5.6,-18.9,6.427619999999999,-8.16703
2/12/2018,22.8,-4.4,-11.1,0.4706199999999998,-3.5205699999999998
2/13/2018,23.2,16.1,-5.0,12.68247,0.11319999999999997
2/14/2018,18.8,17.2,2.8,13.337739999999998,4.75966
2/15/2018,17.7,8.9,-15.0,8.39343,-5.8438
2/16/2018,18.6,6.7,-15.0,7.08289,-5.8438
2/17/2018,17.8,12.8,-2.2,10.716660000000001,1.7811599999999999
2/18/2018,17.6,19.4,-10.0,14.648279999999998,-2.8653
2/19/2018,28.0,-9.4,-18.3,-2.5078800000000006,-7.809610000000001
2/20/2018,82.9,-7.8,-22.2,-1.5547600000000004,-10.13284
2/21/2018,33.7,-2.2,-20.0,1.7811599999999999,-8.8223
2/22/2018,28.4,-0.6,-16.1,2.73428,-6.4990700000000015
2/23/2018,23.6,0.6,-16.1,3.4491199999999997,-6.4990700000000015
2/24/2018,18.6,3.3,-10.6,5.05751,-3.2227200000000003
2/25/2018,20.2,5.6,-10.0,6.427619999999999,-2.8653
2/26/2018,20.7,11.1,-9.4,9.70397,-2.5078800000000006
2/27/2018,17.9,12.2,-8.9,10.35924,-2.21003
2/28/2018,17.7,9.4,-8.3,8.69128,-1.8526100000000008
3/1/2018,18.0,15.6,-5.6,12.38462,-0.24421999999999988
3/2/2018,17.6,19.4,0.6,14.648279999999998,3.4491199999999997
3/3/2018,17.6,21.7,-1.1,16.01839,2.4364299999999997
3/4/2018,17.6,18.3,-5.6,13.99301,-0.24421999999999988
3/5/2018,18.0,5.6,-9.4,6.427619999999999,-2.5078800000000006
3/6/2018,18.5,7.8,-12.8,7.738160000000001,-4.53326
3/7/2018,23.6,11.7,-4.4,10.06139,0.4706199999999998
3/8/2018,31.9,17.2,-2.2,13.337739999999998,1.7811599999999999
3/9/2018,34.8,18.3,3.9,13.99301,5.41493
3/10/2018,35.2,13.3,-10.0,11.01451,-2.8653
3/11/2018,33.5,9.4,-9.4,8.69128,-2.5078800000000006
3/12/2018,32.8,13.9,-7.2,11.371929999999999,-1.19734
3/13/2018,34.7,15.0,-5.6,12.027199999999999,-0.24421999999999988
3/14/2018,34.0,20.0,-2.2,15.0057,1.7811599999999999
3/15/2018,34.5,18.3,-1.1,13.99301,2.4364299999999997
3/16/2018,34.1,12.8,-4.4,10.716660000000001,0.4706199999999998
3/17/2018,34.5,17.8,-1.1,13.69516,2.4364299999999997
3/18/2018,35.8,11.1,-3.3,9.70397,1.12589
3/19/2018,37.2,5.6,-3.9,6.427619999999999,0.7684699999999998
3/20/2018,35.2,11.7,-3.9,10.06139,0.7684699999999998
3/21/2018,36.2,15.0,3.9,12.027199999999999,5.41493
3/22/2018,36.0,23.3,6.7,16.971510000000002,7.08289
3/23/2018,34.7,22.2,-1.1,16.31624,2.4364299999999997
3/24/2018,34.6,18.3,-1.7,13.99301,2.07901
3/25/2018,34.7,18.9,-4.4,14.35043,0.4706199999999998
3/26/2018,34.9,11.1,-2.2,9.70397,1.7811599999999999
3/27/2018,40.0,7.8,-2.8,7.738160000000001,1.42374
3/28/2018,43.0,11.1,-2.2,9.70397,1.7811599999999999
3/29/2018,59.6,9.4,-4.4,8.69128,0.4706199999999998
3/30/2018,45.5,16.7,-0.6,13.03989,2.73428
3/31/2018,36.1,15.0,-2.8,12.027199999999999,1.42374
4/1/2018,34.3,15.0,-2.8,12.027199999999999,1.42374
4/2/2018,32.0,23.3,1.1,16.971510000000002,3.74697
4/3/2018,33.1,10.0,-5.0,9.0487,0.11319999999999997
4/4/2018,34.2,17.2,-5.6,13.337739999999998,-0.24421999999999988
4/5/2018,34.8,18.9,2.2,14.35043,4.40224
4/6/2018,34.9,6.1,-3.9,6.72547,0.7684699999999998
4/7/2018,34.9,13.3,-3.9,11.01451,0.7684699999999998
4/8/2018,34.9,17.2,-1.1,13.337739999999998,2.4364299999999997
4/9/2018,35.2,12.8,0.0,10.716660000000001,3.0917
4/10/2018,34.6,20.6,5.6,15.36312,6.427619999999999
4/11/2018,66.4,26.1,3.9,18.639470000000003,5.41493
4/12/2018,45.2,24.4,0.0,17.62678,3.0917
4/13/2018,22.7,24.4,-4.4,17.62678,0.4706199999999998
4/14/2018,22.2,13.3,-3.3,11.01451,1.12589
4/15/2018,22.2,17.2,0.6,13.337739999999998,3.4491199999999997
4/16/2018,22.1,21.7,1.1,16.01839,3.74697
4/17/2018,33.3,21.1,-2.2,15.66097,1.7811599999999999
4/18/2018,25.6,13.9,-2.2,11.371929999999999,1.7811599999999999
4/19/2018,21.1,18.3,0.0,13.99301,3.0917
4/20/2018,23.2,12.8,0.0,10.716660000000001,3.0917
4/21/2018,23.4,5.0,-1.1,6.0702,2.4364299999999997
4/22/2018,21.4,17.2,2.8,13.337739999999998,4.75966
4/23/2018,20.6,22.2,0.6,16.31624,3.4491199999999997
4/24/2018,22.0,1.7,-3.3,4.10439,1.12589
4/25/2018,20.7,20.0,-1.1,15.0057,2.4364299999999997
4/26/2018,18.1,13.9,2.8,11.371929999999999,4.75966
4/27/2018,17.7,22.2,5.6,16.31624,6.427619999999999
4/28/2018,18.5,24.4,7.8,17.62678,7.738160000000001
4/29/2018,19.0,25.6,7.8,18.341620000000002,7.738160000000001
4/30/2018,27.5,23.9,7.2,17.32893,7.380739999999999
5/1/2018,32.8,18.9,5.6,14.35043,6.427619999999999
5/2/2018,34.2,28.3,2.8,19.95001,4.75966
5/3/2018,43.2,10.0,0.6,9.0487,3.4491199999999997
5/4/2018,42.8,21.1,6.7,15.66097,7.08289
5/5/2018,33.1,22.8,6.1,16.67366,6.72547
5/6/2018,30.6,25.6,7.8,18.341620000000002,7.738160000000001
5/7/2018,30.9,27.8,7.2,19.65216,7.380739999999999
5/8/2018,30.5,24.4,8.3,17.62678,8.036010000000001
5/9/2018,36.4,23.9,9.4,17.32893,8.69128
5/10/2018,33.2,31.1,6.7,21.61797,7.08289
5/11/2018,32.9,23.9,10.6,17.32893,9.40612
5/12/2018,33.5,16.1,10.6,12.68247,9.40612
5/13/2018,34.1,14.4,9.4,11.66978,8.69128
5/14/2018,34.2,18.9,6.1,14.35043,6.72547
5/15/2018,61.2,23.9,10.0,17.32893,9.0487
5/16/2018,72.1,27.2,7.8,19.29474,7.738160000000001
5/17/2018,71.4,31.1,10.0,21.61797,9.0487
5/18/2018,70.4,19.4,8.9,14.648279999999998,8.39343
5/19/2018,64.9,9.4,6.1,8.69128,6.72547
5/20/2018,62.4,12.8,6.1,10.716660000000001,6.72547
5/21/2018,73.5,25.0,8.9,17.9842,8.39343
5/22/2018,61.6,26.7,9.4,18.99689,8.69128
5/23/2018,61.9,28.3,11.7,19.95001,10.06139
5/24/2018,74.0,28.3,11.1,19.95001,9.70397
5/25/2018,74.5,31.7,12.2,21.97539,10.35924
5/26/2018,73.8,32.8,13.3,22.63066,11.01451
5/27/2018,72.8,27.8,12.2,19.65216,10.35924
5/28/2018,76.5,20.0,11.7,15.0057,10.06139
5/29/2018,119.0,23.3,7.2,16.971510000000002,7.380739999999999
5/30/2018,97.8,27.2,12.8,19.29474,10.716660000000001
5/31/2018,113.0,32.8,7.2,22.63066,7.380739999999999
6/1/2018,87.2,32.2,7.2,22.27324,7.380739999999999
6/2/2018,68.2,26.7,6.1,18.99689,6.72547
6/3/2018,64.9,23.3,10.0,16.971510000000002,9.0487
6/4/2018,69.2,32.2,15.0,22.27324,12.027199999999999
6/5/2018,64.8,33.3,13.9,22.92851,11.371929999999999
6/6/2018,64.9,31.1,11.7,21.61797,10.06139
6/7/2018,66.1,32.8,16.1,22.63066,12.68247
6/8/2018,66.7,35.0,13.9,23.9412,11.371929999999999
6/9/2018,66.4,33.9,11.7,23.28593,10.06139
6/10/2018,65.7,36.1,9.4,24.59647,8.69128
6/11/2018,65.7,28.3,8.9,19.95001,8.39343
6/12/2018,65.5,29.4,14.4,20.60528,11.66978
6/13/2018,65.1,-17.8,-17.8,-7.511760000000001,-7.511760000000001
6/14/2018,64.3,33.9,17.8,23.28593,13.69516
6/15/2018,63.0,33.3,15.6,22.92851,12.38462
6/16/2018,62.2,29.4,12.2,20.60528,10.35924
6/17/2018,64.4,21.7,13.3,16.01839,11.01451
6/18/2018,65.1,25.0,12.8,17.9842,10.716660000000001
6/19/2018,65.9,26.1,8.9,18.639470000000003,8.39343
6/20/2018,69.0,24.4,10.6,17.62678,9.40612
6/21/2018,79.6,28.9,12.2,20.30743,10.35924
6/22/2018,74.3,31.1,11.7,21.61797,10.06139
6/23/2018,64.9,31.1,11.7,21.61797,10.06139
6/24/2018,64.7,21.1,10.0,15.66097,9.0487
6/25/2018,64.1,28.9,10.6,20.30743,9.40612
6/26/2018,62.8,34.4,17.8,23.583779999999997,13.69516
6/27/2018,64.0,37.8,12.2,25.60916,10.35924
6/28/2018,65.3,39.4,17.8,26.562279999999998,13.69516
6/29/2018,61.0,35.0,12.8,23.9412,10.716660000000001
6/30/2018,62.7,22.8,9.4,16.67366,8.69128
7/1/2018,64.8,31.1,12.8,21.61797,10.716660000000001
7/2/2018,64.9,33.3,15.0,22.92851,12.027199999999999
7/3/2018,64.9,34.4,11.7,23.583779999999997,10.06139
7/4/2018,64.6,32.8,15.6,22.63066,12.38462
7/5/2018,65.5,28.9,13.9,20.30743,11.371929999999999
7/6/2018,68.3,31.1,16.1,21.61797,12.68247
7/7/2018,65.0,35.0,18.3,23.9412,13.99301
7/8/2018,64.9,34.4,18.3,23.583779999999997,13.99301
7/9/2018,64.0,33.3,16.7,22.92851,13.03989
7/10/2018,76.0,35.6,15.0,24.29862,12.027199999999999
7/11/2018,71.1,33.3,15.0,22.92851,12.027199999999999
7/12/2018,65.7,29.4,15.6,20.60528,12.38462
7/13/2018,66.4,30.6,18.3,21.32012,13.99301
7/14/2018,66.1,34.4,18.9,23.583779999999997,14.35043
7/15/2018,65.8,22.8,12.2,16.67366,10.35924
7/16/2018,68.0,30.6,13.9,21.32012,11.371929999999999
7/17/2018,65.4,28.9,17.2,20.30743,13.337739999999998
7/18/2018,63.7,35.0,17.2,23.9412,13.337739999999998
7/19/2018,66.1,36.1,17.8,24.59647,13.69516
7/20/2018,67.7,35.0,20.0,23.9412,15.0057
7/21/2018,67.5,33.9,17.2,23.28593,13.337739999999998
7/22/2018,66.2,33.9,16.1,23.28593,12.68247
7/23/2018,69.3,25.6,13.9,18.341620000000002,11.371929999999999
7/24/2018,70.0,30.6,15.0,21.32012,12.027199999999999
7/25/2018,69.4,27.2,15.0,19.29474,12.027199999999999
7/26/2018,64.2,26.7,14.4,18.99689,11.66978
7/27/2018,61.6,29.4,11.1,20.60528,9.70397
7/28/2018,63.3,26.1,10.6,18.639470000000003,9.40612
7/29/2018,63.7,24.4,12.8,17.62678,10.716660000000001
7/30/2018,66.1,24.4,9.4,17.62678,8.69128
7/31/2018,64.8,28.9,11.7,20.30743,10.06139
8/1/2018,64.9,25.6,12.8,18.341620000000002,10.716660000000001
8/2/2018,65.1,32.2,18.9,22.27324,14.35043
8/3/2018,66.7,27.8,16.7,19.65216,13.03989
8/4/2018,67.0,32.8,17.2,22.63066,13.337739999999998
8/5/2018,67.3,28.9,15.0,20.30743,12.027199999999999
8/6/2018,67.3,26.1,13.9,18.639470000000003,11.371929999999999
8/7/2018,67.5,29.4,12.8,20.60528,10.716660000000001
8/8/2018,67.5,27.8,13.3,19.65216,11.01451
8/9/2018,66.6,30.0,15.6,20.962699999999998,12.38462
8/10/2018,65.4,31.1,15.6,21.61797,12.38462
8/11/2018,64.9,32.2,14.4,22.27324,11.66978
8/12/2018,64.8,32.2,11.7,22.27324,10.06139
8/13/2018,64.9,30.0,13.9,20.962699999999998,11.371929999999999
8/14/2018,65.7,28.3,15.0,19.95001,12.027199999999999
8/15/2018,66.6,30.6,14.4,21.32012,11.66978
8/16/2018,67.1,28.3,15.0,19.95001,12.027199999999999
8/17/2018,67.4,29.4,15.0,20.60528,12.027199999999999
8/18/2018,66.6,25.6,11.7,18.341620000000002,10.06139
8/19/2018,65.1,23.3,9.4,16.971510000000002,8.69128
8/20/2018,64.9,26.1,10.0,18.639470000000003,9.0487
8/21/2018,65.4,27.2,11.7,19.29474,10.06139
8/22/2018,67.8,24.4,13.3,17.62678,11.01451
8/23/2018,65.2,31.7,15.6,21.97539,12.38462
8/24/2018,64.9,31.1,16.1,21.61797,12.68247
8/25/2018,65.9,31.7,16.1,21.97539,12.68247
8/26/2018,66.3,31.1,16.1,21.61797,12.68247
8/27/2018,65.0,33.9,10.0,23.28593,9.0487
8/28/2018,64.9,23.3,7.8,16.971510000000002,7.738160000000001
8/29/2018,65.8,31.1,9.4,21.61797,8.69128
8/30/2018,63.6,32.8,17.2,22.63066,13.337739999999998
8/31/2018,62.5,31.1,14.4,21.61797,11.66978
9/1/2018,63.8,27.8,10.0,19.65216,9.0487
9/2/2018,63.4,26.1,11.1,18.639470000000003,9.70397
9/3/2018,64.2,26.1,14.4,18.639470000000003,11.66978
