SAMPLE_NUMBER,SAMPLED_DATE,SAMPLE_NAME,SAMPLING_POINT_DESCRIPTION,SITE,FACILITY,ANALYTE,FORMATTED_ENTRY,UNITS,DEPTH,Target,Date,Time
273683,9/9/2014 11:00,RS-MR-01-4,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,1,ng/L,4,RES_SAM,9/9/2014,11:00:00
274000,9/16/2014 11:01,RS-MR-01-1,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,3,ng/L,1,RES_SAM,9/16/2014,11:01:00
274002,9/16/2014 11:02,RS-MR-01-4,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,31,ng/L,4,RES_SAM,9/16/2014,11:02:00
274208,9/18/2014 14:20,RS-MR-01-1,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,21,ng/L,1,RES_SAM,9/18/2014,14:20:00
274210,9/18/2014 14:25,RS-MR-01-4,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,4,ng/L,4,RES_SAM,9/18/2014,14:25:00
274415,9/23/2014 13:30,RS-MR-01-4,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,18,ng/L,4,RES_SAM,9/23/2014,13:30:00
275749,10/6/2014 9:15,RS-MR-01-1,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,34,ng/L,1,RES_SAM,10/6/2014,9:15:00
275751,10/6/2014 9:17,RS-MR-01-4,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,37,ng/L,4,RES_SAM,10/6/2014,9:17:00
276186,10/13/2014 14:42,RS-MR-01-1,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,23,ng/L,1,RES_SAM,10/13/2014,14:42:00
276188,10/13/2014 14:45,RS-MR-01-4,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,26,ng/L,4,RES_SAM,10/13/2014,14:45:00
276668,10/20/2014 15:30,RS-MR-01-1,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,15,ng/L,1,RES_SAM,10/20/2014,15:30:00
276670,10/20/2014 15:35,RS-MR-01-3,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,15,ng/L,3,RES_SAM,10/20/2014,15:35:00
278013,11/4/2014 11:05,RS-MR-01-1,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,8,ng/L,1,RES_SAM,11/4/2014,11:05:00
309517,7/28/2015 11:40,RS-MR-01-5,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,15,ng/L,5,RES_SAM,7/28/2015,11:40:00
312994,8/11/2015 10:05,RS-MR-01-5,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,27,ng/L,5,RES_SAM,8/11/2015,10:05:00
316872,9/8/2015 10:55,RS-MR-01-12,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,5.18,ng/L,12,RES_SAM,9/8/2015,10:55:00
316869,9/8/2015 11:50,RS-MR-01-7,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,23.61,ng/L,7,RES_SAM,9/8/2015,11:50:00
318730,9/28/2015 13:05,RS-MR-01-3,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,41.25,ng/L,3,RES_SAM,9/28/2015,13:05:00
318732,9/28/2015 13:10,RS-MR-01-7,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,12.25,ng/L,7,RES_SAM,9/28/2015,13:10:00
318734,9/28/2015 13:15,RS-MR-01-12,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,14.45,ng/L,12,RES_SAM,9/28/2015,13:15:00
322603,10/5/2015 11:20,RS-MR-01-3,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,18,ng/L,3,RES_SAM,10/5/2015,11:20:00
322606,10/5/2015 11:23,RS-MR-01-7,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,18,ng/L,7,RES_SAM,10/5/2015,11:23:00
322608,10/5/2015 11:25,RS-MR-01-12,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,11,ng/L,12,RES_SAM,10/5/2015,11:25:00
323089,10/12/2015 13:40,RS-MR-01-3,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,7,ng/L,3,RES_SAM,10/12/2015,13:40:00
323093,10/12/2015 13:45,RS-MR-01-5,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,7,ng/L,5,RES_SAM,10/12/2015,13:45:00
323096,10/12/2015 13:50,RS-MR-01-15,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,14,ng/L,15,RES_SAM,10/12/2015,13:50:00
323628,10/20/2015 9:56,RS-MR-01-3,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,3,ng/L,3,RES_SAM,10/20/2015,9:56:00
323631,10/20/2015 9:58,RS-MR-01-5,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,3,ng/L,5,RES_SAM,10/20/2015,9:58:00
323635,10/20/2015 10:00,RS-MR-01-15,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,5,ng/L,15,RES_SAM,10/20/2015,10:00:00
324105,10/26/2015 11:35,RS-MR-01-1,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,3,ng/L,1,RES_SAM,10/26/2015,11:35:00
324108,10/26/2015 11:45,RS-MR-01-5,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,4,ng/L,5,RES_SAM,10/26/2015,11:45:00
326813,11/3/2015 10:45,RS-MR-01-1,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,5,ng/L,1,RES_SAM,11/3/2015,10:45:00
326816,11/3/2015 10:50,RS-MR-01-5,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,1,ng/L,5,RES_SAM,11/3/2015,10:50:00
360329,7/13/2016 8:45,RS-MR-01-1,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,13,ng/L,1,RES_SAM,7/13/2016,8:45:00
360827,7/19/2016 14:10,RS-MR-01-1,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,15,ng/L,1,RES_SAM,7/19/2016,14:10:00
360835,7/19/2016 14:20,RS-MR-01-7,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,40,ng/L,7,RES_SAM,7/19/2016,14:20:00
360842,7/19/2016 14:30,RS-MR-01-11,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,2,ng/L,11,RES_SAM,7/19/2016,14:30:00
360849,7/19/2016 14:40,RS-MR-01-14,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,2,ng/L,14,RES_SAM,7/19/2016,14:40:00
361398,7/26/2016 8:30,RS-MR-01-7,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,16,ng/L,7,RES_SAM,7/26/2016,8:30:00
361405,7/26/2016 8:35,RS-MR-01-11,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,2,ng/L,11,RES_SAM,7/26/2016,8:35:00
361412,7/26/2016 8:40,RS-MR-01-14,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,3,ng/L,14,RES_SAM,7/26/2016,8:40:00
361807,8/2/2016 9:42,RS-MR-01-1,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,10,ng/L,1,RES_SAM,8/2/2016,9:42:00
361815,8/2/2016 9:48,RS-MR-01-7,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,10,ng/L,7,RES_SAM,8/2/2016,9:48:00
361822,8/2/2016 9:54,RS-MR-01-11,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,8,ng/L,11,RES_SAM,8/2/2016,9:54:00
361829,8/2/2016 10:00,RS-MR-01-14,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,8,ng/L,14,RES_SAM,8/2/2016,10:00:00
364765,8/10/2016 10:45,RS-MR-01-1,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,3,ng/L,1,RES_SAM,8/10/2016,10:45:00
364773,8/10/2016 10:55,RS-MR-01-7,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,5,ng/L,7,RES_SAM,8/10/2016,10:55:00
364780,8/10/2016 11:00,RS-MR-01-11,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,11,ng/L,11,RES_SAM,8/10/2016,11:00:00
364787,8/10/2016 11:05,RS-MR-01-14,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,6,ng/L,14,RES_SAM,8/10/2016,11:05:00
365505,8/15/2016 9:50,RS-MR-01-1,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,2,ng/L,1,RES_SAM,8/15/2016,9:50:00
365513,8/15/2016 10:05,RS-MR-01-7,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,3,ng/L,7,RES_SAM,8/15/2016,10:05:00
365520,8/15/2016 10:10,RS-MR-01-11,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,8,ng/L,11,RES_SAM,8/15/2016,10:10:00
365527,8/15/2016 10:17,RS-MR-01-14,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,8,ng/L,14,RES_SAM,8/15/2016,10:17:00
366462,8/24/2016 11:15,RS-MR-01-1,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,2,ng/L,1,RES_SAM,8/24/2016,11:15:00
366470,8/24/2016 11:20,RS-MR-01-7,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,2,ng/L,7,RES_SAM,8/24/2016,11:20:00
366477,8/24/2016 11:25,RS-MR-01-11,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,4,ng/L,11,RES_SAM,8/24/2016,11:25:00
366484,8/24/2016 11:30,RS-MR-01-14,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,4,ng/L,14,RES_SAM,8/24/2016,11:30:00
367411,8/30/2016 10:00,RS-MR-01-7,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,2,ng/L,7,RES_SAM,8/30/2016,10:00:00
367419,8/30/2016 10:05,RS-MR-01-11,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,2,ng/L,11,RES_SAM,8/30/2016,10:05:00
367427,8/30/2016 10:10,RS-MR-01-14,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,2,ng/L,14,RES_SAM,8/30/2016,10:10:00
371049,9/6/2016 9:05,RS-MR-01-1,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,7,ng/L,1,RES_SAM,9/6/2016,9:05:00
371057,9/6/2016 9:10,RS-MR-01-7,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,4,ng/L,7,RES_SAM,9/6/2016,9:10:00
371064,9/6/2016 9:15,RS-MR-01-11,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,1,ng/L,11,RES_SAM,9/6/2016,9:15:00
371071,9/6/2016 9:20,RS-MR-01-14,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,1,ng/L,14,RES_SAM,9/6/2016,9:20:00
372049,9/12/2016 11:40,RS-MR-01-1,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,14,ng/L,1,RES_SAM,9/12/2016,11:40:00
372064,9/12/2016 11:50,RS-MR-01-11,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,2,ng/L,11,RES_SAM,9/12/2016,11:50:00
372071,9/12/2016 11:55,RS-MR-01-14,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,2,ng/L,14,RES_SAM,9/12/2016,11:55:00
373317,9/21/2016 8:35,RS-MR-01-7,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,15,ng/L,7,RES_SAM,9/21/2016,8:35:00
373324,9/21/2016 8:40,RS-MR-01-11,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,4,ng/L,11,RES_SAM,9/21/2016,8:40:00
373331,9/21/2016 8:45,RS-MR-01-14,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,3,ng/L,14,RES_SAM,9/21/2016,8:45:00
373953,9/26/2016 14:00,RS-MR-01-1,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,31,ng/L,1,RES_SAM,9/26/2016,14:00:00
373962,9/26/2016 14:05,RS-MR-01-7,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,25,ng/L,7,RES_SAM,9/26/2016,14:05:00
373970,9/26/2016 14:15,RS-MR-01-11,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,8,ng/L,11,RES_SAM,9/26/2016,14:15:00
373977,9/26/2016 14:20,RS-MR-01-14,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,7,ng/L,14,RES_SAM,9/26/2016,14:20:00
422542,6/5/2017 14:30,RS-MR-01-1,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,1,ng/L,1,RES_SAM,6/5/2017,14:30:00
422551,6/5/2017 14:35,RS-MR-01-4,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,2,ng/L,4,RES_SAM,6/5/2017,14:35:00
422558,6/5/2017 14:40,RS-MR-01-8,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,2,ng/L,8,RES_SAM,6/5/2017,14:40:00
422565,6/5/2017 14:45,RS-MR-01-16,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,3,ng/L,16,RES_SAM,6/5/2017,14:45:00
423380,6/19/2017 1:50,RS-MR-01-1,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,2,ng/L,1,RES_SAM,6/19/2017,1:50:00
423394,6/19/2017 2:00,RS-MR-01-8,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,2,ng/L,8,RES_SAM,6/19/2017,2:00:00
423401,6/19/2017 2:10,RS-MR-01-16,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,2,ng/L,16,RES_SAM,6/19/2017,2:10:00
429257,7/11/2017 13:45,RS-MR-01-A-1,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,1,ng/L,1,RES_SAM,7/11/2017,13:45:00
429260,7/11/2017 13:50,RS-MR-01-A-4,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,1,ng/L,4,RES_SAM,7/11/2017,13:50:00
429263,7/11/2017 13:55,RS-MR-01-A-7,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,3,ng/L,7,RES_SAM,7/11/2017,13:55:00
429266,7/11/2017 14:00,RS-MR-01-A-10,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,2,ng/L,10,RES_SAM,7/11/2017,14:00:00
429699,7/17/2017 13:30,RS-MR-01-1,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,4,ng/L,1,RES_SAM,7/17/2017,13:30:00
429708,7/17/2017 13:35,RS-MR-01-4,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,5,ng/L,4,RES_SAM,7/17/2017,13:35:00
429715,7/17/2017 13:40,RS-MR-01-7,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,6,ng/L,7,RES_SAM,7/17/2017,13:40:00
429723,7/17/2017 13:45,RS-MR-01-16,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,3,ng/L,16,RES_SAM,7/17/2017,13:45:00
430829,7/31/2017 10:45,RS-MR-01-1,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,5,ng/L,1,RES_SAM,7/31/2017,10:45:00
430837,7/31/2017 10:50,RS-MR-01-4,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,5,ng/L,4,RES_SAM,7/31/2017,10:50:00
430844,7/31/2017 10:55,RS-MR-01-8,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,5,ng/L,8,RES_SAM,7/31/2017,10:55:00
430851,7/31/2017 11:00,RS-MR-01-16,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,3,ng/L,16,RES_SAM,7/31/2017,11:00:00
434367,8/14/2017 13:35,RS-MR-01-1,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,4.48,ng/L,1,RES_SAM,8/14/2017,13:35:00
434374,8/14/2017 13:40,RS-MR-01-4,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,11.57,ng/L,4,RES_SAM,8/14/2017,13:40:00
434381,8/14/2017 13:45,RS-MR-01-8,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,4.87,ng/L,8,RES_SAM,8/14/2017,13:45:00
434388,8/14/2017 13:50,RS-MR-01-16,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,1.41,ng/L,16,RES_SAM,8/14/2017,13:50:00
440617,9/18/2017 14:20,RS-MR-01-A-8,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,1,ng/L,8,RES_SAM,9/18/2017,14:20:00
441483,9/22/2017 11:30,RS-MR-01-A-4,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,2,ng/L,4,RES_SAM,9/22/2017,11:30:00
441486,9/22/2017 11:32,RS-MR-01-A-8,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,1,ng/L,8,RES_SAM,9/22/2017,11:32:00
448348,10/25/2017 8:35,RS-MR-01-A-4,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,2,ng/L,4,RES_SAM,10/25/2017,8:35:00
448353,10/25/2017 8:45,RS-MR-01-A-12,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,2,ng/L,12,RES_SAM,10/25/2017,8:45:00
473512,3/29/2018 15:25,RS-MR-01-A-1,Immediately south of Marston intake tower,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,2,ng/L,1,RES_SAM,3/29/2018,15:25:00
473863,3/29/2018 15:30,RS-MR-01-A-8,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,2,ng/L,8,RES_SAM,3/29/2018,15:30:00
489459,6/13/2018 14:40,RS-MR-01-1,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,1,ng/L,1,RES_SAM,6/13/2018,14:40:00
489469,6/13/2018 15:04,RS-MR-01-8,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,2,ng/L,8,RES_SAM,6/13/2018,15:04:00
489476,6/13/2018 15:17,RS-MR-01-16,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,2,ng/L,16,RES_SAM,6/13/2018,15:17:00
492793,6/27/2018 14:25,RS-MR-01-8,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,1,ng/L,8,RES_SAM,6/27/2018,14:25:00
497734,7/25/2018 14:40,RS-MR-01-17,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,6,ng/L,17,RES_SAM,7/25/2018,14:40:00
498886,7/31/2018 14:40,RS-MR-01-1,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,38,ng/L,1,RES_SAM,7/31/2018,14:40:00
498898,7/31/2018 14:55,RS-MR-01-8,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,37,ng/L,8,RES_SAM,7/31/2018,14:55:00
498904,7/31/2018 15:10,RS-MR-01-16,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,4,ng/L,16,RES_SAM,7/31/2018,15:10:00
502032,8/8/2018 14:25,RS-MR-01-1,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,13,ng/L,1,RES_SAM,8/8/2018,14:25:00
502039,8/8/2018 14:35,RS-MR-01-8,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,12,ng/L,8,RES_SAM,8/8/2018,14:35:00
502042,8/8/2018 14:40,RS-MR-01-17,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,3,ng/L,17,RES_SAM,8/8/2018,14:40:00
502050,8/15/2018 14:25,RS-MR-01-1,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,13,ng/L,1,RES_SAM,8/15/2018,14:25:00
502062,8/15/2018 14:45,RS-MR-01-8,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,7,ng/L,8,RES_SAM,8/15/2018,14:45:00
502074,8/15/2018 14:55,RS-MR-01-17,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,2,ng/L,17,RES_SAM,8/15/2018,14:55:00
502996,8/22/2018 14:45,RS-MR-01-1,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,10,ng/L,1,RES_SAM,8/22/2018,14:45:00
503000,8/22/2018 14:50,RS-MR-01-8,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,9,ng/L,8,RES_SAM,8/22/2018,14:50:00
503002,8/22/2018 15:00,RS-MR-01-17,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,1,ng/L,17,RES_SAM,8/22/2018,15:00:00
503006,8/29/2018 14:38,RS-MR-01-1,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,15,ng/L,1,RES_SAM,8/29/2018,14:38:00
503011,8/29/2018 14:50,RS-MR-01-8,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,10,ng/L,8,RES_SAM,8/29/2018,14:50:00
503013,8/29/2018 15:00,RS-MR-01-18,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,7,ng/L,18,RES_SAM,8/29/2018,15:00:00
507619,9/5/2018 9:12,RS-MR-01-1,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,23,ng/L,1,RES_SAM,9/5/2018,9:12:00
507623,9/5/2018 9:20,RS-MR-01-9,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,16,ng/L,9,RES_SAM,9/5/2018,9:20:00
507626,9/5/2018 9:40,RS-MR-01-18,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,4,ng/L,18,RES_SAM,9/5/2018,9:40:00
508876,9/12/2018 9:20,RS-MR-01-A-14,Marston Tower,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,18,ng/L,14,RES_SAM,9/12/2018,9:20:00
508879,9/12/2018 9:22,RS-MR-01-A-4,Marston Tower,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,29,ng/L,4,RES_SAM,9/12/2018,9:22:00
508883,9/12/2018 9:24,RS-MR-01-A-8,Marston Tower,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,27,ng/L,8,RES_SAM,9/12/2018,9:24:00
509287,9/19/2018 13:55,RS-MR-01-A-1,Tower,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,18,ng/L,1,RES_SAM,9/19/2018,13:55:00
509295,9/19/2018 14:20,RS-MR-01-A-6,Tower,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,25,ng/L,6,RES_SAM,9/19/2018,14:20:00
509303,9/19/2018 14:30,RS-MR-01-A-12,Tower,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,3,ng/L,12,RES_SAM,9/19/2018,14:30:00
509671,9/25/2018 8:27,RS-MR-01-A-1,Tower,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,12,ng/L,1,RES_SAM,9/25/2018,8:27:00
509675,9/25/2018 8:34,RS-MR-01-A-6,Tower,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,12,ng/L,6,RES_SAM,9/25/2018,8:34:00
509677,9/25/2018 8:45,RS-MR-01-A-12,Tower,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,11,ng/L,12,RES_SAM,9/25/2018,8:45:00
514169,10/9/2018 10:10,RS-MR-01-1,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,6,ng/L,1,RES_SAM,10/9/2018,10:10:00
514172,10/9/2018 10:15,RS-MR-01-9,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,6,ng/L,9,RES_SAM,10/9/2018,10:15:00
514174,10/9/2018 10:25,RS-MR-01-18,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,5,ng/L,18,RES_SAM,10/9/2018,10:25:00
515652,10/17/2018 14:40,RS-MR-01-1,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,4,ng/L,1,RES_SAM,10/17/2018,14:40:00
515663,10/17/2018 14:55,RS-MR-01-9,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,6,ng/L,9,RES_SAM,10/17/2018,14:55:00
515670,10/17/2018 15:00,RS-MR-01-18,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,4,ng/L,18,RES_SAM,10/17/2018,15:00:00
517995,10/23/2018 13:37,RS-MR-01-1,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,6,ng/L,1,RES_SAM,10/23/2018,13:37:00
517999,10/23/2018 13:43,RS-MR-01-9,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,4,ng/L,9,RES_SAM,10/23/2018,13:43:00
518001,10/23/2018 13:53,RS-MR-01-18,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,4,ng/L,18,RES_SAM,10/23/2018,13:53:00
518707,10/30/2018 9:15,RS-MR-01-1,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,3,ng/L,1,RES_SAM,10/30/2018,9:15:00
