Date ,Conduit 20 Diversion (cfs),Conduit 20 from River (cfs),Conduit 20 to Marston Total (No Chatfield water) ,Conduit 20 (flow from Chatfield) ,Conduit 20 Total with Chatfield flow (AF),"Temp, H","Temp, L"
4/23/2020,51.6,15.2,66.8,0,66.8,63,42
4/24/2020,52.98,15.2,68.18,0,68.18,66,40
4/25/2020,52.63,15.2,67.83,0,67.83,56,41
4/26/2020,52.27,15.2,67.47,0,67.47,63,45
4/27/2020,52.37,15.2,67.57,0,67.57,71,42
4/28/2020,50.86,15.2,66.06,0,66.06,66,49
4/29/2020,51,15.2,66.2,0,66.2,71,37
4/30/2020,52.1,15.2,67.3,0,67.3,72,48
5/1/2020,51.65,15.2,66.85,0,66.85,82,47
5/2/2020,52.02,15.2,67.22,0,67.22,82,51
5/3/2020,98.39,15.28,113.67,0,113.67,65,50
5/4/2020,99.93,15.2,115.13,0,115.13,73,48
5/5/2020,54.79,15.2,69.99,0,69.99,67,36
5/6/2020,55.16,15.2,70.36,0,70.36,68,38
5/7/2020,54.87,15.2,70.07,0,70.07,72,43
5/8/2020,53.63,15.2,68.83,0,68.83,71,36
5/9/2020,53.08,15.2,68.28,0,68.28,62,39
5/10/2020,54.89,15.2,70.09,0,70.09,61,37
5/11/2020,54.66,15.2,69.86,0,69.86,67,36
5/12/2020,55.26,15.2,70.46,0,70.46,55,36
5/13/2020,52.94,15.2,68.14,0,68.14,67,36
5/14/2020,62.35,0,62.35,0,62.35,77,52
5/15/2020,55.93,0,55.93,0,55.93,76,54
5/16/2020,55.96,0,55.96,0,55.96,70,48
5/17/2020,55.97,0,55.97,0,55.97,69,45
5/18/2020,55.95,0,55.95,0,55.95,73,51
5/19/2020,56.01,0,56.01,0,56.01,87,53
5/20/2020,55.96,0,55.96,0,55.96,90,58
5/21/2020,56.02,0,56.02,0,56.02,85,46
5/22/2020,56,0,56,0,56,74,46
5/23/2020,56,0,56,0,56,82,48
5/24/2020,56.03,0,56.03,0,56.03,82,48
5/25/2020,134.92,0,134.92,0,134.92,57,38
5/26/2020,72.13,0,72.13,0,72.13,63,38
5/27/2020,56.32,0,56.32,0,56.32,74,49
5/28/2020,56.32,0,56.32,0,56.32,78,56
5/29/2020,56.3,0,56.3,0,56.3,79,55
5/30/2020,56.3,0,56.3,0,56.3,85,55
5/31/2020,56.3,0,56.3,0,56.3,82,58
6/1/2020,35.66,0,35.66,0,35.66,84,58
6/2/2020,30.53,0,30.53,0,30.53,89,63
6/3/2020,26.27,0,26.27,0,26.27,86,56
6/4/2020,42.01,0,42.01,0,42.01,88,56
6/5/2020,42.28,0,42.28,0,42.28,87,59
6/6/2020,42.37,0,42.37,0,42.37,89,57
6/7/2020,42.45,0,42.45,0,42.45,88,54
6/8/2020,42.52,0,42.52,0,42.52,88,48
6/9/2020,103.52,0,103.52,0,103.52,81,42
6/10/2020,112.88,0,112.88,0,112.88,88.5,46
6/11/2020,112.91,0,112.91,0,112.91,96,46
6/12/2020,49.97,0,49.97,0,49.97,80,43
6/13/2020,41.9,0,41.9,0,41.9,88,43
6/14/2020,41.89,0,41.89,0,41.89,88,61
6/15/2020,41.86,0,41.86,0,41.86,90,57
6/16/2020,41.86,0,41.86,0,41.86,91,61
6/17/2020,41.74,0,41.74,0,41.74,91,57
6/18/2020,41.74,0,41.74,0,41.74,93,52
6/19/2020,98.87,0,98.87,0,98.87,67,53
6/20/2020,178.38,0,178.38,0,178.38,67,46
6/21/2020,95.06,0,95.06,0,95.06,84,52
6/22/2020,85.56,0,85.56,0,85.56,80,57
6/23/2020,53.46,0,53.46,0,53.46,81,56
6/24/2020,45.67,0,45.67,0,45.67,84,56
6/25/2020,4.56,0,4.56,0,4.56,89,59
6/26/2020,66.79,0,66.79,0,66.79,88,58
6/27/2020,79.3,0,79.3,0,79.3,79,55
6/28/2020,79.62,0,79.62,0,79.62,88,60
6/29/2020,79.6,0,79.6,0,79.6,88,58
6/30/2020,32.58,0,32.58,0,32.58,89,58
7/1/2020,21.89,0,21.89,0,21.89,81,50
7/2/2020,21.84,0,21.84,0,21.84,86,59
7/3/2020,21.86,0,21.86,0,21.86,93,61
7/4/2020,21.87,0,21.87,0,21.87,86,55
7/5/2020,21.82,0,21.82,0,21.82,86,55
7/6/2020,47.35,0,47.35,0,47.35,90,59
7/7/2020,88.81,0,88.81,0,88.81,92,67
7/8/2020,78.18,0,78.18,0,78.18,95,59
7/9/2020,56.15,0,56.15,0,56.15,96,59
7/10/2020,48.26,0,48.26,0,48.26,95,68
7/11/2020,48.26,0,48.26,0,48.26,95,65
7/12/2020,48.23,0,48.23,0,48.23,96,65
7/13/2020,85.2,0,85.2,0,85.2,95,65
7/14/2020,88.97,0,88.97,0,88.97,94,63
7/15/2020,169.18,0,169.18,0,169.18,76,58
7/16/2020,171.07,0,171.07,0,171.07,77,59
7/17/2020,81.27,0,81.27,0,81.27,86,61
7/18/2020,73.71,0,73.71,0,73.71,93,64
7/19/2020,73.69,0,73.69,0,73.69,95,65
7/20/2020,73.72,0,73.72,0,73.72,85,63
7/21/2020,76.56,0,76.56,0,76.56,91,60
7/22/2020,76.56,0,76.56,0,76.56,81,56
7/23/2020,76.53,0,76.53,0,76.53,93,65
7/24/2020,76.54,0,76.54,0,76.54,89,64
7/25/2020,76.54,0,76.54,0,76.54,87,60
7/26/2020,146.54,0,146.54,0,146.54,85,62
7/27/2020,241.02,0,241.02,0,241.02,83,58
7/28/2020,151.46,0,151.46,0,151.46,85,60
7/29/2020,151.64,0,151.64,0,151.64,80,58
7/30/2020,108.42,0,108.42,0,108.42,90,56
7/31/2020,112.39,0,112.39,0,112.39,79,59
8/1/2020,115.6,0,115.6,0,115.6,85,56
8/2/2020,117.76,0,117.76,0,117.76,86,60
8/3/2020,140.21,0,140.21,0,140.21,81,59
8/4/2020,146.73,0,146.73,0,146.73,85,59
8/5/2020,146.67,0,146.67,0,146.67,87,60
8/6/2020,146.72,0,146.72,0,146.72,89,63
8/7/2020,146.79,0,146.79,0,146.79,87,59
8/8/2020,146.76,0,146.76,0,146.76,94,61
8/9/2020,146.71,0,146.71,0,146.71,93,60
8/10/2020,146.58,0,146.58,0,146.58,94,61
8/11/2020,146.3,0,146.3,0,146.3,86,61
8/12/2020,145.55,0,145.55,0,145.55,92,57
8/13/2020,106.73,0,106.73,0,106.73,90,55
8/14/2020,106.29,0,106.29,0,106.29,93,55
8/15/2020,106.3,0,106.3,0,106.3,98,60
8/16/2020,106.31,0,106.31,0,106.31,91,58
8/17/2020,132.49,0,132.49,0,132.49,92,61
8/18/2020,141.03,0,141.03,0,141.03,92,62
8/19/2020,151.89,0,151.89,0,151.89,94,61
8/20/2020,140.42,0,140.42,0,140.42,93,61
8/21/2020,141.42,0,141.42,0,141.42,89,60
8/22/2020,141.64,0,141.64,0,141.64,90,60
8/23/2020,141.64,0,141.64,0,141.64,93,58
8/24/2020,98.15,0,98.15,0,98.15,92,61
8/25/2020,85.27,0,85.27,0,85.27,93,61
8/26/2020,85.29,0,85.29,0,85.29,94,63
8/27/2020,86.75,0,86.75,0,86.75,90,60
8/28/2020,64.04,0,64.04,0,64.04,92,61
8/29/2020,64.04,0,64.04,0,64.04,77,55
8/30/2020,64.04,0,64.04,0,64.04,76,58
8/31/2020,64.04,0,64.04,0,64.04,89,46
9/1/2020,49.83,0,49.83,0,49.83,71,50
9/2/2020,49.84,0,49.84,0,49.84,79,50
9/3/2020,49.85,0,49.85,0,49.85,89,56
9/4/2020,49.87,0,49.87,0,49.87,89,51
9/5/2020,49.84,0,49.84,0,49.84,88,55
9/6/2020,49.83,0,49.83,0,49.83,96,59
9/7/2020,49.84,0,49.84,0,49.84,94,53
9/8/2020,49.91,0,49.91,0,49.91,89,34
9/9/2020,55.41,0,55.41,0,55.41,37,30
9/10/2020,55.44,0,55.44,0,55.44,40,32
9/11/2020,65.13,0,65.13,0,65.13,52,38
9/12/2020,69.68,0,69.68,0,69.68,69,42
9/13/2020,94.6,0,94.6,0,94.6,79,46
9/14/2020,100.77,0,100.77,0,100.77,82,52
9/15/2020,100.75,0,100.75,0,100.75,86,56
9/16/2020,81.79,0,81.79,0,81.79,85,48
9/17/2020,105.86,0,105.86,0,105.86,73,48
9/18/2020,106.43,0,106.43,0,106.43,83,48
9/19/2020,106.44,0,106.44,0,106.44,78,49
9/20/2020,106.52,0,106.52,0,106.52,84,53
9/21/2020,100.89,12.23,113.12,0,113.12,81,49
9/22/2020,101.19,14.26,115.45,0,115.45,84,52
9/23/2020,101.41,14.26,115.67,0,115.67,93,52
9/24/2020,101.56,14.26,115.82,0,115.82,83,50
9/25/2020,101.07,14.26,115.33,0,115.33,87,56
9/26/2020,102.18,14.26,116.44,0,116.44,83,58
9/27/2020,116.12,0,116.12,0,116.12,87,51
9/28/2020,100.93,14.26,115.19,0,115.19,54,38
9/29/2020,107.06,14.26,121.32,0,121.32,60,39
9/30/2020,107.31,14.26,121.57,0,121.57,79,46
10/1/2020,93.25,15.2,108.45,0,108.45,72,38
10/2/2020,92.12,15.2,107.32,0,107.32,66,42
10/3/2020,91.99,15.2,107.19,0,107.19,71,38
10/4/2020,90.77,15.2,105.97,0,105.97,65,38
10/5/2020,90.54,15.2,105.74,0,105.74,81,44
10/6/2020,92.34,14.26,106.6,0,106.6,80,46
10/7/2020,49.75,14.26,64.01,0,64.01,85,44
10/8/2020,47.42,14.26,61.68,0,61.68,80,43
10/9/2020,45.09,14.26,59.35,0,59.35,82,49
10/10/2020,46.83,14.26,61.09,0,61.09,82,45
10/11/2020,37.4,14.26,51.66,0,51.66,77,46
10/12/2020,31.36,14.51,45.87,0,45.87,76,36
10/13/2020,54.34,6.37,60.71,0,60.71,77,44
10/14/2020,54.46,13.89,68.35,0,68.35,75,48
10/15/2020,53.97,13.89,67.86,11.4,79.26,81,34
10/16/2020,53.36,13.89,67.25,11,78.25,53,29
10/17/2020,53.4,14.07,67.47,11,78.47,68,31
10/18/2020,122.74,14.07,136.81,11,147.81,73,38
10/19/2020,148.53,14.07,162.6,11,173.6,46,33
10/20/2020,47.91,14.3,62.21,11,73.21,68,33
10/21/2020,37.04,14.26,51.3,11,62.3,69,36
10/22/2020,37.98,14.26,52.24,11,63.24,72,36
10/23/2020,38.33,14.26,52.59,11,63.59,40,21
10/24/2020,38.22,14.26,52.48,11.4,63.88,40,23
10/25/2020,36.85,14.26,51.11,11,62.11,54,15
10/26/2020,36.56,14.26,50.82,11,61.82,17,8
10/27/2020,36.28,14.26,50.54,11,61.54,17,7
10/28/2020,37.74,14.26,52,11,63,45,11
10/29/2020,-0.31,14.26,13.95,11,24.95,59,29
10/30/2020,0,14.26,14.26,11,25.26,66,33
10/31/2020,0,14.26,14.26,11,25.26,67,35
11/1/2020,0,12.23,12.23,11,23.23,65,30
11/2/2020,0,14.26,14.26,11,25.26,72,37
11/3/2020,0,14.26,14.26,11,25.26,75,41
11/4/2020,0,14.26,14.26,11,25.26,76,41
11/5/2020,0,14.26,14.26,11,25.26,73,42
11/6/2020,0,14.26,14.26,11,25.26,77,46
11/7/2020,0,14.26,14.26,11,25.26,74,51
11/8/2020,0,14.26,14.26,11,25.26,73,49
11/9/2020,0,14.26,14.26,11,25.26,63,34
11/10/2020,0,14.26,14.26,11,25.26,37,21
11/11/2020,0,14.26,14.26,11,25.26,47,20
11/12/2020,0,14.26,14.26,11,25.26,47,21
11/13/2020,0,14.26,14.26,11,25.26,34,23
11/14/2020,0,14.95,14.95,11,25.95,61,23
11/15/2020,0,15.01,15.01,11,26.01,48,21
11/16/2020,0,15.01,15.01,11,26.01,60,26
11/17/2020,0,15.01,15.01,11,26.01,67,37
11/18/2020,0,15.01,15.01,11,26.01,58,51
11/19/2020,0,14.26,14.26,11,25.26,58,40
11/20/2020,0,14.26,14.26,11,25.26,46,34
11/21/2020,0,14.26,14.26,11,25.26,73,32
11/22/2020,0,14.26,14.26,11,25.26,47,23
11/23/2020,0,14.26,14.26,11,25.26,37,28
11/24/2020,0,13.53,13.53,11,24.53,66,28
11/25/2020,0,14.26,14.26,11,25.26,29,19
11/26/2020,0,14.26,14.26,11,25.26,50,19
11/27/2020,0,12.33,12.33,11,23.33,48,25
11/28/2020,0,13.51,13.51,11,24.51,42,24
11/29/2020,0,10.75,10.75,11,21.75,55,27
11/30/2020,0,12.77,12.77,11,23.77,40,19
12/1/2020,20.72,14.26,34.98,11,45.98,59,29
12/2/2020,26.93,11.74,38.67,11,49.67,40,17
12/3/2020,25.52,14.32,39.84,11,50.84,32,15
12/4/2020,29.86,13.52,43.38,11,54.38,46,25
12/5/2020,29.16,14.26,43.42,11,54.42,57,23
12/6/2020,29.06,14.26,43.32,11,54.32,52,23
12/7/2020,38.09,14.26,52.35,11,63.35,61,25
12/8/2020,39.33,14.26,53.59,11,64.59,58,27
12/9/2020,39.52,14.26,53.78,11,64.78,63,26
12/10/2020,39.14,14.26,53.4,11,64.4,67,31
12/11/2020,40.52,13.28,53.8,11,64.8,41,25
12/12/2020,40.31,13.24,53.55,11,64.55,25,12
12/13/2020,34.93,11.99,46.92,11,57.92,25,13
12/14/2020,34.35,13.28,47.63,11,58.63,39,13
12/15/2020,32.11,9.85,41.96,11,52.96,40,16
12/16/2020,28.97,9.34,38.31,11,49.31,41,16
12/17/2020,11.78,0,11.78,11,22.78,41,20
12/18/2020,0,8.03,8.03,11,19.03,53,24
12/19/2020,0,9.92,9.92,11,20.92,36,14
12/20/2020,0,15.23,15.23,11,26.23,46,18
12/21/2020,0,14.26,14.26,11,25.26,57,30
12/22/2020,0,11.19,11.19,11,22.19,59,31
12/23/2020,0,8.26,8.26,11,19.26,63,23
12/24/2020,0,13.03,13.03,11,24.03,38,20
12/25/2020,0,14.01,14.01,11,25.01,52,28
12/26/2020,0,13.35,13.35,11,24.35,60,30
12/27/2020,0,14.26,14.26,11,25.26,62,31
12/28/2020,0,13.68,13.68,11,24.68,45,28
12/29/2020,0,5.94,5.94,11,16.94,29,21
12/30/2020,28.2,9,37.2,11,48.2,35,12
12/31/2020,30.95,12.7,43.65,11,54.65,43,18
1/1/2021,29.83,12.44,42.27,11,53.27,43,20
1/2/2021,29.27,13.39,42.66,11,53.66,41,21
1/3/2021,30.03,14.21,44.24,11,55.24,52,21
1/4/2021,30.36,14.86,45.22,11,56.22,52,25
1/5/2021,2.91,13.16,16.07,11,27.07,55,29
1/6/2021,0,10.39,10.39,11,21.39,53,20
1/7/2021,11.05,0,11.05,11,22.05,45,20
1/8/2021,12.13,0,12.13,11,23.13,49,19
1/9/2021,13.21,0,13.21,11,24.21,45,20
1/10/2021,0,10.59,10.59,11,21.59,30,25
1/11/2021,0,11.59,11.59,11,22.59,35,15
1/12/2021,0,12.52,12.52,11,23.52,46,17
1/13/2021,0,12.54,12.54,20,32.54,54,20
1/14/2021,0,12.4,12.4,20,32.4,63,31
1/15/2021,0,12.16,12.16,20,32.16,37,14
1/16/2021,0,12.8,12.8,20,32.8,45,19
1/17/2021,0,12.9,12.9,20,32.9,48,27
1/18/2021,0,12.98,12.98,20,32.98,51,30
1/19/2021,0,12.71,12.71,20,32.71,36,23
1/20/2021,0,12.65,12.65,20,32.65,38,23
1/21/2021,0,12.44,12.44,20,32.44,61,29
1/22/2021,0,11.1,11.1,20,31.1,48,22
1/23/2021,0,12.28,12.28,20,32.28,46,20
1/24/2021,0,11.84,11.84,20,31.84,43,23
1/25/2021,0,12.45,12.45,20,32.45,36,23
1/26/2021,0,11.43,11.43,20,31.43,35,22
1/27/2021,0,11.62,11.62,20,31.62,23,6
1/28/2021,0,12.51,12.51,20,32.51,41,6
1/29/2021,0,11.99,11.99,20,31.99,55,27
1/30/2021,0,9.97,9.97,20,29.97,61,32
1/31/2021,0,6.36,6.36,20,26.36,49,21
2/1/2021,0,12.42,12.42,20,32.42,52,27
2/2/2021,0,11.75,11.75,20,31.75,52,30
2/3/2021,0,11.99,11.99,20,31.99,63,33
2/4/2021,0,9.27,9.27,20,29.27,65,20
2/5/2021,0,8.93,8.93,20,28.93,40,25
2/6/2021,0,10.02,10.02,20,30.02,45,27
2/7/2021,0,8.86,8.86,20,28.86,46,29
2/8/2021,0,6.94,6.94,20,26.94,54,11
2/9/2021,0,5.62,5.62,20,25.62,34,12
2/10/2021,0,9.06,9.06,20,29.06,32,14
2/11/2021,0,5.5,5.5,20,25.5,34,13
2/12/2021,0,8.52,8.52,20,28.52,28,3
2/13/2021,0,11.54,11.54,18,29.54,13,-2
2/14/2021,0,11.23,11.23,20,31.23,3,-7
2/15/2021,0,11.55,11.55,20,31.55,3,-7
2/16/2021,0,12.32,12.32,20,32.32,32,-2
2/17/2021,0,12.41,12.41,20,32.41,43,17
2/18/2021,0,11.99,11.99,20,31.99,31,8
2/19/2021,0,13.03,13.03,20,33.03,32,11
2/20/2021,0,12.82,12.82,20,32.82,45,18
2/21/2021,0,12.66,12.66,20,32.66,57,22
2/22/2021,0,13.87,13.87,20,33.87,44,22
2/23/2021,0,9.47,9.47,20,29.47,57,31
2/24/2021,0,12.57,12.57,20,32.57,63,21
2/25/2021,0,6.71,6.71,20,26.71,44,15
2/26/2021,26.91,7.82,34.73,20,54.73,39,12
2/27/2021,31.21,6.89,38.1,20,58.1,48,17
2/28/2021,25.89,11.76,37.65,20,57.65,36,16
3/1/2021,28.65,10.17,38.82,20,58.82,35,16
3/2/2021,28.65,12.41,41.06,20,61.06,49,24
3/3/2021,0,11.17,11.17,20,31.17,60,28
3/4/2021,0,12.97,12.97,20,32.97,62,31
3/5/2021,0,13,13,20,33,41,28
3/6/2021,0,13.19,13.19,20,33.19,57,31
3/7/2021,0,11.98,11.98,20,31.98,63,34.5
3/8/2021,50.37,14.82,65.19,20,85.19,69,38
3/9/2021,72.77,14.82,87.59,20,107.59,68,40
3/10/2021,78.99,14.82,93.81,20,113.81,67,33
3/11/2021,78.32,14.82,93.14,20,113.14,49,23
3/12/2021,77.89,14.6,92.49,20,112.49,47,29
3/13/2021,94.39,0,94.39,20,114.39,43,35
3/14/2021,77.89,12.87,90.76,20,110.76,39.5,30.5
3/15/2021,56.51,15.18,71.69,20,91.69,36,26
3/16/2021,49.24,15.2,64.44,20,84.44,40,19
3/17/2021,49.59,15.2,64.79,20,84.79,37,21
3/18/2021,34.22,15.2,49.42,20,69.42,41,21
3/19/2021,31.48,15.2,46.68,20,66.68,52,26
3/20/2021,31.8,15.2,47,20,67,52,33
3/21/2021,31.61,15.2,46.81,20,66.81,52,38
3/22/2021,31.82,15.2,47.02,20,67.02,71,26
3/23/2021,0,14.43,14.43,20,34.43,40,28
3/24/2021,0,12.73,12.73,19.5,32.23,40,29
3/25/2021,0,12.21,12.21,20,32.21,41,27
3/26/2021,0,12.41,12.41,20,32.41,52,30
3/27/2021,0,12.49,12.49,20,32.49,45,29
3/28/2021,0,12.34,12.34,20,32.34,51,32
3/29/2021,0,12.58,12.58,20,32.58,64,35
3/30/2021,0,12.25,12.25,20,32.25,72,23
3/31/2021,0,14.13,14.13,20,34.13,39,22
4/1/2021,0,11.03,11.03,20,31.03,53,26
4/2/2021,0,13.96,13.96,20,33.96,70,30
4/3/2021,0,11.9,11.9,20,31.9,72,41
4/4/2021,0,12.14,12.14,20,32.14,76,40
4/5/2021,0,13.03,13.03,20,33.03,77,47
4/6/2021,0,11.26,11.26,20,31.26,79,42
4/7/2021,0,13.76,13.76,0,13.76,54,33
4/8/2021,0,11.86,11.86,0,11.86,60,34
4/9/2021,0,12.11,12.11,0,12.11,54.5,30.5
4/10/2021,0,13.83,13.83,0,13.83,49,27
4/11/2021,0,10.95,10.95,0,10.95,73,34
4/12/2021,0,13.22,13.22,0,13.22,53,29
4/13/2021,0,13.11,13.11,0,13.11,45,31
4/14/2021,0,11.31,11.31,0,11.31,44,30
4/15/2021,0,14.17,14.17,0,14.17,45,30
4/16/2021,0,12.42,12.42,0,12.42,42,32
4/17/2021,0,11.29,11.29,0,11.29,38,27
4/18/2021,0,14.08,14.08,0,14.08,42,28
4/19/2021,0,11.27,11.27,0,11.27,54,29
4/20/2021,0,3.79,3.79,0,3.79,44,15
4/21/2021,0,0,0,0,0,35,20
4/22/2021,0,0,0,0,0,42,26.5
4/23/2021,0,0,0,0,0,49,33
4/24/2021,0,0,0,0,0,56,31
4/25/2021,0,0,0,0,0,62,39
4/26/2021,0,0,0,0,0,78,42
4/27/2021,0,0,0,0,0,76,44
4/28/2021,0,0,0,0,0,57,34
4/29/2021,0,0,0,0,0,57,36
4/30/2021,0,0,0,0,0,68,45
5/1/2021,0,0,0,0,0,78,53
5/2/2021,0,0,0,0,0,83,51
5/3/2021,0,0,0,0,0,56,37
5/4/2021,0,0,0,0,0,41,36
5/5/2021,0,0,0,0,0,59,40
5/6/2021,0,0,0,0,0,56,42
5/7/2021,0,0,0,0,0,69,44
5/8/2021,0,0,0,0,0,80,54
5/9/2021,0,0,0,0,0,74,36
5/10/2021,0,0,0,0,0,44,38
5/11/2021,42.6,0,42.6,0,42.6,44,34
5/12/2021,50.26,0,50.26,0,50.26,43,32
5/13/2021,50.31,0,50.31,0,50.31,63,40
5/14/2021,77,0,77,0,77,73,41
5/15/2021,80.52,0,80.52,0,80.52,66,46
5/16/2021,80.63,0,80.63,0,80.63,63,47
5/17/2021,106.38,0,106.38,0,106.38,59,49
5/18/2021,152.44,0,152.44,0,152.44,67,45
5/19/2021,160.21,0,160.21,0,160.21,59,43
5/20/2021,158.85,0,158.85,0,158.85,70,49
5/21/2021,158.94,0,158.94,0,158.94,80,52
5/22/2021,158.95,0,158.95,0,158.95,80,48
5/23/2021,159.06,0,159.06,0,159.06,63,51
5/24/2021,159.57,0,159.57,0,159.57,74,39
5/25/2021,159.61,0,159.61,0,159.61,74,47
5/26/2021,56.41,0,56.41,0,56.41,76,50
5/27/2021,35.7,0,35.7,0,35.7,71,46
5/28/2021,35.69,0,35.69,0,35.69,74,46
5/29/2021,50.43,0,50.43,0,50.43,82,54
5/30/2021,50.44,0,50.44,0,50.44,71,54
5/31/2021,50.59,0,50.59,0,50.59,57,47
6/1/2021,50.62,0,50.62,0,50.62,57,43
6/2/2021,50.59,0,50.59,0,50.59,66,46
6/3/2021,50.58,0,50.58,0,50.58,74,49
6/4/2021,26.1,0,26.1,0,26.1,80,54
6/5/2021,3.18,0,3.18,0,3.18,84,57
6/6/2021,0,0,0,0,0,89,59
6/7/2021,0,0,0,0,0,89,57
6/8/2021,0,0,0,0,0,90,53
6/9/2021,0,0,0,0,0,92,53
6/10/2021,0,0,0,0,0,88,61
6/11/2021,0,0,0,0,0,95,57
6/12/2021,0,0,0,0,0,79,53
6/13/2021,0,0,0,0,0,85,59
6/14/2021,49.29,0,49.29,0,49.29,91,61
6/15/2021,50.46,0,50.46,0,50.46,96,64
6/16/2021,50.47,0,50.47,0,50.47,98,66
6/17/2021,1.98,0,1.98,0,1.98,95,66
6/18/2021,0,0,0,0,0,97,62
6/19/2021,0,0,0,0,0,87,62
6/20/2021,0,0,0,0,0,83,59
6/21/2021,0,0,0,0,0,82,50
6/22/2021,0,0,0,0,0,70,53
6/23/2021,0,0,0,0,0,90,61
6/24/2021,0,0,0,0,0,94,63
6/25/2021,0,0,0,0,0,83,56
6/26/2021,37.23,0,37.23,0,37.23,80,55
6/27/2021,118.81,0,118.81,0,118.81,68,54
6/28/2021,124.86,0,124.86,0,124.86,72,58
6/29/2021,51.2,0,51.2,0,51.2,71,51
6/30/2021,72.36,0,72.36,0,72.36,77,53
7/1/2021,82.78,0,82.78,0,82.78,80,61
7/2/2021,82.77,0,82.77,0,82.77,77,57
7/3/2021,82.84,0,82.84,0,82.84,82,58
7/4/2021,82.87,0,82.87,0,82.87,89,62
7/5/2021,82.88,0,82.88,0,82.88,86,59
7/6/2021,82.87,0,82.87,0,82.87,87,65
7/7/2021,73.48,0,73.48,0,73.48,81,61
7/8/2021,73.04,0,73.04,0,73.04,85,69
7/9/2021,73.03,0,73.03,0,73.03,93,64
7/10/2021,73.01,0,73.01,0,73.01,92,64
7/11/2021,73.04,0,73.04,0,73.04,81,56
7/12/2021,73.02,0,73.02,0,73.02,84,58
7/13/2021,73.02,0,73.02,0,73.02,93,66
7/14/2021,73.03,0,73.03,0,73.03,85,66
7/15/2021,73.01,0,73.01,0,73.01,75,53
7/16/2021,73.02,0,73.02,0,73.02,85,58
7/17/2021,73.03,0,73.03,0,73.03,89,60
7/18/2021,73.04,0,73.04,0,73.04,90,59
7/19/2021,84.28,0,84.28,0,84.28,89,59
7/20/2021,104.3,0,104.3,0,104.3,90,63
7/21/2021,104.29,0,104.29,0,104.29,93,62
7/22/2021,89.12,0,89.12,0,89.12,88,66
7/23/2021,85.84,0,85.84,0,85.84,93,65
7/24/2021,85.89,0,85.89,0,85.89,91,65
7/25/2021,85.88,0,85.88,0,85.88,82,64
7/26/2021,85.91,0,85.91,0,85.91,91,62
7/27/2021,85.91,0,85.91,0,85.91,91,59
7/28/2021,125.76,0,125.76,0,125.76,93,66
7/29/2021,112.84,0,112.84,0,112.84,95,65
7/30/2021,105.89,0,105.89,0,105.89,91,65
7/31/2021,105.9,0,105.9,0,105.9,89,63
8/1/2021,106.17,0,106.17,0,106.17,74,61
8/2/2021,105.89,0,105.89,0,105.89,79,58
8/3/2021,56.51,0,56.51,0,56.51,86,66
8/4/2021,103.46,0,103.46,0,103.46,82,59
8/5/2021,105.27,0,105.27,0,105.27,86,56
8/6/2021,105.35,0,105.35,0,105.35,90,60
8/7/2021,105.44,0,105.44,0,105.44,92,58
8/8/2021,105.44,0,105.44,0,105.44,80,57
8/9/2021,105.43,0,105.43,0,105.43,89,60
8/10/2021,105.41,0,105.41,0,105.41,93,58
8/11/2021,105.45,0,105.45,0,105.45,91,57
8/12/2021,113.5,0,113.5,0,113.5,97,60
8/13/2021,114.58,0,114.58,0,114.58,92,60
8/14/2021,114.17,0,114.17,0,114.17,92,60
8/15/2021,113.99,0,113.99,0,113.99,91,64
8/16/2021,113.87,0,113.87,0,113.87,87,57
8/17/2021,113.76,0,113.76,0,113.76,88,60
8/18/2021,113.68,0,113.68,0,113.68,92,63
8/19/2021,113.63,0,113.63,0,113.63,92,66
8/20/2021,113.61,0,113.61,0,113.61,78,54
8/21/2021,86.69,0,86.69,0,86.69,77,57
8/22/2021,84.21,0,84.21,0,84.21,81,59
8/23/2021,79.8,0,79.8,0,79.8,88,56
8/24/2021,99.58,0,99.58,0,99.58,90,56
8/25/2021,87.49,0,87.49,0,87.49,91,62
8/26/2021,39.41,0,39.41,0,39.41,85,60
8/27/2021,38.93,0,38.93,0,38.93,79,57
8/28/2021,38.7,0,38.7,0,38.7,91,58
8/29/2021,38.94,0,38.94,0,38.94,90,62
8/30/2021,90.23,0,90.23,0,90.23,78,55
8/31/2021,92.78,0,92.78,0,92.78,91,60
9/1/2021,92.43,0,92.43,0,92.43,97,62
9/2/2021,91.95,0,91.95,0,91.95,81,56
9/3/2021,91.97,0,91.97,0,91.97,79,60
9/4/2021,91.99,0,91.99,0,91.99,79,55
9/5/2021,93.12,0,93.12,0,93.12,93,52
9/6/2021,108.47,0,108.47,0,108.47,85,54
9/7/2021,117.64,0,117.64,0,117.64,91,54
9/8/2021,145.11,0,145.11,0,145.11,83,55
9/9/2021,153.08,0,153.08,0,153.08,84,50
9/10/2021,152.9,0,152.9,0,152.9,92,53
9/11/2021,166.9,0,166.9,0,166.9,95,56
9/12/2021,151,0,151,0,151,94,58
9/13/2021,152.17,0,152.17,0,152.17,83,59
9/14/2021,133.54,0,133.54,0,133.54,81,52
9/15/2021,124.92,0,124.92,0,124.92,76,53
9/16/2021,124.71,0,124.71,0,124.71,88,53
9/17/2021,124.69,0,124.69,0,124.69,91,49
9/18/2021,99.02,0,99.02,0,99.02,68,47
9/19/2021,98.2,0,98.2,0,98.2,91,58
