Date ,Conduit 20 Diversion (cfs),Conduit 20 from River (cfs),Conduit 20 to Marston Total (No Chatfield water) ,Conduit 20 (flow from Chatfield) ,Conduit 20 Total with Chatfield flow (AF),"Temp, H","Temp, L"
5/21/2017,44.86,0,44.86,0,44.86,60,36
5/22/2017,44.86,0,44.86,0,44.86,66,44
5/23/2017,44.86,0,44.86,0,44.86,66,36
5/24/2017,44.86,0,44.86,0,44.86,60,38
5/25/2017,44.86,0,44.86,0,44.86,80,44
5/26/2017,44.86,0,44.86,0,44.86,76,45
5/27/2017,44.86,0,44.86,0,44.86,72,47
5/28/2017,44.86,0,44.86,0,44.86,59,39
5/29/2017,44.86,0,44.86,0,44.86,69,43
5/30/2017,44.86,0,44.86,0,44.86,67,46
5/31/2017,44.86,0,44.86,0,44.86,79,52
6/1/2017,44.86,0,44.86,0,44.86,80,49
6/2/2017,44.86,0,44.86,0,44.86,78,51
6/3/2017,44.86,0,44.86,0,44.86,75,48
6/4/2017,44.86,0,44.86,0,44.86,74,48
6/5/2017,44.86,0,44.86,0,44.86,81,54
6/6/2017,44.86,0,44.86,0,44.86,78,51
6/7/2017,44.86,0,44.86,0,44.86,74,52
6/8/2017,44.86,0,44.86,0,44.86,81,52
6/9/2017,44.86,0,44.86,0,44.86,83,55
6/10/2017,44.86,0,44.86,0,44.86,90,63
6/11/2017,44.86,0,44.86,0,44.86,93,60
6/12/2017,6.19,0,6.19,0,6.19,77,54
6/13/2017,0,0,0,0,0,91,53
6/14/2017,0,0,0,0,0,80,49
6/15/2017,0,0,0,0,0,85,50
6/16/2017,57.24,0,57.24,0,57.24,87,54
6/17/2017,66.52,0,66.52,0,66.52,80,58
6/18/2017,66.52,0,66.52,0,66.52,90,54
6/19/2017,105.2,0,105.2,0,105.2,85,55
6/20/2017,112.93,0,112.93,0,112.93,84,60
6/21/2017,125.31,0,125.31,0,125.31,94,68
6/22/2017,102.1,0,102.1,0,102.1,95,65
6/23/2017,94.37,0,94.37,0,94.37,91,48
6/24/2017,95.91,0,95.91,0,95.91,59,49
6/25/2017,77.35,0,77.35,0,77.35,73,53
6/26/2017,77.35,0,77.35,0,77.35,71,56
6/27/2017,77.35,0,77.35,0,77.35,92,54
6/28/2017,95.91,0,95.91,0,95.91,92,54
6/29/2017,75.8,0,75.8,0,75.8,92,53
6/30/2017,46.41,0,46.41,0,46.41,81,52
7/1/2017,46.41,0,46.41,0,46.41,72,53
7/2/2017,46.41,0,46.41,0,46.41,86,57
7/3/2017,51.05,0,51.05,0,51.05,90,58
7/4/2017,46.41,0,46.41,0,46.41,90,57
7/5/2017,46.41,0,46.41,0,46.41,88,56
7/6/2017,46.41,0,46.41,0,46.41,95,62
7/7/2017,46.41,0,46.41,0,46.41,90,60
7/8/2017,46.41,0,46.41,0,46.41,91,58
7/9/2017,46.41,0,46.41,0,46.41,87,58
7/10/2017,46.41,0,46.41,0,46.41,93,58
7/11/2017,46.41,0,46.41,0,46.41,91,63
7/12/2017,46.41,0,46.41,0,46.41,91,66
7/13/2017,77.35,0,77.35,0,77.35,74,55
7/14/2017,46.41,0,46.41,0,46.41,84,56
7/15/2017,46.41,0,46.41,0,46.41,86,62
7/16/2017,46.41,0,46.41,0,46.41,81,55
7/17/2017,46.41,0,46.41,0,46.41,85,56
7/18/2017,46.41,0,46.41,0,46.41,92,62
7/19/2017,46.41,0,46.41,0,46.41,89,64
7/20/2017,46.41,0,46.41,0,46.41,97,61
7/21/2017,46.41,0,46.41,0,46.41,90,68
7/22/2017,46.41,0,46.41,0,46.41,91,61
7/23/2017,46.41,0,46.41,0,46.41,86,60
7/24/2017,46.41,0,46.41,0,46.41,89,65
7/25/2017,69.62,0,69.62,0,69.62,94,67
7/26/2017,71.16,0,71.16,0,71.16,85,62
7/27/2017,71.16,0,71.16,0,71.16,82,61
7/28/2017,71.16,0,71.16,0,71.16,83,62
7/29/2017,71.16,0,71.16,0,71.16,86,63
7/30/2017,71.16,0,71.16,0,71.16,74,61
7/31/2017,71.16,0,71.16,0,71.16,80,57
8/1/2017,71.16,0,71.16,0,71.16,82,55
8/2/2017,71.16,0,71.16,0,71.16,85,56
8/3/2017,71.16,0,71.16,0,71.16,84,55
8/4/2017,71.16,0,71.16,0,71.16,68,55
8/5/2017,71.16,0,71.16,0,71.16,88,56
8/6/2017,71.16,0,71.16,0,71.16,84,53
8/7/2017,51.05,0,51.05,0,51.05,74,59
8/8/2017,49.5,0,49.5,0,49.5,74,54
8/9/2017,49.5,0,49.5,0,49.5,68,52
8/10/2017,49.5,0,49.5,0,49.5,75,54
8/11/2017,49.5,0,49.5,0,49.5,75,56
8/12/2017,49.5,0,49.5,0,49.5,77,55
8/13/2017,49.5,0,49.5,0,49.5,85,54
8/14/2017,49.5,0,49.5,0,49.5,83,56
8/15/2017,49.5,0,49.5,0,49.5,88,54
8/16/2017,35.58,0,35.58,0,35.58,79,55
8/17/2017,34.03,0,34.03,0,34.03,74,56
8/18/2017,34.03,0,34.03,0,34.03,84,54
8/19/2017,34.03,0,34.03,0,34.03,87,60
8/20/2017,34.03,0,34.03,0,34.03,91,56
8/21/2017,34.03,0,34.03,0,34.03,87,59
8/22/2017,34.03,0,34.03,0,34.03,83,52
8/23/2017,34.03,0,34.03,0,34.03,80,53
8/24/2017,34.03,0,34.03,0,34.03,86,55
8/25/2017,34.03,0,34.03,0,34.03,84,55
8/26/2017,34.03,0,34.03,0,34.03,88,57
8/27/2017,34.03,0,34.03,0,34.03,89,58
8/28/2017,34.03,0,34.03,0,34.03,85,56
8/29/2017,34.03,0,34.03,0,34.03,85,56
8/30/2017,38.68,0,38.68,0,38.68,90,55
8/31/2017,41.77,0,41.77,0,41.77,87,56
9/1/2017,41.77,0,41.77,0,41.77,82,57
9/2/2017,34.03,0,34.03,0,34.03,83,54
9/3/2017,34.03,0,34.03,0,34.03,87,58
9/4/2017,34.03,0,34.03,0,34.03,94,54
9/5/2017,34.03,0,34.03,0,34.03,93,56
9/6/2017,34.03,0,34.03,0,34.03,67,46
9/7/2017,34.03,0,34.03,0,34.03,79,47
9/8/2017,34.03,0,34.03,0,34.03,81,52
9/9/2017,41.77,0,41.77,0,41.77,81,55
9/10/2017,35.58,0,35.58,0,35.58,88,55
9/11/2017,34.03,0,34.03,0,34.03,87,57
9/12/2017,34.03,0,34.03,0,34.03,87,55
9/13/2017,34.03,0,34.03,0,34.03,88,58
9/14/2017,34.03,0,34.03,0,34.03,87,54
9/15/2017,34.03,0,34.03,0,34.03,85,54
9/16/2017,34.03,0,34.03,0,34.03,82,50
9/17/2017,34.03,0,34.03,0,34.03,66,48
9/18/2017,34.03,0,34.03,0,34.03,70,47
9/19/2017,34.03,0,34.03,0,34.03,82,54
9/20/2017,34.03,0,34.03,0,34.03,85,39
9/21/2017,34.03,0,34.03,0,34.03,73,41
9/22/2017,34.03,0,34.03,0,34.03,74,44
9/23/2017,34.03,0,34.03,0,34.03,88,46
9/24/2017,34.03,0,34.03,0,34.03,53,46
9/25/2017,34.03,0,34.03,0,34.03,62,45
9/26/2017,0,0,0,0,0,50,42
9/27/2017,0,0,0,0,0,59,44
9/28/2017,0,0,0,0,0,53,47
9/29/2017,0,0,0,0,0,62,46
9/30/2017,0,0,0,0,0,62,43
10/1/2017,0,0,0,0,0,72,43
10/2/2017,0,0,0,0,0,74,41
10/3/2017,0,0,0,0,0,45,37
10/4/2017,0,0,0,0,0,60,40
10/5/2017,0,0,0,0,0,70,44
10/6/2017,0,0,0,0,0,64,48
10/7/2017,0,0,0,0,0,63,40
10/8/2017,0,0,0,0,0,78,41
10/9/2017,0,0,0,0,0,62,32
10/10/2017,0,0,0,0,0,36,25
10/11/2017,0,0,0,0,0,56,26
10/12/2017,0,0,0,0,0,68,37
10/13/2017,0,0,0,0,0,75,35
10/14/2017,0,0,0,0,0,62,36
10/15/2017,0,0,0,0,0,58,29
10/16/2017,0,0,0,0,0,61,29
10/17/2017,0,0,0,0,0,74,36
10/18/2017,0,0,0,0,0,75,35
10/19/2017,0,0,0,0,0,76,43
10/20/2017,0,0,0,0,0,73,43
10/21/2017,0,0,0,0,0,78,42
10/22/2017,0,0,0,0,0,52,32
10/23/2017,0,0,0,0,0,68,36
10/24/2017,0,0,0,0,0,51,30
10/25/2017,0,0,0,0,0,62,33
10/26/2017,0,0,0,0,0,83,39
10/27/2017,0,0,0,0,0,52,25
10/28/2017,0,0,0,0,0,41,28
10/29/2017,0,0,0,0,0,56,28
10/30/2017,0,0,0,0,0,71,28
10/31/2017,0,0,0,0,0,32,27
11/1/2017,0,0,0,0,0,59,27
11/2/2017,0,0,0,0,0,70,34
11/3/2017,0,0,0,0,0,48,31
11/4/2017,0,0,0,0,0,58,32
11/5/2017,0,0,0,0,0,69,31
11/6/2017,0,0,0,0,0,50,33
11/7/2017,0,0,0,0,0,37,25
11/8/2017,0,0,0,0,0,32,26
11/9/2017,0,0,0,0,0,60,28
11/10/2017,0,0,0,0,0,43,24
11/11/2017,0,0,0,0,0,58,29
11/12/2017,0,0,0,0,0,57,27
11/13/2017,0,0,0,0,0,56,29
11/14/2017,0,0,0,0,0,72,40
11/15/2017,0,0,0,0,0,66,28
11/16/2017,0,0,0,0,0,67,31
11/17/2017,0,0,0,0,0,74,50
11/18/2017,0,0,0,0,0,64,29
11/19/2017,0,0,0,0,0,48,28
11/20/2017,0,11.06,11.06,0,11.06,62,32
11/21/2017,0,12.06,12.06,0,12.06,67,46
11/22/2017,0,14.63,14.63,0,14.63,52,34
11/23/2017,0,14.63,14.63,0,14.63,61,37
11/24/2017,0,13.89,13.89,0,13.89,70,40
11/25/2017,0,13.89,13.89,0,13.89,69,32
11/26/2017,0,13.89,13.89,0,13.89,62,34
11/27/2017,0,14.07,14.07,0,14.07,72,42
11/28/2017,0,13.35,13.35,0,13.35,77,33
11/29/2017,0,13.35,13.35,0,13.35,46,30
11/30/2017,0,13.35,13.35,0,13.35,50,31.5
12/1/2017,0,13.35,13.35,0,13.35,54,33
12/2/2017,0,13.35,13.35,0,13.35,63,32
12/3/2017,0,13.87,13.87,0,13.87,65,37
12/4/2017,0,13.89,13.89,0,13.89,69,33
12/5/2017,0,13.89,13.89,0,13.89,41,17
12/6/2017,0,13.89,13.89,0,13.89,50,17
12/7/2017,0,13.51,13.51,0,13.51,37,9
12/8/2017,0,14.27,14.27,0,14.27,45,11
12/9/2017,0,14.44,14.44,0,14.44,55,29
12/10/2017,0,11.37,11.37,0,11.37,61,25
12/11/2017,0,9.86,9.86,0,9.86,60,27
12/12/2017,0,13.12,13.12,0,13.12,57,27
12/13/2017,0,14.26,14.26,0,14.26,67,32
12/14/2017,0,13,13,0,13,51,27
12/15/2017,0,13.89,13.89,0,13.89,51,22
12/16/2017,0,13.89,13.89,0,13.89,62,28
12/17/2017,0,13.89,13.89,0,13.89,49,29
12/18/2017,0,13.89,13.89,0,13.89,53,27.5
12/19/2017,0,13.89,13.89,0,13.89,57,26
12/20/2017,0,13.89,13.89,0,13.89,50,29
12/21/2017,0,14.07,14.07,0,14.07,66,22
12/22/2017,0,8.79,8.79,0,8.79,22,13
12/23/2017,0,12.09,12.09,0,12.09,44,2
12/24/2017,0,6.64,6.64,0,6.64,45,14
12/25/2017,0,13.59,13.59,0,13.59,31,13
12/26/2017,0,10.88,10.88,0,10.88,26,10
12/27/2017,0,13.8,13.8,0,13.8,14,7
12/28/2017,0,14.16,14.16,0,14.16,54,13
12/29/2017,0,14.07,14.07,0,14.07,55,29
12/30/2017,0,14.07,14.07,0,14.07,62,16
12/31/2017,0,10.86,10.86,0,10.86,60,16
1/1/2018,0,10.38,10.38,0,10.38,27,10
1/2/2018,0,9.12,9.12,0,9.12,32,11
1/3/2018,0,8.64,8.64,0,8.64,44,14
1/4/2018,0,11.22,11.22,0,11.22,53,24
1/5/2018,0,12.43,12.43,0,12.43,50,22
1/6/2018,0,13.82,13.82,0,13.82,60,29
1/7/2018,0,13.89,13.89,0,13.89,51,31
1/8/2018,0,13.89,13.89,0,13.89,51,26
1/9/2018,0,13.89,13.89,0,13.89,52,26
1/10/2018,0,13.89,13.89,0,13.89,65,28
1/11/2018,0,11.88,11.88,0,11.88,55,19
1/12/2018,0,11.26,11.26,0,11.26,42,27
1/13/2018,0,9.77,9.77,0,9.77,47,23
1/14/2018,0,10.48,10.48,0,10.48,49,22
1/15/2018,0,11.54,11.54,0,11.54,59,22
1/16/2018,0,12.02,12.02,0,12.02,22,3
1/17/2018,0,12.68,12.68,0,12.68,37,17
1/18/2018,0,13.63,13.63,0,13.63,51,21
1/19/2018,0,13.89,13.89,0,13.89,66,32
1/20/2018,0,13.89,13.89,0,13.89,66,39
1/21/2018,0,12.27,12.27,0,12.27,46,23
1/22/2018,0,13.78,13.78,0,13.78,30,23
1/23/2018,0,10.18,10.18,0,10.18,41,24
1/24/2018,0,5.33,5.33,0,5.33,42,19
1/25/2018,0,6.05,6.05,0,6.05,52,27
1/26/2018,0,5.95,5.95,0,5.95,57,29
1/27/2018,0,11.3,11.3,0,11.3,38,17
1/28/2018,0,14.26,14.26,0,14.26,43,22
1/29/2018,0,14.17,14.17,0,14.17,51.5,27.5
1/30/2018,0,14.26,14.26,0,14.26,60,33
1/31/2018,0,14.26,14.26,0,14.26,62,29
2/1/2018,0,14.26,14.26,0,14.26,44,25
2/2/2018,0,14.26,14.26,0,14.26,34,21
2/3/2018,0,14.26,14.26,0,14.26,52,33
2/4/2018,0,14.26,14.26,0,14.26,56,17
2/5/2018,0,13.35,13.35,0,13.35,52,13
2/6/2018,0,14.82,14.82,0,14.82,51,23
2/7/2018,0,14.82,14.82,0,14.82,49,22
2/8/2018,0,14.44,14.44,0,14.44,56,24
2/9/2018,0,14.44,14.44,0,14.44,48.5,18.5
2/10/2018,0,7.29,7.29,0,7.29,41,13
2/11/2018,0,8.86,8.86,0,8.86,25,6
2/12/2018,0,11.46,11.46,0,11.46,44,18
2/13/2018,0,14.24,14.24,0,14.24,21,17
2/14/2018,0,14.26,14.26,0,14.26,57,21
2/15/2018,0,14.26,14.26,0,14.26,64,36
2/16/2018,0,14.26,14.26,0,14.26,47,16
2/17/2018,0,14.26,14.26,0,14.26,43,17
2/18/2018,0,14.26,14.26,0,14.26,58,29
2/19/2018,0,8.54,8.54,0,8.54,66,12
2/20/2018,0,11.17,11.17,0,11.17,16,0
2/21/2018,0,9.59,9.59,0,9.59,18,3
2/22/2018,0,13.33,13.33,0,13.33,25,2
2/23/2018,0,14.26,14.26,0,14.26,29,13
2/24/2018,0,12.33,12.33,0,12.33,31,18
2/25/2018,0,12.26,12.26,0,12.26,36,16
2/26/2018,0,14.26,14.26,0,14.26,40,17
2/27/2018,0,14.26,14.26,0,14.26,48,18
2/28/2018,0,14.26,14.26,0,14.26,52,22
3/1/2018,0,14.26,14.26,0,14.26,48,23
3/2/2018,0,14.26,14.26,0,14.26,55,24
3/3/2018,0,14.26,14.26,0,14.26,67,38
3/4/2018,0,14.26,14.26,0,14.26,67,40
3/5/2018,0,14.26,14.26,0,14.26,63,27
3/6/2018,0,12.48,12.48,0,12.48,44,23
3/7/2018,0,3.64,3.64,0,3.64,47,18
3/8/2018,0,0,0,0,0,49,25.5
3/9/2018,0,0,0,0,0,51,33
3/10/2018,0,0,0,0,0,64,32
3/11/2018,0,0,0,0,0,53,21
3/12/2018,0,0,0,0,0,49,24
3/13/2018,0,0,0,0,0,54,24
3/14/2018,0,0,0,0,0,58,27
3/15/2018,0,0,0,0,0,67,33
3/16/2018,0,0,0,0,0,66,32
3/17/2018,0,0,0,0,0,65,31
3/18/2018,0,0,0,0,0,63,30
3/19/2018,0,0,0,0,0,52,27
3/20/2018,0,0,0,0,0,43,24
3/21/2018,0,0,0,0,0,49,25
3/22/2018,0,0,0,0,0,60,33
3/23/2018,0,0,0,0,0,65.5,33
3/24/2018,0,0,0,0,0,71,33
3/25/2018,0,0,0,0,0,65,37
3/26/2018,0,0,0,0,0,64,37
3/27/2018,0,0,0,0,0,51,30
3/28/2018,0,0,0,0,0,48,28
3/29/2018,0,0,0,0,0,47,27
3/30/2018,0,0,0,0,0,54,27
3/31/2018,0,0,0,0,0,61,27
4/1/2018,0,0,0,0,0,57,27
4/2/2018,0,0,0,0,0,51,29
4/3/2018,0,0,0,0,0,71,31
4/4/2018,0,0,0,0,0,50,28
4/5/2018,0,0,0,0,0,61,29
4/6/2018,0,0,0,0,0,55,23
4/7/2018,0,0,0,0,0,66,24
4/8/2018,0,0,0,0,0,55,28
4/9/2018,0,0,0,0,0,59,34
4/10/2018,0,0,0,0,0,66,34
4/11/2018,0,15.18,15.18,0,15.18,68,34
4/12/2018,0,13.35,13.35,0,13.35,77,46
4/13/2018,0,13.35,13.35,0,13.35,47,33
4/14/2018,0,13.35,13.35,0,13.35,75,31
4/15/2018,0,13.35,13.35,0,13.35,35,30
4/16/2018,0,10.87,10.87,0,10.87,61,30
4/17/2018,37.76,12.02,49.78,0,49.78,72,39
4/18/2018,61.97,12.48,74.45,0,74.45,59,34
4/19/2018,61.57,12.48,74.05,0,74.05,69,34
4/20/2018,61.17,12.78,73.95,0,73.95,66,34
4/21/2018,59.52,12.82,72.34,0,72.34,55,32
4/22/2018,59.2,12.81,72.01,0,72.01,39,32
4/23/2018,60,12.82,72.82,0,72.82,66,29
4/24/2018,61.32,12.82,74.14,0,74.14,70,32
4/25/2018,61.33,12.82,74.15,0,74.15,37,29
4/26/2018,60,12.82,72.82,0,72.82,57,29
4/27/2018,59.13,12.65,71.78,0,71.78,71,35
4/28/2018,59.25,12.56,71.81,0,71.81,71,36
4/29/2018,71.48,0,71.48,0,71.48,76,29
4/30/2018,64.27,0,64.27,0,64.27,79,48
5/1/2018,60.94,0,60.94,0,60.94,71,48
5/2/2018,60.97,0,60.97,0,60.97,64,44
5/3/2018,61.03,0,61.03,0,61.03,52,37
5/4/2018,85.84,0,85.84,0,85.84,50,38
5/5/2018,92.02,0,92.02,0,92.02,67,44
5/6/2018,92.05,0,92.05,0,92.05,56,47
5/7/2018,63.95,0,63.95,0,63.95,76,47
5/8/2018,61.59,0,61.59,0,61.59,80,50
5/9/2018,61.61,0,61.61,0,61.61,77,48
5/10/2018,61.61,0,61.61,0,61.61,75,48
5/11/2018,61.61,0,61.61,0,61.61,86,48
5/12/2018,61.64,0,61.64,0,61.64,73,50
5/13/2018,61.69,0,61.69,0,61.69,73,50
5/14/2018,61.69,0,61.69,0,61.69,56,49
5/15/2018,61.69,0,61.69,0,61.69,64,44
5/16/2018,59,0,59,0,59,77,45
5/17/2018,0.67,0,0.67,0,0.67,80,51
5/18/2018,52.66,0,52.66,0,52.66,84,51
5/19/2018,60.9,0,60.9,0,60.9,66,48
5/20/2018,60.93,0,60.93,0,60.93,52,42
5/21/2018,61.1,0,61.1,0,61.1,84,42
5/22/2018,61.12,0,61.12,0,61.12,75,46
5/23/2018,61.3,0,61.3,0,61.3,78,47
5/24/2018,6.04,0,6.04,0,6.04,82,49
5/25/2018,0.56,0,0.56,0,0.56,82,54
5/26/2018,0.54,0,0.54,0,0.54,88,55
5/27/2018,0,0,0,0,0,87,58
5/28/2018,0.48,0,0.48,0,0.48,80,56
5/29/2018,127.25,0,127.25,0,127.25,68,50
5/30/2018,82.96,0,82.96,0,82.96,73,50
5/31/2018,37.26,0,37.26,0,37.26,82,47
6/1/2018,29.67,0,29.67,0,29.67,89,49
6/2/2018,29.66,0,29.66,0,29.66,88,48
6/3/2018,29.65,0,29.65,0,29.65,78,49
6/4/2018,60.37,0,60.37,0,60.37,73,51
6/5/2018,64.54,0,64.54,0,64.54,87,60
6/6/2018,64.53,0,64.53,0,64.53,92,61
6/7/2018,64.53,0,64.53,0,64.53,92,55
6/8/2018,64.53,0,64.53,0,64.53,92,55
6/9/2018,64.51,0,64.51,0,64.51,93,54
6/10/2018,64.49,0,64.49,0,64.49,92,58
6/11/2018,64.52,0,64.52,0,64.52,94,54
6/12/2018,64.52,0,64.52,0,64.52,81,54
6/13/2018,64.51,0,64.51,0,64.51,84,58
6/14/2018,64.51,0,64.51,0,64.51,89,63
6/15/2018,64.47,0,64.47,0,64.47,92,59
6/16/2018,64.51,0,64.51,0,64.51,91,62
6/17/2018,64.51,0,64.51,0,64.51,83,59
6/18/2018,64.53,0,64.53,0,64.53,83,56
6/19/2018,64.54,0,64.54,0,64.54,76,56
6/20/2018,34,0,34,0,34,76,50
6/21/2018,101.65,0,101.65,0,101.65,76,51
6/22/2018,101.51,0,101.51,0,101.51,79.5,53
6/23/2018,99.31,0,99.31,0,99.31,83,55
6/24/2018,99.34,0,99.34,0,99.34,85,54
6/25/2018,99.37,0,99.37,0,99.37,68,49
6/26/2018,99.37,0,99.37,0,99.37,82,54
6/27/2018,99.39,0,99.39,0,99.39,95,47
6/28/2018,99.35,0,99.35,0,99.35,98,47
6/29/2018,99.36,0,99.36,0,99.36,100,64
6/30/2018,99.37,0,99.37,0,99.37,94,61
7/1/2018,99.38,0,99.38,0,99.38,73,53
7/2/2018,98.34,0,98.34,0,98.34,88,59
7/3/2018,99.36,0,99.36,0,99.36,92,57
7/4/2018,99.39,0,99.39,0,99.39,92.5,57.5
7/5/2018,99.41,0,99.41,0,99.41,93,58
7/6/2018,132.66,0,132.66,0,132.66,83,55
7/7/2018,139.57,0,139.57,0,139.57,88,63
7/8/2018,139.62,0,139.62,0,139.62,95,63
7/9/2018,139.6,0,139.6,0,139.6,94,61
7/10/2018,263.08,0,263.08,0,263.08,93,64
7/11/2018,280.94,0,280.94,0,280.94,96,61
7/12/2018,198.03,0,198.03,0,198.03,93,68
7/13/2018,134.85,0,134.85,0,134.85,86,58
7/14/2018,137.49,0,137.49,0,137.49,87,66
7/15/2018,137.48,0,137.48,0,137.48,93,69
7/16/2018,81.06,0,81.06,0,81.06,78,56
7/17/2018,76.72,0,76.72,0,76.72,86,63
7/18/2018,106.81,0,106.81,0,106.81,85,63
7/19/2018,107.85,0,107.85,0,107.85,93,63
7/20/2018,135.2,0,135.2,0,135.2,97,62
7/21/2018,137.82,0,137.82,0,137.82,94,60
7/22/2018,137.76,0,137.76,0,137.76,91,67
7/23/2018,116.13,0,116.13,0,116.13,97,60
7/24/2018,106.71,0,106.71,0,106.71,78,61
7/25/2018,151,0,151,0,151,88,56
7/26/2018,157.42,0,157.42,0,157.42,80,59
7/27/2018,130.89,0,130.89,0,130.89,80,59
7/28/2018,115.16,0,115.16,0,115.16,84,59
7/29/2018,115.16,0,115.16,0,115.16,77,58
7/30/2018,115.13,0,115.13,0,115.13,77,57
7/31/2018,115.14,0,115.14,0,115.14,75,54
8/1/2018,115.13,0,115.13,0,115.13,83,51
8/2/2018,115.12,0,115.12,0,115.12,76,57
8/3/2018,115.12,0,115.12,0,115.12,89,65
8/4/2018,115.12,0,115.12,0,115.12,80,60
8/5/2018,115.08,0,115.08,0,115.08,91,63
8/6/2018,115.06,0,115.06,0,115.06,82,58
8/7/2018,115.05,0,115.05,0,115.05,79,57
8/8/2018,115.03,0,115.03,0,115.03,81,58
8/9/2018,115.03,0,115.03,0,115.03,86,57
8/10/2018,114.99,0,114.99,0,114.99,86,59
8/11/2018,114.95,0,114.95,0,114.95,87,60
8/12/2018,114.94,0,114.94,0,114.94,89,58
8/13/2018,114.92,0,114.92,0,114.92,88,56
8/14/2018,114.9,0,114.9,0,114.9,85,56
8/15/2018,114.87,0,114.87,0,114.87,81,60
8/16/2018,114.86,0,114.86,0,114.86,75,58
8/17/2018,114.85,0,114.85,0,114.85,84,59
8/18/2018,114.78,0,114.78,0,114.78,84,59
8/19/2018,114.81,0,114.81,0,114.81,77,56
8/20/2018,114.81,0,114.81,0,114.81,84,48
8/21/2018,114.78,0,114.78,0,114.78,76,49
8/22/2018,81.36,0,81.36,0,81.36,74,56
8/23/2018,76.16,0,76.16,0,76.16,74,56
8/24/2018,76.15,0,76.15,0,76.15,85,56
8/25/2018,85.17,0,85.17,0,85.17,86,60
8/26/2018,91.92,0,91.92,0,91.92,85,60
8/27/2018,91.87,0,91.87,0,91.87,88,59
8/28/2018,91.9,0,91.9,0,91.9,90,54
8/29/2018,100.77,0,100.77,0,100.77,73,53
8/30/2018,97.46,0,97.46,0,97.46,87,56
8/31/2018,98.57,0,98.57,0,98.57,90,57
9/1/2018,98.61,0,98.61,0,98.61,86,56
9/2/2018,98.58,0,98.58,0,98.58,86,53
9/3/2018,98.61,0,98.61,0,98.61,77,53
9/4/2018,98.58,0,98.58,0,98.58,75,53
9/5/2018,98.59,0,98.59,0,98.59,73,53
9/6/2018,99.62,0,99.62,0,99.62,79,51
9/7/2018,99.6,0,99.6,0,99.6,74,52
9/8/2018,108.41,0,108.41,0,108.41,73,50
9/9/2018,115.38,0,115.38,0,115.38,83,55
9/10/2018,115.32,0,115.32,0,115.32,84,54
9/11/2018,102.89,0,102.89,0,102.89,86,53.5
9/12/2018,99.57,0,99.57,0,99.57,88,53
9/13/2018,99.58,0,99.58,0,99.58,91,58
9/14/2018,99.58,0,99.58,0,99.58,93,52
9/15/2018,95.42,0,95.42,0,95.42,89,51
9/16/2018,91.77,0,91.77,0,91.77,91,51
9/17/2018,91.74,0,91.74,0,91.74,91,53
9/18/2018,91.7,0,91.7,0,91.7,90,56
9/19/2018,92.8,0,92.8,0,92.8,86,56
9/20/2018,92.93,0,92.93,0,92.93,82,58
9/21/2018,92.96,0,92.96,0,92.96,82,52
9/22/2018,92.96,0,92.96,0,92.96,77,51
9/23/2018,92.95,0,92.95,0,92.95,84,51
9/24/2018,92.94,0,92.94,0,92.94,84,53
9/25/2018,92.97,0,92.97,0,92.97,74,43
9/26/2018,105.94,0,105.94,0,105.94,62,44
9/27/2018,91.61,14.63,106.24,0,106.24,70,42
9/28/2018,91.82,14.63,106.45,0,106.45,78,42
9/29/2018,92.93,14.63,107.56,0,107.56,54,37
9/30/2018,93.04,14.63,107.67,0,107.67,83,43
10/1/2018,91.04,14.63,105.67,0,105.67,59,43
10/2/2018,77.93,14.63,92.56,0,92.56,65,45
10/3/2018,74.11,14.63,88.74,0,88.74,78,53
10/4/2018,75.5,14.63,90.13,0,90.13,84,50
10/5/2018,64.7,14.63,79.33,0,79.33,63,44
10/6/2018,58.31,14.63,72.94,0,72.94,72,36
10/7/2018,25.74,14.63,40.37,0,40.37,57,38
10/8/2018,24.14,13.82,37.96,0,37.96,47,37
10/9/2018,22.25,15.2,37.45,0,37.45,40,36
10/10/2018,22.24,14.66,36.9,0,36.9,40,31
10/11/2018,23.13,14.63,37.76,0,37.76,37,31
10/12/2018,24.13,14.63,38.76,0,38.76,49,36
10/13/2018,24.06,14.63,38.69,0,38.69,63,33
10/14/2018,22.54,14.63,37.17,0,37.17,65,23
10/15/2018,22.7,14.63,37.33,0,37.33,25,16
10/16/2018,23.29,14.63,37.92,0,37.92,46,16
10/17/2018,23.36,14.63,37.99,0,37.99,54,31
10/18/2018,22.83,14.63,37.46,0,37.46,62,35
10/19/2018,22.15,14.63,36.78,0,36.78,68,47
10/20/2018,22.15,13.89,36.04,0,36.04,65,35
10/21/2018,23.43,14.57,38,0,38,69,35
10/22/2018,23.67,14.63,38.3,0,38.3,72,40
10/23/2018,21.98,14.63,36.61,0,36.61,74,40
10/24/2018,22.06,14.63,36.69,0,36.69,73,40
10/25/2018,24.96,14.85,39.81,0,39.81,60,38
10/26/2018,54.04,14.63,68.67,0,68.67,64,37
10/27/2018,59.78,14.35,74.13,0,74.13,66,37
10/28/2018,61.41,14.63,76.04,0,76.04,70,41
10/29/2018,84.64,14.73,99.37,0,99.37,75,38
10/30/2018,92.93,14.63,107.56,0,107.56,78,38
10/31/2018,91.88,14.63,106.51,0,106.51,42,32
11/1/2018,91.55,14.63,106.18,0,106.18,51,32
11/2/2018,92.88,14.63,107.51,0,107.51,52,32
