Date,"Adjusted TOC, NF Above Conf.","Adjusted TP, NF Above Conf.","Adjusted turbidity, NF Above Conf."
5/19/2021,4.5835008,0.017103388,3.9660928
5/20/2021,4.5168,0.017117889,3.9488
5/21/2021,4.4475072,0.017133225,3.9308352
5/22/2021,4.3758816,0.017149375,3.9122656
5/23/2021,4.3021824,0.017166318,3.8931584
5/24/2021,4.2266688,0.017184032,3.8735808
5/25/2021,4.1496,0.017202497,3.8536
5/26/2021,4.0712352,0.017221691,3.8332832
5/27/2021,3.9918336,0.017241594,3.8126976
5/28/2021,3.9116544,0.017262182,3.7919104
5/29/2021,3.8309568,0.017283437,3.7709888
5/30/2021,3.75,0.017305335,3.75
5/31/2021,3.6690432,0.017327856,3.7290112
6/1/2021,3.5883456,0.017350979,3.7080896
6/2/2021,3.5081664,0.017374683,3.6873024
