Date,"Adjusted TOC, NF Above Conf.","Adjusted TP, NF Above Conf.","Adjusted turbidity, NF Above Conf."
12/29/2020,1.7123426916317135,-0.002679238488026983,1.0643599366662184
12/30/2020,1.7086558725122507,-0.0018806601899211588,1.0733366110357445
12/31/2020,1.7045416419683463,-0.0009875806939121656,1.085216632147005
1/1/2021,1.7,0.0,1.1
1/2/2021,1.6950309466072113,0.0010820818918153355,1.1176867145947291
1/3/2021,1.6896344817899802,0.0022586649815338478,1.138276775931193
1/4/2021,1.6838106055483075,0.0035297492691555316,1.1617701840093912
1/5/2021,1.6775593178821924,0.004895334754680385,1.1881669388293237
1/6/2021,1.6708806187916354,0.006355421438108412,1.2174670403909906
1/7/2021,1.6637745082766362,0.007910009319439611,1.249670488694392
1/8/2021,1.656240986337195,0.009559098398673985,1.284777283739528
1/9/2021,1.6482800529733117,0.011302688675811527,1.322787425526398
1/10/2021,1.6398917081849858,0.013140780150852238,1.3637009140550025
1/11/2021,1.6310759519722187,0.01507337282379613,1.4075177493253417
1/12/2021,1.6218327843350089,0.017100466694643192,1.4542379313374152
1/13/2021,1.6121622052733573,0.019222061763393417,1.5038614600912228
1/14/2021,1.6020642147872635,0.021438158030046825,1.5563883355867651
1/15/2021,1.5915388128767276,0.023748755494603396,1.6118185578240416
1/16/2021,1.58058599954175,0.026153854157063144,1.6701521268030528
1/17/2021,1.5695728788068273,0.028619647986550676,1.7304542408720367
1/18/2021,1.5607020748189444,0.03094330079781364,1.7871160901204217
1/19/2021,1.5543406916025988,0.033091006559976655,1.839202872896447
1/20/2021,1.5504887291577905,0.03506276527303972,1.8867145892001118
1/21/2021,1.5491461874845196,0.03685857693700282,1.9296512390314167
1/22/2021,1.550313066582786,0.038478441551865965,1.9680128223903615
1/23/2021,1.5539893664525897,0.03992235911762917,2.0017993392769458
1/24/2021,1.5601750870939306,0.04119032963429241,2.0310107896911704
1/25/2021,1.5688702285068086,0.04228235310185569,2.0556471736330346
1/26/2021,1.5800747906912245,0.043198429520319034,2.0757084911025387
1/27/2021,1.593788773647177,0.04393855888968241,2.091194742099683
1/28/2021,1.610012177374667,0.04450274120994584,2.1021059266244664
1/29/2021,1.6287450018736942,0.044890976481109304,2.1084420446768903
1/30/2021,1.6499872471442587,0.04510326470317282,2.1102030962569533
1/31/2021,1.6737389131863607,0.045139605876136385,2.1073890813646567
2/1/2021,1.7,0.045,2.1
2/2/2021,1.7287705075851763,0.04468444707476365,2.088035852162983
2/3/2021,1.7600504359418898,0.04419294710042736,2.0714966378536057
2/4/2021,1.7938397850701406,0.0435255000769911,2.0503823570718684
2/5/2021,1.830138554969929,0.042682106004454906,2.024693009817771
2/6/2021,1.8689467456412547,0.04166276488281874,1.9944285960913137
2/7/2021,1.9102643570841171,0.04046747671208262,1.9595891158924956
2/8/2021,1.9540913892985172,0.03909624149224655,1.9201745692213177
2/9/2021,2.000427842284455,0.037549059223310526,1.8761849560777795
2/10/2021,2.049273716041929,0.03582592990527455,1.8276202764618814
2/11/2021,2.100629010570941,0.03392685353813862,1.7744805303736233
2/12/2021,2.1544937258714905,0.031851830121902736,1.7167657178130045
2/13/2021,2.2108678619435764,0.02960085965656689,1.6544758387800258
2/14/2021,2.2697514187872008,0.027173942142131098,1.587610893274687
2/15/2021,2.3311443964023617,0.024571077578595356,1.516170881296988
2/16/2021,2.391709369972601,0.021947079570380064,1.4449230031836056
2/17/2021,2.448108914681458,0.019456761721905632,1.378634459271216
2/18/2021,2.500343030528935,0.017100124033172074,1.3173052495598196
2/19/2021,2.548411717515029,0.014877166504179378,1.2609353740494162
2/20/2021,2.5923149756397423,0.012787889134927547,1.2095248327400059
2/21/2021,2.6320528049030743,0.010832291925416583,1.1630736256315886
2/22/2021,2.6676252053050242,0.009010374875646479,1.121581752724164
2/23/2021,2.6990321768455936,0.0073221379856172435,1.085049214017733
2/24/2021,2.7262737195247815,0.005767581255328875,1.0534760095122948
2/25/2021,2.749349833342588,0.00434670468478137,1.0268621392078499
2/26/2021,2.768260518299013,0.003059508273974728,1.005207603104398
2/27/2021,2.7830057743940566,0.0019059920229089534,0.9885124012019386
2/28/2021,2.7935856016277185,0.0008861559315840456,0.9767765335004728
3/1/2021,2.8,0.0,0.97
3/2/2021,2.802248969510899,-0.0007524757718431799,0.9681828007005201
3/3/2021,2.800332510160417,-0.0013712713839454933,0.9713249356020333
3/4/2021,2.794250621948553,-0.001856386836306942,0.9794264047045396
3/5/2021,2.7840033048753092,-0.0022078221289275266,0.9924872080080389
3/6/2021,2.769590558940682,-0.002425577261807246,1.010507345512531
3/7/2021,2.751012384144675,-0.0025096522349460984,1.0334868172180165
3/8/2021,2.7282687804872863,-0.002460047048344089,1.061425623124495
3/9/2021,2.7013597479685156,-0.00227676170200121,1.0943237632319665
3/10/2021,2.6702852865883644,-0.0019597961959174695,1.132181237540431
3/11/2021,2.635045396346831,-0.0015091505300928627,1.1749980460498888
3/12/2021,2.595640077243916,-0.000924824704527389,1.2227741887603392
3/13/2021,2.5520693292796204,-0.00020681871922105348,1.275509665671783
3/14/2021,2.504333152453943,0.0006448674258261507,1.3332044767842195
3/15/2021,2.452431546766884,0.0016302337306142185,1.3958586220976492
3/16/2021,2.396364512218444,0.002749280195143153,1.4634721016120722
3/17/2021,2.3375547401360985,0.003979286189493737,1.535400006664452
3/18/2021,2.2845383784847035,0.005183927934150694,1.6077728852765703
3/19/2021,2.238738118591736,0.006340484799194816,1.6799458287853914
3/20/2021,2.2001539604571954,0.0074489567846260955,1.7519188371909153
3/21/2021,2.1687859040810813,0.008509343890444537,1.823691910493141
3/22/2021,2.144633949463394,0.009521646116650139,1.89526504869207
3/23/2021,2.1276980966041332,0.010485863463242902,1.9666382517877015
3/24/2021,2.1179783455033,0.011401995930222826,2.0378115197800355
3/25/2021,2.1154746961608932,0.01227004351758991,2.108784852669072
3/26/2021,2.1201871485769135,0.013090006225344154,2.179558250454811
3/27/2021,2.132115702751361,0.013861884053485563,2.250131713137253
3/28/2021,2.151260358684235,0.014585677002014127,2.320505240716397
3/29/2021,2.1776211163755352,0.015261385070929855,2.390678833192244
3/30/2021,2.2111979758252636,0.015889008260232745,2.4606524905647937
3/31/2021,2.251990937033418,0.016468546569922794,2.5304262128340453
4/1/2021,2.3,0.017,2.6
