Date ,South Platte Above Cheesman Flowrate (cfs),South Platte Below Cheesman Downstream (cfs) ,"Cheesman Air Temperature, Low (C)","Water Temperature, Cheesman, low (C)","Cheesman Air Temperature, High (C)","Water Temperature, Cheesman, high (C)",Roberts Tunnel Flowrate (cfs),"Strontia Springs Temperature, high (C)","Strontia Springs Temperature, low (C)"
6/27/2012,86.5,302.0,13.88888888888889,13.312288888888888,30.555555555555554,22.088955555555554,266.95,31.666666666666664,12.777777777777777
6/28/2012,87.8,283.0,11.666666666666666,12.142066666666665,31.666666666666664,22.674066666666665,284.40625,32.77777777777778,13.88888888888889
6/29/2012,88.9,279.0,12.222222222222221,12.43462222222222,31.666666666666664,22.674066666666665,313.5,32.77777777777778,13.88888888888889
6/30/2012,89.3,279.0,13.88888888888889,13.312288888888888,32.22222222222222,22.96662222222222,321.0604167,33.333333333333336,14.444444444444445
7/1/2012,90.1,290.0,14.444444444444445,13.604844444444444,33.333333333333336,23.551733333333335,343.1875,35.0,17.22222222222222
7/2/2012,92.0,300.0,15.0,13.8974,33.333333333333336,23.551733333333335,355.3,33.888888888888886,17.22222222222222
7/3/2012,115.0,308.0,11.666666666666666,12.142066666666665,31.666666666666664,22.674066666666665,355.3,32.77777777777778,13.333333333333332
7/4/2012,152.0,308.0,13.333333333333332,13.019733333333331,32.77777777777778,23.259177777777776,355.3,32.22222222222222,14.444444444444445
7/5/2012,158.0,323.0,14.444444444444445,13.604844444444444,31.666666666666664,22.674066666666665,362.425,33.333333333333336,11.666666666666666
7/6/2012,163.0,335.0,12.777777777777777,12.727177777777776,27.22222222222222,20.33362222222222,378.93125,27.77777777777778,12.777777777777777
7/7/2012,217.0,274.0,12.777777777777777,12.727177777777776,23.88888888888889,18.57828888888889,322.4458333,25.0,13.333333333333332
7/8/2012,210.0,180.0,12.777777777777777,12.727177777777776,22.77777777777778,17.993177777777777,148.3583333,22.22222222222222,12.777777777777777
7/9/2012,236.0,121.0,11.666666666666666,12.142066666666665,23.88888888888889,18.57828888888889,35.15,25.0,11.666666666666666
7/10/2012,229.0,166.0,12.222222222222221,12.43462222222222,27.22222222222222,20.33362222222222,88.70625,27.22222222222222,11.666666666666666
7/11/2012,224.0,229.0,11.666666666666666,12.142066666666665,29.444444444444443,21.503844444444443,209.0,30.555555555555554,12.777777777777777
7/12/2012,223.0,266.0,11.11111111111111,11.84951111111111,30.555555555555554,22.088955555555554,288.91875,31.11111111111111,14.444444444444445
7/13/2012,225.0,276.0,12.777777777777777,12.727177777777776,31.11111111111111,22.38151111111111,346.275,32.77777777777778,13.333333333333332
7/14/2012,223.0,276.0,13.88888888888889,13.312288888888888,30.0,21.7964,351.5,32.77777777777778,13.88888888888889
7/15/2012,224.0,277.0,12.222222222222221,12.43462222222222,31.11111111111111,22.38151111111111,354.35,32.77777777777778,13.88888888888889
7/16/2012,221.0,310.0,12.222222222222221,12.43462222222222,30.0,21.7964,353.4,35.0,11.666666666666666
7/17/2012,221.0,332.0,10.555555555555555,11.556955555555554,28.88888888888889,21.211288888888888,334.875,30.0,13.333333333333332
