Date ,South Platte Above Cheesman Flowrate (cfs),South Platte Below Cheesman Downstream (cfs) ,"Cheesman Air Temperature, Low (C)","Water Temperature, Cheesman, low (C)","Cheesman Air Temperature, High (C)","Water Temperature, Cheesman, high (C)",Roberts Tunnel Flowrate (cfs),"Strontia Springs Temperature, high (C)","Strontia Springs Temperature, low (C)"
12/14/2014,20.96853953,151.0,-8.333333333333334,1.6100666666666665,-0.5555555555555556,5.705844444444445,0.0,2.7777777777777777,-7.777777777777778
12/15/2014,20.4838637,135.0,-10.0,0.7324000000000002,5.555555555555555,8.923955555555555,0.0,2.2222222222222223,-7.777777777777778
12/16/2014,20.01039088,124.0,-7.222222222222222,2.1951777777777783,11.11111111111111,11.84951111111111,0.0,5.0,-7.222222222222222
12/17/2014,19.54786211,124.0,-6.666666666666666,2.4877333333333342,3.333333333333333,7.753733333333333,0.0,4.444444444444445,-3.888888888888889
12/18/2014,19.09602443,124.0,-10.555555555555555,0.4398444444444456,7.222222222222222,9.801622222222221,0.0,5.0,-7.222222222222222
12/19/2014,18.65463072,124.0,-10.555555555555555,0.4398444444444456,6.111111111111111,9.21651111111111,0.0,5.0,-7.222222222222222
12/20/2014,18.22343958,124.0,-3.888888888888889,3.9505111111111115,10.0,11.2644,0.0,6.111111111111111,-6.666666666666666
12/21/2014,17.80221517,124.0,-5.555555555555555,3.072844444444445,8.333333333333334,10.386733333333334,0.0,8.88888888888889,-4.444444444444445
12/22/2014,17.39072712,141.0,-8.88888888888889,1.317511111111111,3.333333333333333,7.753733333333333,0.0,4.444444444444445,-8.333333333333334
12/23/2014,16.98875038,151.0,-15.0,-1.900599999999999,0.5555555555555556,6.290955555555556,0.0,0.0,-13.333333333333332
12/24/2014,16.59606511,149.0,-13.333333333333332,-1.0229333333333317,8.333333333333334,10.386733333333334,0.0,7.777777777777778,-9.444444444444445
12/25/2014,16.21245653,147.0,-12.222222222222221,-0.4378222222222208,8.333333333333334,10.386733333333334,0.0,6.666666666666666,-9.444444444444445
12/26/2014,15.83771485,147.0,-19.444444444444443,-4.241044444444443,-6.666666666666666,2.4877333333333342,0.0,-7.777777777777778,-17.77777777777778
12/27/2014,15.47163511,147.0,-18.88888888888889,-3.948488888888889,-1.1111111111111112,5.413288888888889,0.0,-5.0,-17.77777777777778
12/28/2014,15.11401709,147.0,-12.777777777777777,-0.7303777777777762,3.333333333333333,7.753733333333333,0.0,3.888888888888889,-15.555555555555555
12/29/2014,14.76466521,147.0,-21.666666666666668,-5.411266666666666,-10.0,0.7324000000000002,0.0,-8.333333333333334,-18.88888888888889
12/30/2014,14.42338839,147.0,-25.0,-7.166599999999999,-15.0,-1.900599999999999,0.0,-18.333333333333332,-25.0
12/31/2014,14.09,147.0,-21.11111111111111,-5.118711111111109,-2.7777777777777777,4.535622222222223,0.0,-5.555555555555555,-21.11111111111111
1/1/2015,14.07564103,147.0,-17.22222222222222,-3.070822222222221,-8.333333333333334,1.6100666666666665,0.0,-5.555555555555555,-15.0
1/2/2015,14.06128205,147.0,-17.22222222222222,-3.070822222222221,2.2222222222222223,7.168622222222222,0.0,-1.1111111111111112,-12.777777777777777
1/3/2015,14.04692308,147.0,-18.333333333333332,-3.6559333333333317,-2.7777777777777777,4.535622222222223,0.0,-2.7777777777777777,-17.22222222222222
1/4/2015,14.0325641,147.0,-13.88888888888889,-1.315488888888888,7.777777777777778,10.094177777777777,0.0,0.5555555555555556,-17.77777777777778
1/5/2015,14.01820513,147.0,2.7777777777777777,7.4611777777777775,13.333333333333332,13.019733333333331,0.0,13.88888888888889,-6.111111111111111
1/6/2015,14.00384615,147.0,-7.222222222222222,2.1951777777777783,15.555555555555555,14.189955555555555,0.0,15.0,-8.333333333333334
1/7/2015,13.98948718,147.0,-8.333333333333334,1.6100666666666665,4.444444444444445,8.338844444444444,0.0,1.6666666666666665,-9.444444444444445
1/8/2015,13.97512821,147.0,-8.333333333333334,1.6100666666666665,12.222222222222221,12.43462222222222,0.0,8.88888888888889,-10.555555555555555
1/9/2015,13.96076923,147.0,-7.777777777777778,1.9026222222222229,5.0,8.6314,0.0,0.5555555555555556,-11.11111111111111
1/10/2015,13.94641026,147.0,-3.888888888888889,3.9505111111111115,13.88888888888889,13.312288888888888,0.0,12.777777777777777,-5.0
1/11/2015,13.93205128,146.0,-2.7777777777777777,4.535622222222223,6.111111111111111,9.21651111111111,0.0,6.111111111111111,-3.333333333333333
1/12/2015,13.91769231,146.0,-6.111111111111111,2.7802888888888897,5.0,8.6314,0.0,-2.2222222222222223,-6.111111111111111
1/13/2015,13.90333333,146.0,-8.333333333333334,1.6100666666666665,5.555555555555555,8.923955555555555,0.0,5.0,-8.88888888888889
1/14/2015,13.88897436,146.0,-8.88888888888889,1.317511111111111,7.222222222222222,9.801622222222221,0.0,5.555555555555555,-9.444444444444445
1/15/2015,13.87461538,146.0,-8.88888888888889,1.317511111111111,11.666666666666666,12.142066666666665,0.0,8.88888888888889,-6.111111111111111
1/16/2015,13.86025641,146.0,-0.5555555555555556,5.705844444444445,15.0,13.8974,0.0,12.777777777777777,-2.7777777777777777
1/17/2015,13.84589744,145.0,-2.7777777777777777,4.535622222222223,10.555555555555555,11.556955555555554,0.0,10.555555555555555,-2.7777777777777777
1/18/2015,13.83153846,145.0,0.5555555555555556,6.290955555555556,15.555555555555555,14.189955555555555,0.0,15.555555555555555,-3.888888888888889
1/19/2015,13.81717949,145.0,-3.333333333333333,4.243066666666667,13.88888888888889,13.312288888888888,0.0,13.333333333333332,-3.888888888888889
1/20/2015,13.80282051,132.0,-5.555555555555555,3.072844444444445,5.555555555555555,8.923955555555555,0.0,4.444444444444445,-5.0
1/21/2015,13.78846154,124.0,-17.22222222222222,-3.070822222222221,5.555555555555555,8.923955555555555,0.0,-3.888888888888889,-14.444444444444445
1/22/2015,13.77410256,124.0,-17.77777777777778,-3.363377777777778,1.1111111111111112,6.583511111111111,0.0,0.0,-12.777777777777777
1/23/2015,13.75974359,137.0,-13.333333333333332,-1.0229333333333317,6.111111111111111,9.21651111111111,0.0,5.555555555555555,-10.555555555555555
1/24/2015,13.74538462,145.0,-9.444444444444445,1.0249555555555556,6.666666666666666,9.509066666666666,0.0,5.0,-8.88888888888889
1/25/2015,13.73102564,145.0,-4.444444444444445,3.6579555555555556,13.333333333333332,13.019733333333331,0.0,13.333333333333332,-8.333333333333334
1/26/2015,13.71666667,145.0,-4.444444444444445,3.6579555555555556,18.333333333333332,15.652733333333332,0.0,15.555555555555555,-2.2222222222222223
1/27/2015,13.70230769,145.0,-4.444444444444445,3.6579555555555556,18.333333333333332,15.652733333333332,0.0,19.444444444444443,-3.888888888888889
1/28/2015,13.68794872,145.0,-2.7777777777777777,4.535622222222223,12.222222222222221,12.43462222222222,0.0,15.0,-3.333333333333333
1/29/2015,13.67358974,145.0,-1.1111111111111112,5.413288888888889,6.666666666666666,9.509066666666666,0.0,7.222222222222222,-2.2222222222222223
1/30/2015,13.65923077,145.0,-1.6666666666666665,5.120733333333334,7.222222222222222,9.801622222222221,0.0,8.88888888888889,-2.7777777777777777
1/31/2015,13.64487179,145.0,-11.11111111111111,0.14728888888889013,1.1111111111111112,6.583511111111111,0.0,2.7777777777777777,-6.666666666666666
2/1/2015,13.63051282,145.0,-10.0,0.7324000000000002,4.444444444444445,8.338844444444444,0.0,-2.2222222222222223,-10.0
2/2/2015,13.61615385,145.0,-3.888888888888889,3.9505111111111115,12.222222222222221,12.43462222222222,0.0,10.555555555555555,-8.333333333333334
2/3/2015,13.60179487,159.0,-2.2222222222222223,4.828177777777778,13.88888888888889,13.312288888888888,0.0,15.0,-5.0
2/4/2015,13.5874359,143.0,-6.111111111111111,2.7802888888888897,0.0,5.9984,0.0,0.5555555555555556,-5.555555555555555
2/5/2015,13.57307692,122.0,-1.1111111111111112,5.413288888888889,15.555555555555555,14.189955555555555,0.0,17.77777777777778,-3.888888888888889
2/6/2015,13.55871795,122.0,0.5555555555555556,6.290955555555556,18.88888888888889,15.94528888888889,0.0,20.555555555555554,-0.5555555555555556
2/7/2015,13.54435897,124.0,2.7777777777777777,7.4611777777777775,21.11111111111111,17.11551111111111,0.0,20.0,0.0
2/8/2015,13.53,124.0,-1.6666666666666665,5.120733333333334,18.333333333333332,15.652733333333332,0.0,19.444444444444443,-2.7777777777777777
2/9/2015,14.14377557,124.0,-1.1111111111111112,5.413288888888889,18.333333333333332,15.652733333333332,0.0,21.11111111111111,-4.444444444444445
2/10/2015,14.78539449,118.0,-1.6666666666666665,5.120733333333334,13.88888888888889,13.312288888888888,0.0,12.777777777777777,-0.5555555555555556
2/11/2015,15.45611984,104.0,-6.111111111111111,2.7802888888888897,7.777777777777778,10.094177777777777,0.0,5.555555555555555,-3.888888888888889
2/12/2015,16.157272,101.0,-3.888888888888889,3.9505111111111115,15.0,13.8974,0.0,14.444444444444445,-2.2222222222222223
2/13/2015,16.89023127,101.0,-4.444444444444445,3.6579555555555556,16.666666666666668,14.775066666666667,0.0,15.0,-1.1111111111111112
2/14/2015,17.65644053,101.0,-4.444444444444445,3.6579555555555556,20.555555555555554,16.822955555555552,0.0,16.11111111111111,-3.333333333333333
2/15/2015,18.45740815,101.0,-6.666666666666666,2.4877333333333342,2.7777777777777777,7.4611777777777775,0.0,1.6666666666666665,-4.444444444444445
2/16/2015,19.29471091,101.0,-13.333333333333332,-1.0229333333333317,-2.7777777777777777,4.535622222222223,0.0,-2.7777777777777777,-16.11111111111111
2/17/2015,20.1699971,101.0,-12.777777777777777,-0.7303777777777762,1.6666666666666665,6.8760666666666665,0.0,1.1111111111111112,-16.11111111111111
2/18/2015,21.08498982,101.0,-5.555555555555555,3.072844444444445,11.666666666666666,12.142066666666665,0.0,9.444444444444445,-12.222222222222221
2/19/2015,22.04149032,101.0,-3.333333333333333,4.243066666666667,16.11111111111111,14.48251111111111,0.0,16.666666666666668,-6.111111111111111
2/20/2015,23.04138155,90.7,-4.444444444444445,3.6579555555555556,11.11111111111111,11.84951111111111,0.0,14.444444444444445,-6.111111111111111
2/21/2015,24.08663189,79.9,-13.333333333333332,-1.0229333333333317,0.0,5.9984,0.0,-0.5555555555555556,-11.666666666666666
2/22/2015,25.17929902,80.0,-15.555555555555555,-2.1931555555555544,-10.555555555555555,0.4398444444444456,0.0,-11.11111111111111,-16.666666666666668
2/23/2015,26.32153396,80.1,-15.0,-1.900599999999999,0.5555555555555556,6.290955555555556,0.0,-7.777777777777778,-16.666666666666668
2/24/2015,27.51558529,80.2,-15.0,-1.900599999999999,6.111111111111111,9.21651111111111,0.0,5.555555555555555,-11.666666666666666
2/25/2015,28.76380363,80.9,-16.666666666666668,-2.778266666666667,5.555555555555555,8.923955555555555,0.0,7.777777777777778,-18.88888888888889
2/26/2015,30.0686462,81.2,-20.555555555555554,-4.8261555555555535,-5.0,3.3654,0.0,-8.88888888888889,-21.666666666666668
2/27/2015,31.43268172,104.0,-19.444444444444443,-4.241044444444443,-2.2222222222222223,4.828177777777778,0.0,-7.222222222222222,-21.666666666666668
2/28/2015,32.85859541,120.0,-13.333333333333332,-1.0229333333333317,3.333333333333333,7.753733333333333,0.0,-5.0,-16.666666666666668
3/1/2015,34.34919432,120.0,-11.11111111111111,0.14728888888889013,0.5555555555555556,6.290955555555556,0.0,-4.444444444444445,-13.88888888888889
3/2/2015,35.90741282,120.0,-4.444444444444445,3.6579555555555556,11.666666666666666,12.142066666666665,0.0,7.222222222222222,-13.333333333333332
3/3/2015,37.53631843,108.0,-13.88888888888889,-1.315488888888888,-2.2222222222222223,4.828177777777778,0.0,-3.888888888888889,-12.777777777777777
3/4/2015,39.23911779,99.1,-15.0,-1.900599999999999,-7.222222222222222,2.1951777777777783,0.0,-8.333333333333334,-15.555555555555555
3/5/2015,41.01916302,99.1,-11.666666666666666,-0.14526666666666532,8.333333333333334,10.386733333333334,0.0,7.777777777777778,-13.88888888888889
3/6/2015,42.87995831,118.0,-6.666666666666666,2.4877333333333342,13.88888888888889,13.312288888888888,0.0,12.222222222222221,-5.0
3/7/2015,44.8251668,139.0,-6.111111111111111,2.7802888888888897,12.222222222222221,12.43462222222222,0.0,15.555555555555555,-5.0
3/8/2015,46.85861783,106.0,-5.0,3.3654,11.666666666666666,12.142066666666665,0.0,8.88888888888889,-5.555555555555555
3/9/2015,48.98431443,88.9,-5.0,3.3654,13.333333333333332,13.019733333333331,0.0,13.333333333333332,-3.888888888888889
3/10/2015,51.20644123,89.5,-5.0,3.3654,13.88888888888889,13.312288888888888,0.0,13.88888888888889,-2.2222222222222223
3/11/2015,53.5293727,98.3,-2.7777777777777777,4.535622222222223,15.0,13.8974,0.0,19.444444444444443,-2.2222222222222223
3/12/2015,55.95768174,116.0,0.5555555555555556,6.290955555555556,15.555555555555555,14.189955555555555,0.0,16.11111111111111,-1.1111111111111112
3/13/2015,58.49614871,116.0,-3.888888888888889,3.9505111111111115,8.88888888888889,10.67928888888889,0.0,11.666666666666666,-2.2222222222222223
3/14/2015,61.14977082,116.0,-3.888888888888889,3.9505111111111115,17.77777777777778,15.360177777777778,0.0,20.0,0.0
3/15/2015,63.92377198,116.0,-0.5555555555555556,5.705844444444445,23.88888888888889,18.57828888888889,0.0,24.444444444444443,2.2222222222222223
3/16/2015,66.82361305,116.0,1.6666666666666665,6.8760666666666665,24.444444444444443,18.870844444444444,0.0,25.0,2.2222222222222223
3/17/2015,69.85500265,97.3,0.5555555555555556,6.290955555555556,14.444444444444445,13.604844444444444,0.0,16.666666666666668,5.0
3/18/2015,73.02390836,85.0,0.5555555555555556,6.290955555555556,15.555555555555555,14.189955555555555,0.0,16.666666666666668,2.2222222222222223
3/19/2015,76.33656846,74.9,-3.333333333333333,4.243066666666667,3.333333333333333,7.753733333333333,0.0,4.444444444444445,-1.1111111111111112
3/20/2015,79.79950423,65.6,-3.333333333333333,4.243066666666667,14.444444444444445,13.604844444444444,0.0,16.666666666666668,-0.5555555555555556
3/21/2015,83.41953279,65.6,-2.7777777777777777,4.535622222222223,17.77777777777778,15.360177777777778,0.0,20.0,0.5555555555555556
3/22/2015,87.2037805,65.6,1.1111111111111112,6.583511111111111,16.666666666666668,14.775066666666667,0.0,18.88888888888889,0.5555555555555556
3/23/2015,91.159697,65.6,0.5555555555555556,6.290955555555556,17.77777777777778,15.360177777777778,0.0,20.555555555555554,-1.1111111111111112
3/24/2015,95.29506989,65.6,0.0,5.9984,13.88888888888889,13.312288888888888,0.0,16.666666666666668,-1.6666666666666665
3/25/2015,99.61804003,65.6,-7.222222222222222,2.1951777777777783,2.7777777777777777,7.4611777777777775,0.0,3.333333333333333,-6.666666666666666
3/26/2015,104.1371176,65.6,-5.555555555555555,3.072844444444445,14.444444444444445,13.604844444444444,0.0,14.444444444444445,-6.666666666666666
3/27/2015,108.8611988,65.9,-1.1111111111111112,5.413288888888889,18.88888888888889,15.94528888888889,0.0,19.444444444444443,-1.6666666666666665
3/28/2015,113.7995835,66.3,0.5555555555555556,6.290955555555556,22.22222222222222,17.700622222222222,0.0,24.444444444444443,-1.6666666666666665
3/29/2015,118.9619933,66.8,0.5555555555555556,6.290955555555556,18.88888888888889,15.94528888888889,0.0,16.666666666666668,0.0
3/30/2015,124.3585909,67.1,-0.5555555555555556,5.705844444444445,21.11111111111111,17.11551111111111,0.0,21.666666666666668,2.7777777777777777
3/31/2015,130.0,67.1,0.0,5.9984,22.22222222222222,17.700622222222222,0.0,23.88888888888889,2.2222222222222223
4/1/2015,132.0,67.1,1.6666666666666665,6.8760666666666665,18.88888888888889,15.94528888888889,0.0,21.666666666666668,2.2222222222222223
4/2/2015,130.0,67.1,-6.666666666666666,2.4877333333333342,11.11111111111111,11.84951111111111,0.0,8.333333333333334,-6.111111111111111
4/3/2015,128.0,67.1,-5.555555555555555,3.072844444444445,8.88888888888889,10.67928888888889,0.0,8.333333333333334,-6.111111111111111
4/4/2015,120.0,67.1,-3.333333333333333,4.243066666666667,17.77777777777778,15.360177777777778,0.0,16.11111111111111,-4.444444444444445
4/5/2015,112.0,67.1,0.0,5.9984,19.444444444444443,16.23784444444444,0.0,22.77777777777778,-2.7777777777777777
4/6/2015,106.0,98.2,3.888888888888889,8.046288888888888,20.555555555555554,16.822955555555552,0.0,17.77777777777778,-2.7777777777777777
4/7/2015,101.0,130.0,-2.7777777777777777,4.535622222222223,20.0,16.5304,0.0,16.11111111111111,-2.2222222222222223
4/8/2015,96.4,130.0,-2.2222222222222223,4.828177777777778,17.22222222222222,15.067622222222221,0.0,15.555555555555555,-2.7777777777777777
4/9/2015,94.0,130.0,-1.6666666666666665,5.120733333333334,8.333333333333334,10.386733333333334,0.0,8.88888888888889,-2.2222222222222223
4/10/2015,92.9,130.0,-2.2222222222222223,4.828177777777778,15.555555555555555,14.189955555555555,0.0,15.555555555555555,0.5555555555555556
4/11/2015,93.3,130.0,-2.2222222222222223,4.828177777777778,17.77777777777778,15.360177777777778,0.0,20.0,-1.6666666666666665
4/12/2015,96.1,130.0,-2.2222222222222223,4.828177777777778,17.22222222222222,15.067622222222221,0.0,19.444444444444443,-1.6666666666666665
4/13/2015,96.4,153.0,-0.5555555555555556,5.705844444444445,18.88888888888889,15.94528888888889,0.0,18.333333333333332,1.6666666666666665
4/14/2015,94.8,168.0,1.6666666666666665,6.8760666666666665,20.0,16.5304,0.0,22.77777777777778,3.333333333333333
4/15/2015,98.9,168.0,-1.6666666666666665,5.120733333333334,15.555555555555555,14.189955555555555,0.0,15.555555555555555,-1.1111111111111112
4/16/2015,104.0,168.0,-2.2222222222222223,4.828177777777778,1.1111111111111112,6.583511111111111,0.0,1.6666666666666665,-1.1111111111111112
4/17/2015,121.0,168.0,-1.6666666666666665,5.120733333333334,7.777777777777778,10.094177777777777,0.0,8.333333333333334,-0.5555555555555556
4/18/2015,143.0,168.0,-0.5555555555555556,5.705844444444445,8.333333333333334,10.386733333333334,0.0,10.0,0.0
4/19/2015,149.0,140.0,-1.6666666666666665,5.120733333333334,7.222222222222222,9.801622222222221,0.0,8.88888888888889,-2.7777777777777777
4/20/2015,151.0,99.2,-1.6666666666666665,5.120733333333334,11.666666666666666,12.142066666666665,0.0,12.777777777777777,-1.6666666666666665
4/21/2015,156.0,79.0,-1.1111111111111112,5.413288888888889,17.77777777777778,15.360177777777778,0.0,18.333333333333332,0.5555555555555556
4/22/2015,156.0,64.0,1.6666666666666665,6.8760666666666665,17.22222222222222,15.067622222222221,0.0,20.0,2.7777777777777777
4/23/2015,156.0,64.0,0.5555555555555556,6.290955555555556,17.22222222222222,15.067622222222221,0.0,20.555555555555554,1.1111111111111112
4/24/2015,156.0,55.4,-0.5555555555555556,5.705844444444445,14.444444444444445,13.604844444444444,0.0,17.22222222222222,-1.1111111111111112
4/25/2015,158.0,48.2,3.888888888888889,8.046288888888888,16.666666666666668,14.775066666666667,0.0,19.444444444444443,3.888888888888889
4/26/2015,170.0,48.5,1.1111111111111112,6.583511111111111,5.0,8.6314,0.0,5.555555555555555,2.7777777777777777
4/27/2015,206.0,48.9,1.1111111111111112,6.583511111111111,5.0,8.6314,0.0,6.111111111111111,-0.5555555555555556
4/28/2015,217.0,49.5,0.0,5.9984,16.11111111111111,14.48251111111111,0.0,16.11111111111111,-0.5555555555555556
4/29/2015,233.0,49.5,0.5555555555555556,6.290955555555556,22.77777777777778,17.993177777777777,0.0,22.77777777777778,4.444444444444445
4/30/2015,238.0,74.0,3.888888888888889,8.046288888888888,22.22222222222222,17.700622222222222,0.0,24.444444444444443,6.111111111111111
5/1/2015,226.0,105.0,5.555555555555555,8.923955555555555,19.444444444444443,16.23784444444444,0.0,16.666666666666668,6.666666666666666
5/2/2015,218.0,122.0,4.444444444444445,8.338844444444444,21.666666666666668,17.408066666666667,0.0,21.666666666666668,6.666666666666666
5/3/2015,207.0,289.0,6.666666666666666,9.509066666666666,21.11111111111111,17.11551111111111,0.0,22.22222222222222,6.111111111111111
5/4/2015,205.0,365.0,6.111111111111111,9.21651111111111,15.0,13.8974,0.0,13.88888888888889,5.555555555555555
5/5/2015,231.0,394.0,5.555555555555555,8.923955555555555,10.0,11.2644,0.0,10.555555555555555,6.666666666666666
5/6/2015,286.0,455.0,5.0,8.6314,17.22222222222222,15.067622222222221,0.0,17.77777777777778,6.111111111111111
5/7/2015,309.0,485.0,5.555555555555555,8.923955555555555,15.0,13.8974,0.0,14.444444444444445,6.111111111111111
5/8/2015,299.0,487.0,2.2222222222222223,7.168622222222222,15.555555555555555,14.189955555555555,0.0,12.777777777777777,5.555555555555555
5/9/2015,318.0,532.0,-6.111111111111111,2.7802888888888897,11.11111111111111,11.84951111111111,0.0,9.444444444444445,-3.333333333333333
5/10/2015,378.0,604.0,-3.888888888888889,3.9505111111111115,5.555555555555555,8.923955555555555,0.0,5.555555555555555,-1.1111111111111112
5/11/2015,429.0,649.0,1.6666666666666665,6.8760666666666665,14.444444444444445,13.604844444444444,0.0,14.444444444444445,-1.1111111111111112
5/12/2015,492.0,749.0,6.666666666666666,9.509066666666666,19.444444444444443,16.23784444444444,0.0,23.333333333333332,6.111111111111111
5/13/2015,459.0,770.0,2.7777777777777777,7.4611777777777775,15.555555555555555,14.189955555555555,0.0,23.333333333333332,6.111111111111111
5/14/2015,423.0,722.0,3.888888888888889,8.046288888888888,18.333333333333332,15.652733333333332,0.0,22.22222222222222,5.555555555555555
5/15/2015,389.0,658.0,0.5555555555555556,6.290955555555556,15.0,13.8974,0.0,17.77777777777778,1.6666666666666665
5/16/2015,357.0,609.0,1.6666666666666665,6.8760666666666665,13.333333333333332,13.019733333333331,0.0,15.555555555555555,-0.5555555555555556
5/17/2015,340.0,570.0,4.444444444444445,8.338844444444444,18.88888888888889,15.94528888888889,0.0,18.333333333333332,2.2222222222222223
5/18/2015,355.0,586.0,2.2222222222222223,7.168622222222222,12.777777777777777,12.727177777777776,0.0,12.777777777777777,2.7777777777777777
5/19/2015,542.0,751.0,2.7777777777777777,7.4611777777777775,10.555555555555555,11.556955555555554,0.0,7.777777777777778,2.2222222222222223
5/20/2015,659.0,966.0,1.6666666666666665,6.8760666666666665,12.777777777777777,12.727177777777776,0.0,5.555555555555555,2.2222222222222223
5/21/2015,646.0,1000.0,5.0,8.6314,15.555555555555555,14.189955555555555,0.0,10.555555555555555,4.444444444444445
5/22/2015,781.0,1080.0,5.555555555555555,8.923955555555555,15.555555555555555,14.189955555555555,0.0,13.88888888888889,6.666666666666666
5/23/2015,829.0,1170.0,1.6666666666666665,6.8760666666666665,13.88888888888889,13.312288888888888,0.0,15.0,2.2222222222222223
5/24/2015,815.0,1160.0,2.7777777777777777,7.4611777777777775,15.0,13.8974,0.0,15.555555555555555,2.2222222222222223
5/25/2015,782.0,1110.0,3.333333333333333,7.753733333333333,18.333333333333332,15.652733333333332,0.0,18.333333333333332,3.333333333333333
5/26/2015,743.0,1060.0,4.444444444444445,8.338844444444444,19.444444444444443,16.23784444444444,0.0,21.11111111111111,5.0
5/27/2015,731.0,1030.0,6.666666666666666,9.509066666666666,21.11111111111111,17.11551111111111,0.0,22.22222222222222,6.111111111111111
5/28/2015,724.0,1010.0,4.444444444444445,8.338844444444444,22.77777777777778,17.993177777777777,0.0,24.444444444444443,2.7777777777777777
5/29/2015,720.0,997.0,3.888888888888889,8.046288888888888,18.333333333333332,15.652733333333332,0.0,18.88888888888889,2.7777777777777777
5/30/2015,720.0,990.0,8.88888888888889,10.67928888888889,22.22222222222222,17.700622222222222,0.0,21.666666666666668,6.111111111111111
5/31/2015,721.0,991.0,27.77777777777778,20.626177777777777,14.444444444444445,13.604844444444444,0.0,20.555555555555554,8.88888888888889
6/1/2015,717.0,1000.0,11.11111111111111,11.84951111111111,25.555555555555554,19.455955555555555,0.0,26.11111111111111,10.555555555555555
6/2/2015,715.0,1020.0,6.111111111111111,9.21651111111111,28.88888888888889,21.211288888888888,0.0,28.88888888888889,7.222222222222222
6/3/2015,712.0,1030.0,7.777777777777778,10.094177777777777,25.0,19.1634,0.0,22.77777777777778,7.222222222222222
6/4/2015,716.0,1040.0,12.777777777777777,12.727177777777776,27.77777777777778,20.626177777777777,0.0,26.11111111111111,11.11111111111111
6/5/2015,736.0,1080.0,8.88888888888889,10.67928888888889,21.666666666666668,17.408066666666667,0.0,20.0,10.0
6/6/2015,803.0,1150.0,6.666666666666666,9.509066666666666,21.666666666666668,17.408066666666667,0.0,21.666666666666668,5.555555555555555
6/7/2015,875.0,1230.0,6.111111111111111,9.21651111111111,22.22222222222222,17.700622222222222,0.0,22.77777777777778,6.111111111111111
6/8/2015,913.0,1290.0,7.777777777777778,10.094177777777777,26.666666666666664,20.041066666666666,0.0,25.555555555555554,10.0
6/9/2015,919.0,1260.0,11.666666666666666,12.142066666666665,28.88888888888889,21.211288888888888,0.0,27.22222222222222,12.222222222222221
6/10/2015,947.0,1250.0,10.555555555555555,11.556955555555554,23.333333333333332,18.285733333333333,0.0,21.666666666666668,11.666666666666666
6/11/2015,1060.0,1350.0,10.555555555555555,11.556955555555554,22.77777777777778,17.993177777777777,0.0,21.11111111111111,11.11111111111111
6/12/2015,1260.0,1520.0,8.333333333333334,10.386733333333334,21.11111111111111,17.11551111111111,0.0,21.11111111111111,10.555555555555555
6/13/2015,1370.0,1650.0,9.444444444444445,10.971844444444445,26.666666666666664,20.041066666666666,0.0,27.22222222222222,10.555555555555555
6/14/2015,1430.0,1700.0,9.444444444444445,10.971844444444445,26.666666666666664,20.041066666666666,0.0,25.0,9.444444444444445
6/15/2015,1570.0,1820.0,11.666666666666666,12.142066666666665,23.333333333333332,18.285733333333333,0.0,20.555555555555554,10.0
6/16/2015,1890.0,2000.0,13.88888888888889,13.312288888888888,25.555555555555554,19.455955555555555,0.0,25.0,12.222222222222221
6/17/2015,2130.0,2130.0,10.0,11.2644,28.333333333333332,20.918733333333332,0.0,26.11111111111111,12.777777777777777
6/18/2015,1940.0,2050.0,10.0,11.2644,26.11111111111111,19.74851111111111,0.0,24.444444444444443,12.777777777777777
6/19/2015,1950.0,2000.0,10.555555555555555,11.556955555555554,32.22222222222222,22.96662222222222,0.0,31.666666666666664,10.0
6/20/2015,1880.0,1950.0,11.11111111111111,11.84951111111111,31.666666666666664,22.674066666666665,0.0,31.11111111111111,12.777777777777777
6/21/2015,1740.0,1860.0,11.666666666666666,12.142066666666665,33.888888888888886,23.844288888888887,0.0,33.888888888888886,9.444444444444445
6/22/2015,1950.0,1840.0,11.666666666666666,12.142066666666665,33.888888888888886,23.844288888888887,0.0,24.444444444444443,12.777777777777777
6/23/2015,1980.0,1830.0,15.0,13.8974,32.77777777777778,23.259177777777776,0.0,28.88888888888889,12.777777777777777
6/24/2015,1860.0,1740.0,11.11111111111111,11.84951111111111,31.11111111111111,22.38151111111111,0.0,30.0,12.222222222222221
6/25/2015,1910.0,1750.0,11.11111111111111,11.84951111111111,29.444444444444443,21.503844444444443,0.0,27.22222222222222,13.333333333333332
6/26/2015,1870.0,1690.0,11.11111111111111,11.84951111111111,24.444444444444443,18.870844444444444,0.0,23.88888888888889,11.666666666666666
6/27/2015,1756.0,1630.0,11.11111111111111,11.84951111111111,28.88888888888889,21.211288888888888,0.0,28.333333333333332,12.777777777777777
6/28/2015,1642.0,1530.0,11.666666666666666,12.142066666666665,28.333333333333332,20.918733333333332,0.0,28.88888888888889,12.777777777777777
6/29/2015,1528.0,1460.0,11.666666666666666,12.142066666666665,28.333333333333332,20.918733333333332,0.0,27.22222222222222,12.222222222222221
6/30/2015,1414.0,1350.0,11.666666666666666,12.142066666666665,32.22222222222222,22.96662222222222,0.0,31.11111111111111,13.333333333333332
7/1/2015,1300.0,1340.0,12.777777777777777,12.727177777777776,29.444444444444443,21.503844444444443,0.0,27.77777777777778,13.88888888888889
