SAMPLE_NUMBER,SAMPLED_DATE,SAMPLE_NAME,SAMPLING_POINT_DESCRIPTION,SITE,FACILITY,ANALYTE,FORMATTED_ENTRY,UNITS,DEPTH,Target,Date,Time
586053,9/24/19 11:53,RS-MR-01-T-1,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,16,ng/L,1,MLOWH,9/24/2019,11:53:00
586074,9/24/19 12:10,RS-MR-01-I-6,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,9,ng/L,6,MLOWM,9/24/2019,12:10:00
586093,9/24/19 12:18,RS-MR-01-B-18,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,7,ng/L,18,MLOWL,9/24/2019,12:18:00
609687,10/1/19 8:52,RS-MR-01-A-4,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,6.69,ng/L,4,MLOWM,10/1/2019,8:52:00
609689,10/1/19 8:57,RS-MR-01-A-8,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,6.44,ng/L,8,MLOWM,10/1/2019,8:57:00
609691,10/1/19 9:02,RS-MR-01-A-12,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,7.23,ng/L,12,MLOWM,10/1/2019,9:02:00
615056,10/15/19 10:30,RS-MR-01-A-8,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,27,ng/L,8,MLOWM,10/15/2019,10:30:00
598593,10/15/19 11:10,RS-MR-01-T-1,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,56,ng/L,1,MLOWH,10/15/2019,11:10:00
598604,10/15/19 11:20,RS-MR-01-I-8,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,48,ng/L,8,MLOWM,10/15/2019,11:20:00
598613,10/15/19 11:30,RS-MR-01-B-18,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,33,ng/L,18,MLOWL,10/15/2019,11:30:00
616274,10/22/19 12:32,RS-MR-01-A-4,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,34,ng/L,4,MLOWM,10/22/2019,12:32:00
616276,10/22/19 12:35,RS-MR-01-A-8,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,27,ng/L,8,MLOWM,10/22/2019,12:35:00
616278,10/22/19 12:37,RS-MR-01-A-12,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,32,ng/L,12,MLOWM,10/22/2019,12:37:00
643431,1/7/20 13:09,RS-MR-01-A-1,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,11,ng/L,1,MLOWH,1/7/2020,13:09:00
643448,1/7/20 13:14,RS-MR-01-A-4,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,10,ng/L,4,MLOWM,1/7/2020,13:14:00
643452,1/7/20 13:19,RS-MR-01-A-10,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,10,ng/L,10,MLOWM,1/7/2020,13:19:00
651774,1/28/20 13:12,RS-MR-01-A-1,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,8,ng/L,1,MLOWH,1/28/2020,13:12:00
651776,1/28/20 13:14,RS-MR-01-A-4,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,7,ng/L,4,MLOWM,1/28/2020,13:14:00
651778,1/28/20 13:15,RS-MR-01-A-10,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,8,ng/L,10,MLOWM,1/28/2020,13:15:00
659645,2/12/20 8:26,RS-MR-01-A-1,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,5.3,ng/L,1,MLOWH,2/12/2020,8:26:00
659647,2/12/20 8:27,RS-MR-01-A-4,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,6.3,ng/L,4,MLOWM,2/12/2020,8:27:00
659649,2/12/20 8:30,RS-MR-01-A-10,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,5.9,ng/L,10,MLOWM,2/12/2020,8:30:00
664981,2/25/20 7:23,RS-MR-01-A-10,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,5,ng/L,10,MLOWM,2/25/2020,7:23:00
664977,2/25/20 7:25,RS-MR-01-A-4,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,5,ng/L,4,MLOWM,2/25/2020,7:25:00
664973,2/25/20 7:30,RS-MR-01-A-1,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,5,ng/L,1,MLOWH,2/25/2020,7:30:00
669432,3/3/20 8:25,RS-MR-01-A-1,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,4,ng/L,1,MLOWH,3/3/2020,8:25:00
669434,3/3/20 8:27,RS-MR-01-A-4,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,5,ng/L,4,MLOWM,3/3/2020,8:27:00
669436,3/3/20 8:30,RS-MR-01-A-10,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,5,ng/L,10,MLOWM,3/3/2020,8:30:00
668272,4/21/20 9:50,RS-MR-01-T-1,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,2,ng/L,1,MLOWH,4/21/2020,9:50:00
668283,4/21/20 10:00,RS-MR-01-I-4,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,2,ng/L,4,MLOWM,4/21/2020,10:00:00
668292,4/21/20 10:10,RS-MR-01-B-11,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,2,ng/L,11,MLOWM,4/21/2020,10:10:00
801385,10/16/20 8:58,RS-MR-01-I-4,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,14,ng/L,4,MLOWM,10/16/2020,8:58:00
801383,10/16/20 8:58,RS-MR-01-B-9,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,14,ng/L,9,MLOWM,10/16/2020,8:58:00
801381,10/16/20 8:58,RS-MR-01-T-1,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,15,ng/L,1,MLOWH,10/16/2020,8:58:00
