Date ,Conduit 20 to Marston Total (No Chatfield water) ,Conduit 20 (with Chatfield flow) (cfs),Marston WTP Outflow (cfs),Strontia Springs Outflow (cfs),"Marston Temperature, high (C)","Marston Temperature, low (C)"
6/1/2012,43.8,63.8,77.35,97,22.77777778,8.333333333
6/2/2012,43.8,63.8,77.35,97,27.22222222,11.11111111
6/3/2012,45.6,65.6,77.35,96.05,23.88888889,10.55555556
6/4/2012,42.94,62.94,77.35,95.91,31.11111111,13.88888889
6/5/2012,43.65,63.65,77.35,96.18,31.66666667,15.55555556
6/6/2012,43.1,63.1,77.35,97.4,28.33333333,16.11111111
6/7/2012,45.91,65.91,79.55,97.5,27.22222222,10.55555556
6/8/2012,111.27,131.27,77.35,177.02,25,13.88888889
6/9/2012,136.86,156.86,77.35,192.25,32.22222222,15.55555556
6/10/2012,95.16,115.16,77.35,153.79,34.44444444,11.11111111
6/11/2012,86.92,106.92,77.35,145.38,22.77777778,7.777777778
6/12/2012,54.13,74.13,76.54,112.08,24.44444444,8.888888889
6/13/2012,48.13,68.13,84.92,104.33,28.88888889,10
6/14/2012,47.12,67.12,108.93,104.39,31.66666667,12.77777778
6/15/2012,49.18,69.18,92.82,106.48,28.33333333,14.44444444
6/16/2012,47.65,67.65,92.82,105.71,27.77777778,15.55555556
6/17/2012,47.44,67.44,92.82,104.92,26.11111111,15
6/18/2012,48.48,68.48,108.93,105.04,33.88888889,17.22222222
6/19/2012,48,68,154.7,104.54,36.66666667,16.11111111
6/20/2012,48.22,68.22,117.96,104.88,33.88888889,13.33333333
6/21/2012,48.49,68.49,107.65,104.63,28.33333333,13.33333333
6/22/2012,47.63,67.63,123.76,104.63,28.88888889,14.44444444
6/23/2012,48.79,68.79,138.59,104.83,36.66666667,16.11111111
6/24/2012,47.87,67.87,154.7,105,37.22222222,16.66666667
6/25/2012,48.84,68.84,136.33,105.26,36.11111111,17.22222222
6/26/2012,48.1,68.1,123.76,105.71,37.77777778,17.22222222
6/27/2012,48.1,68.1,123.76,103.9,37.22222222,18.88888889
6/28/2012,46.76,65.76,123.76,104.96,34.44444444,16.66666667
6/29/2012,109.82,128.82,123.76,173.42,32.77777778,17.22222222
6/30/2012,109.82,128.82,123.76,196.57,34.44444444,17.22222222
7/1/2012,142.46,161.46,123.76,190.21,32.77777778,17.77777778
7/2/2012,145.79,164.79,123.76,189.04,35.55555556,18.33333333
7/3/2012,145.59,164.59,110.87,193.46,33.88888889,18.33333333
7/4/2012,153.48,172.48,107.97,205.13,33.33333333,15.55555556
7/5/2012,177.21,196.21,148.9,227.5,33.33333333,17.77777778
7/6/2012,160.51,179.51,122.47,212.17,35,16.11111111
7/7/2012,155.93,174.93,61.88,299.38,29.44444444,16.11111111
7/8/2012,159.76,178.76,61.88,252.83,25.55555556,16.66666667
7/9/2012,155.14,174.14,61.88,207.54,23.33333333,16.66666667
7/10/2012,155.23,174.23,61.88,204.54,25.55555556,15
7/11/2012,155.1,174.1,79.93,203.13,27.77777778,14.44444444
7/12/2012,154.44,173.44,92.82,204.75,30,14.44444444
7/13/2012,114.03,132.03,92.82,172.63,31.66666667,16.11111111
7/14/2012,108.74,127.74,92.82,158.88,33.33333333,17.22222222
7/15/2012,140.48,159.48,107,197.78,34.44444444,18.33333333
7/16/2012,113.68,132.68,102.49,172.3,34.44444444,15
7/17/2012,106.84,125.84,61.88,166.67,32.77777778,15
7/18/2012,103.66,122.66,90.24,157.67,30.55555556,15
7/19/2012,122.26,141.26,120.21,181.54,33.88888889,17.22222222
7/20/2012,126.5,145.5,123.76,183.04,35,17.22222222
7/21/2012,126.9,145.9,123.76,182.71,36.11111111,17.22222222
7/22/2012,131.65,150.65,123.76,185.33,36.11111111,17.22222222
7/23/2012,126.23,145.23,123.76,186.46,33.33333333,16.66666667
7/24/2012,127.65,146.65,123.76,212.79,34.44444444,16.66666667
7/25/2012,129.67,148.67,123.76,232.79,33.33333333,17.77777778
7/26/2012,122.05,141.05,123.76,185.91,28.88888889,15
7/27/2012,139.04,158.04,123.76,198.39,31.66666667,15.55555556
7/28/2012,145.06,145.06,118.28,202.35,32.22222222,16.66666667
7/29/2012,117.18,117.18,92.82,172.88,30.55555556,18.33333333
7/30/2012,141.5,141.5,107.97,202.17,32.22222222,16.66666667
7/31/2012,100.55,100.55,100.88,179.5,29.44444444,17.77777778
8/1/2012,115.98,115.98,61.88,169.71,32.77777778,18.33333333
8/2/2012,117.73,117.73,61.88,168.3,32.77777778,16.11111111
8/3/2012,114.62,114.62,75.74,162.17,32.77777778,15.55555556
8/4/2012,113.97,113.97,92.82,162,34.44444444,13.88888889
8/5/2012,115.43,115.43,92.82,161.96,27.22222222,13.88888889
8/6/2012,115.42,115.42,92.82,161.54,33.33333333,17.22222222
8/7/2012,112.37,112.37,92.82,162,33.88888889,18.88888889
8/8/2012,142.32,142.32,115.7,199,32.22222222,13.88888889
8/9/2012,145.72,145.72,123.76,195.04,33.33333333,13.33333333
8/10/2012,144.4,144.4,123.76,195.25,31.66666667,13.33333333
8/11/2012,146.04,146.04,123.76,195.33,31.66666667,17.77777778
8/12/2012,144.77,144.77,123.76,195.96,29.44444444,12.77777778
8/13/2012,144.84,144.84,123.76,197.54,28.33333333,13.88888889
8/14/2012,147.75,147.75,123.76,197.96,24.44444444,12.77777778
8/15/2012,145.97,145.97,123.76,194.22,33.33333333,12.77777778
8/16/2012,123.8,123.8,108.61,180.04,32.77777778,11.66666667
8/17/2012,113.19,113.19,92.82,165.48,24.44444444,10
8/18/2012,116.59,116.59,92.82,165.04,27.22222222,11.11111111
8/19/2012,114.64,114.64,92.82,164.87,25.55555556,11.66666667
8/20/2012,112.46,112.46,92.82,164.57,27.22222222,12.77777778
8/21/2012,114.74,114.74,92.82,166.92,26.66666667,11.66666667
8/22/2012,142.49,142.49,107.32,196.71,30,11.66666667
8/23/2012,116.54,116.54,104.42,177.04,29.44444444,16.11111111
8/24/2012,113.29,113.29,92.82,170.21,25.55555556,15
8/25/2012,116.21,116.21,92.82,170.57,28.88888889,12.77777778
8/26/2012,113.93,113.93,92.82,169.63,26.11111111,13.33333333
8/27/2012,112.98,112.98,92.82,170.04,32.22222222,15
8/28/2012,113.37,113.37,92.82,169.92,34.44444444,16.11111111
8/29/2012,77.39,77.39,92.82,132.33,32.77777778,16.66666667
8/30/2012,69.61,69.61,92.82,131.54,33.88888889,16.66666667
8/31/2012,71.16,71.16,92.82,124.96,33.88888889,12.22222222
9/1/2012,69.48,69.48,92.82,123.71,32.77777778,13.33333333
9/2/2012,72.26,72.26,72.52,122,33.88888889,15.55555556
9/3/2012,64.06,64.06,61.88,108.04,31.11111111,15
9/4/2012,54.26,54.26,75.74,107.25,30.55555556,14.44444444
9/5/2012,36.41,36.41,92.82,76.17,31.66666667,14.44444444
9/6/2012,15,15,112.16,62.2,29.44444444,12.22222222
9/7/2012,15,15,92.82,62.3,31.11111111,11.66666667
9/8/2012,15,15,92.82,62.33,21.66666667,7.777777778
9/9/2012,15,15,92.82,62.37,25,7.777777778
9/10/2012,15,15,92.82,62.27,30.55555556,7.777777778
9/11/2012,15,15,92.82,62.34,32.22222222,14.44444444
9/12/2012,15,15,57.21,61.22,29.44444444,10
9/13/2012,15,15,46.41,60.49,14.44444444,10
9/14/2012,15,15,46.41,60.4,20,6.111111111
9/15/2012,15,15,46.41,65.93,23.88888889,6.666666667
9/16/2012,15,15,46.41,41.44,29.44444444,8.888888889
9/17/2012,15,15,46.41,41.19,29.44444444,11.11111111
9/18/2012,15,15,46.41,38.82,17.77777778,6.666666667
9/19/2012,15,15,50.44,36.48,24.44444444,6.666666667
9/20/2012,15,15,75.42,36.44,26.11111111,9.444444444
9/21/2012,15,15,46.41,36.24,26.11111111,10
9/22/2012,15,15,46.41,37.02,24.44444444,6.666666667
9/23/2012,15,15,46.41,37.05,23.88888889,7.222222222
9/24/2012,15,15,46.41,36.96,29.44444444,8.888888889
9/25/2012,15,15,46.41,33.7,25,8.333333333
9/26/2012,8,8,46.41,35.69,18.33333333,8.333333333
9/27/2012,13,13,46.41,36.08,18.33333333,8.888888889
9/28/2012,15,15,46.41,35.31,17.22222222,7.222222222
9/29/2012,15,15,46.41,37.08,21.11111111,7.222222222
9/30/2012,15,15,46.41,36.3,23.88888889,7.777777778
10/1/2012,15,15,46.41,37.2,22.22222222,11.11111111
10/2/2012,15,15,46.41,37.24,18.88888889,6.666666667
10/3/2012,15,15,46.41,36.01,27.77777778,8.888888889
10/4/2012,22.86,22.86,41.9,66.79,27.22222222,2.222222222
10/5/2012,52.69,52.69,30.94,71.52,8.888888889,-1.111111111
10/6/2012,52.01,52.01,30.94,71.77,8.888888889,-1.111111111
10/7/2012,52.01,52.01,30.94,71.42,3.333333333,-1.666666667
10/8/2012,50.76,50.76,30.94,70.4,11.66666667,-1.666666667
10/9/2012,50.91,50.91,30.94,71.11,21.66666667,0
10/10/2012,51.51,51.51,30.94,70.5,10,0.555555556
10/11/2012,53.79,53.79,30.94,70.47,17.22222222,0.555555556
10/12/2012,51.36,51.36,30.94,70.73,18.33333333,2.777777778
10/13/2012,49.5,49.5,30.94,71.33,18.33333333,2.777777778
10/14/2012,52.83,52.83,30.94,71.32,13.88888889,3.888888889
10/15/2012,53.85,53.85,30.94,71.23,20,3.888888889
10/16/2012,51.22,51.22,30.94,73.25,25,3.888888889
10/17/2012,50.72,50.72,30.94,71.87,25.55555556,5
10/18/2012,51.71,51.71,30.94,71.3,25.55555556,-1.666666667
10/19/2012,48.95,48.95,30.94,71.48,25.55555556,-1.666666667
10/20/2012,39.55,39.55,30.94,71.37,18.88888889,2.777777778
10/21/2012,39.56,39.56,30.94,71.27,26.66666667,7.777777778
10/22/2012,40.08,40.08,30.94,71.33,20.55555556,2.222222222
10/23/2012,40.01,40.01,30.94,71.26,20.55555556,1.666666667
10/24/2012,39.7,39.7,30.94,71.85,25.55555556,5
10/25/2012,39.77,39.77,30.94,70.37,11.66666667,-1.666666667
10/26/2012,39.83,39.83,30.94,69.1,1.666666667,-2.777777778
10/27/2012,39.85,39.85,30.94,67.71,4.444444444,-3.333333333
10/28/2012,39.9,39.9,30.94,69.64,10.55555556,-3.333333333
10/29/2012,39.87,39.87,30.94,68.47,15.55555556,-1.111111111
10/30/2012,39.89,39.89,30.94,70.16,18.33333333,2.222222222
10/31/2012,44.18,44.18,30.94,75.83,20,2.777777778
11/1/2012,54.11,54.11,30.94,76.29,21.66666667,3.888888889
11/2/2012,53.65,53.65,30.94,75.3,21.11111111,4.444444444
11/3/2012,52.51,52.51,30.94,75.16,21.11111111,0
11/4/2012,51.1,51.1,30.94,75.78,15.55555556,0
11/5/2012,55.16,55.16,30.94,75.61,16.66666667,-0.555555556
11/6/2012,53.58,53.58,30.94,75.75,18.88888889,0
11/7/2012,48.76,48.76,30.94,74.46,18.88888889,3.333333333
11/8/2012,51.34,51.34,30.94,73.75,22.77777778,3.333333333
11/9/2012,45.43,45.43,30.94,73.73,15,1.111111111
11/10/2012,51.59,51.59,30.94,72.88,15.55555556,1.111111111
11/11/2012,46.1,46.1,30.94,73,11.11111111,-7.777777778
11/12/2012,48.79,48.79,30.94,73.08,1.111111111,-9.444444444
11/13/2012,52.28,52.28,30.94,78.3,10,-8.888888889
11/14/2012,54.11,54.11,30.94,101,11.11111111,-3.333333333
11/15/2012,58.19,58.19,30.94,87,12.22222222,-3.333333333
11/16/2012,53.97,53.97,30.94,79.79,7.777777778,-3.333333333
11/17/2012,58.81,58.81,30.94,80.62,14.44444444,-2.222222222
11/18/2012,55.81,55.81,30.94,81.51,16.66666667,0
11/19/2012,56.95,56.95,30.94,81.7,16.11111111,0
11/20/2012,58.71,58.71,30.94,80.71,12.22222222,-1.111111111
11/21/2012,57.4,57.4,30.94,69.7,20,0
11/22/2012,56.07,56.07,30.94,70.1,20,2.222222222
11/23/2012,56.13,56.13,30.94,72.87,11.66666667,-5
11/24/2012,60.39,60.39,30.94,73.08,11.11111111,-2.222222222
11/25/2012,56.06,56.06,30.94,72.78,11.11111111,1.111111111
11/26/2012,55.9,55.9,30.94,74.75,17.22222222,-2.222222222
11/27/2012,61.25,61.25,30.94,74.26,-0.555555556,-6.666666667
11/28/2012,56.09,56.09,30.94,71.6,14.44444444,-2.777777778
11/29/2012,60.39,60.39,30.94,71.9,12.77777778,-1.111111111
11/30/2012,57.19,57.19,30.94,71.52,17.77777778,-0.555555556
12/1/2012,57.37,57.37,30.94,72.9,15.55555556,0.555555556
12/2/2012,56.39,56.39,30.94,72.82,18.33333333,1.666666667
12/3/2012,58.56,58.56,30.94,72.88,20.55555556,1.111111111
12/4/2012,59.16,59.16,30.94,71.4,12.77777778,-4.444444444
12/5/2012,58.83,58.83,30.94,74.52,11.66666667,-4.444444444
12/6/2012,55.47,55.47,30.94,71.65,18.33333333,5.555555556
12/7/2012,53.03,53.03,30.94,67.3,10,-2.222222222
12/8/2012,54.82,54.82,30.94,67.95,12.22222222,-5.555555556
12/9/2012,51.29,51.29,30.94,68.13,11.11111111,-7.777777778
12/10/2012,47.68,47.68,30.94,67.98,-2.222222222,-14.44444444
12/11/2012,51.6,51.6,30.94,68.22,2.222222222,-12.77777778
12/12/2012,50.99,50.99,30.94,68.17,5,-8.888888889
12/13/2012,50.37,50.37,30.94,67.63,13.88888889,-3.333333333
12/14/2012,53.18,53.18,30.94,67.82,13.33333333,-1.666666667
12/15/2012,55.36,55.36,30.94,68.07,7.222222222,-3.333333333
12/16/2012,49.94,49.94,30.94,68.18,7.777777778,-6.666666667
12/17/2012,54.24,54.24,30.94,67.32,7.222222222,-7.222222222
12/18/2012,52.92,52.92,30.94,66.93,10.55555556,-7.222222222
12/19/2012,49.69,49.69,30.94,67.11,6.111111111,-5.555555556
12/20/2012,47.6,47.6,30.94,66.76,-5,-15.55555556
12/21/2012,48.46,48.46,30.94,66.68,9.444444444,-11.11111111
12/22/2012,52.72,52.72,30.94,67.36,10,-5
12/23/2012,51.14,51.14,30.94,69.03,9.444444444,-3.888888889
12/24/2012,48.67,48.67,30.94,68.92,11.11111111,-5.555555556
12/25/2012,53.23,53.23,30.94,68.52,1.666666667,-13.33333333
12/26/2012,46.69,46.69,30.94,69.37,-7.222222222,-16.11111111
12/27/2012,46.69,46.69,30.94,69.37,-1.666666667,-13.88888889
12/28/2012,50.48,50.48,30.94,68.3,-0.555555556,-12.77777778
12/29/2012,48.02,48.02,30.94,68.71,1.111111111,-13.33333333
12/30/2012,51.27,51.27,30.94,68.42,1.666666667,-12.22222222
12/31/2012,51.35,51.35,30.94,68.23,7.777777778,-10
1/1/2013,50.36,50.36,30.94,68.2,-4.444444444,-13.33333333
1/2/2013,52.28,52.28,30.94,67.92,2.222222222,-12.77777778
1/3/2013,50.36,50.36,30.94,68.15,0.555555556,-13.33333333
1/4/2013,51.94,51.94,30.94,68.52,3.333333333,-14.44444444
1/5/2013,54.17,54.17,30.94,68.02,7.777777778,-11.11111111
1/6/2013,52.43,52.43,30.94,68.12,5,-10.55555556
1/7/2013,49.73,49.73,30.94,66.78,8.333333333,-9.444444444
1/8/2013,50.84,50.84,30.94,66.95,11.11111111,-5
1/9/2013,54.49,54.49,30.94,67.36,11.66666667,-5.555555556
1/10/2013,49.22,49.22,30.94,68.19,16.11111111,-4.444444444
1/11/2013,51.45,51.45,30.94,73,10,-0.555555556
1/12/2013,49.51,49.51,30.94,67,10,-17.22222222
1/13/2013,50.21,50.21,30.94,67,-9.444444444,-19.44444444
1/14/2013,46.39,46.39,30.94,67.29,-10,-20
1/15/2013,45.98,45.98,30.94,68.23,-10,-19.44444444
1/16/2013,42.13,42.13,30.94,68.4,-1.111111111,-16.66666667
1/17/2013,45.35,45.35,30.94,68.37,10.55555556,-7.222222222
1/18/2013,44.32,44.32,30.94,68.63,10.55555556,-7.222222222
1/19/2013,46.98,46.98,30.94,69.47,14.44444444,-5
1/20/2013,41.47,41.47,30.94,67.72,16.11111111,-6.111111111
1/21/2013,45.66,45.66,30.94,68.22,8.888888889,-9.444444444
1/22/2013,44.75,44.75,30.94,67.78,11.66666667,-8.888888889
1/23/2013,43.8,43.8,30.94,68.1,16.66666667,-1.111111111
1/24/2013,45.57,45.57,30.94,68.35,13.88888889,-0.555555556
1/25/2013,41.41,41.41,30.94,68.12,18.88888889,-1.111111111
1/26/2013,47.94,47.94,30.94,68.13,14.44444444,-2.222222222
1/27/2013,41.13,41.13,30.94,85.13,10.55555556,-0.555555556
1/28/2013,87.51,87.51,86.05,123.96,13.88888889,0
1/29/2013,94.7,94.7,115.38,133.67,13.88888889,-7.777777778
1/30/2013,96.15,96.15,111.03,135.21,13.33333333,-13.33333333
1/31/2013,110.68,110.68,126.34,150.46,2.777777778,-3.888888889
2/1/2013,137.62,137.62,154.7,164.71,8.888888889,-6.111111111
2/2/2013,134.52,134.52,154.7,162.58,8.888888889,-6.111111111
2/3/2013,139.7,139.7,153.09,161.25,13.88888889,-5.555555556
2/4/2013,134.73,134.73,131.33,159.33,9.444444444,-3.888888889
2/5/2013,136.78,136.78,139.23,158.63,10,-3.888888889
2/6/2013,131.27,131.27,139.23,146.75,15,-3.888888889
2/7/2013,119.34,119.34,139.23,145.22,12.22222222,-2.777777778
2/8/2013,106.14,106.14,145.51,120,8.333333333,-3.888888889
2/9/2013,95.54,95.54,148.09,120,9.444444444,-4.444444444
2/10/2013,97.55,97.55,123.76,121,9.444444444,-6.666666667
2/11/2013,97.15,97.15,145.03,122.42,1.111111111,-8.888888889
2/12/2013,94.63,113.63,154.7,123.33,-2.222222222,-11.11111111
2/13/2013,91.26,110.26,154.7,113.54,4.444444444,-10.55555556
2/14/2013,85.72,104.72,127.63,111.83,6.666666667,-5.555555556
2/15/2013,89.08,108.08,123.76,111.92,3.333333333,-10.55555556
2/16/2013,84.73,103.73,139.23,110.46,6.111111111,-10
2/17/2013,85.74,104.74,154.7,110.75,12.22222222,-3.888888889
2/18/2013,85.28,104.28,154.7,113.48,16.11111111,-5.555555556
2/19/2013,79.65,98.65,141.81,102.86,3.333333333,-10.55555556
2/20/2013,75.01,94.01,139.23,102,4.444444444,-10
2/21/2013,75.59,94.59,139.23,102.47,0.555555556,-9.444444444
2/22/2013,73.9,92.9,139.23,102.81,-4.444444444,-12.22222222
2/23/2013,74.89,93.89,136.97,102.13,1.111111111,-11.11111111
2/24/2013,74.85,93.85,123.76,102.42,7.777777778,-8.333333333
2/25/2013,76.01,95.01,123.76,100.5,5.833333333,-8.611111111
2/26/2013,43.8,62.8,95.72,54.9,3.888888889,-8.888888889
2/27/2013,7.42,26.42,46.41,32.81,0,-10.55555556
2/28/2013,12.26,31.26,46.41,33,3.333333333,-12.22222222
3/1/2013,9.95,28.95,29.97,32.67,5.555555556,-12.22222222
3/2/2013,13.91,32.91,30.94,32.78,8.888888889,-3.333333333
3/3/2013,13.54,32.54,30.94,33.11,13.33333333,-1.111111111
3/4/2013,9.79,28.79,30.94,29.65,16.11111111,-1.666666667
3/5/2013,11.71,30.71,49.63,29.64,0,-13.33333333
3/6/2013,13.65,32.65,92.82,29.82,3.333333333,-13.33333333
3/7/2013,14.82,33.82,64.14,30.39,14.44444444,-6.111111111
3/8/2013,15.5,34.5,61.88,31.53,17.22222222,-1.666666667
3/9/2013,10.61,29.61,61.88,31.55,7.222222222,-1.666666667
3/10/2013,12.98,31.98,62.38,30.96,4.444444444,-10.55555556
3/11/2013,15.2,34.2,77.35,29.63,5.555555556,-10
3/12/2013,15.2,34.2,77.35,30,11.11111111,-2.222222222
3/13/2013,15.2,34.2,77.35,29.47,2.222222222,-5
3/14/2013,15.2,34.2,77.35,29.46,17.22222222,0
3/15/2013,15.2,34.2,77.35,29.77,20.55555556,2.777777778
3/16/2013,15.2,34.2,74.77,29.77,22.22222222,5.555555556
3/17/2013,15.2,34.2,61.88,30.93,10.55555556,2.777777778
3/18/2013,15.2,34.2,61.88,30.8,13.88888889,-5
3/19/2013,15.2,34.2,61.88,30.81,9.444444444,-3.888888889
3/20/2013,15.2,34.2,61.88,30.82,11.66666667,-6.111111111
3/21/2013,15.2,34.2,76.22,31.14,11.66666667,-4.444444444
3/22/2013,15.3,34.3,66.88,31.8,14.44444444,-2.222222222
3/23/2013,11.75,30.75,61.88,32.79,11.38888889,-9.444444444
3/24/2013,10.33,29.33,61.88,32.95,8.333333333,-16.66666667
3/25/2013,12.45,31.45,61.88,33,-3.888888889,-15
3/26/2013,15.2,34.2,61.88,32.45,1.111111111,-14.44444444
3/27/2013,15.2,34.2,68.65,32.33,11.11111111,-7.222222222
3/28/2013,15.2,34.2,77.35,32.23,12.77777778,-1.111111111
3/29/2013,15.2,34.2,57.37,31.95,16.66666667,1.666666667
3/30/2013,15.2,34.2,46.41,32.13,17.77777778,3.333333333
3/31/2013,15.2,34.2,46.41,32.83,17.77777778,0.555555556
4/1/2013,15.2,34.2,46.41,32.53,19.44444444,1.666666667
4/2/2013,15.2,34.2,46.41,32.93,10.55555556,1.666666667
4/3/2013,15.2,34.2,46.41,33.09,4.444444444,2.777777778
4/4/2013,15.2,34.2,46.41,33.47,15,1.111111111
4/5/2013,15.2,34.2,46.41,33.3,19.44444444,1.111111111
4/6/2013,15.2,34.2,46.41,33.2,20.55555556,7.222222222
4/7/2013,15.2,34.2,46.41,33.93,16.66666667,3.333333333
4/8/2013,15.2,34.2,46.41,33.58,16.66666667,3.333333333
4/9/2013,15.2,34.2,46.41,34.29,16.11111111,-8.888888889
4/10/2013,15.2,34.2,46.41,34.03,-5.555555556,-14.44444444
4/11/2013,15.2,34.2,46.41,33.74,-1.111111111,-11.66666667
4/12/2013,15.2,34.2,46.41,34.1,12.77777778,-9.444444444
4/13/2013,15.2,34.2,46.41,34.2,13.88888889,0
4/14/2013,15.2,34.2,46.41,33.97,18.88888889,1.666666667
4/15/2013,15.2,34.2,46.41,33.42,18.88888889,-1.666666667
4/16/2013,15.2,34.2,46.41,33.69,1.111111111,-4.444444444
4/17/2013,15.2,34.2,46.41,33.69,1.111111111,-4.444444444
4/18/2013,15.2,34.2,46.41,33.59,2.222222222,-9.444444444
4/19/2013,15.2,34.2,46.41,33.88,2.222222222,-9.444444444
4/20/2013,15.2,34.2,46.41,33.89,11.11111111,-8.888888889
4/21/2013,15.2,34.2,46.41,34.06,13.33333333,1.111111111
4/22/2013,15.2,34.2,46.41,33.88,16.66666667,1.666666667
4/23/2013,15.2,34.2,46.41,33.67,11.66666667,-6.111111111
4/24/2013,15.2,34.2,46.41,33.88,-1.111111111,-7.222222222
4/25/2013,15.2,34.2,46.41,31.17,11.11111111,-5
4/26/2013,15.2,34.2,46.41,30.65,16.66666667,0.555555556
4/27/2013,15.2,34.2,46.41,30.25,17.77777778,3.888888889
4/28/2013,15.2,34.2,46.41,30.25,21.66666667,5
4/29/2013,15.2,34.2,46.41,30.14,23.88888889,7.222222222
4/30/2013,15.2,34.2,46.41,30.81,25,8.333333333
5/1/2013,15.2,32.2,36.74,31.48,13.88888889,3.333333333
5/2/2013,15.2,32.94,30.94,32.08,6.666666667,-6.111111111
5/3/2013,15.2,34.2,30.94,31.96,6.666666667,-6.111111111
5/4/2013,15.2,34.2,30.94,31.97,15,-1.666666667
5/5/2013,15.2,34.2,30.94,31.71,14.44444444,2.222222222
5/6/2013,15.2,34.2,30.94,31.62,12.77777778,5
5/7/2013,15.2,34.2,13.68,30.29,16.11111111,6.111111111
5/8/2013,15.2,34.2,0,33.92,18.88888889,5
5/9/2013,15.85,34.85,0,35.75,15,6.111111111
5/10/2013,15.2,34.2,0,35.18,11.66666667,3.333333333
5/11/2013,15.58,34.58,0,34.77,17.77777778,3.888888889
5/12/2013,30.23,49.23,0,76.85,18.88888889,7.777777778
5/13/2013,60.37,79.37,0,88.45,23.88888889,11.66666667
5/14/2013,60.85,79.85,0,101.65,27.77777778,11.66666667
5/15/2013,114.1,133.1,0,233.04,28.88888889,12.77777778
5/16/2013,172.05,191.05,0,256.96,25.55555556,9.444444444
5/17/2013,171.57,190.57,0,245.52,26.66666667,10
5/18/2013,164.5,183.5,0,193.26,29.44444444,10.55555556
5/19/2013,158.29,177.29,0,184.17,24.44444444,7.222222222
5/20/2013,57.24,76.24,0,86.9,19.44444444,6.666666667
5/21/2013,28.95,33.7,0,63.28,17.22222222,3.888888889
5/22/2013,28.96,28.96,0,63.31,20.55555556,5.555555556
5/23/2013,29.1,29.1,2.58,63.42,24.44444444,6.666666667
5/24/2013,29.14,29.14,30.94,63.56,21.11111111,8.888888889
5/25/2013,28.94,28.94,30.94,63.67,30,9.444444444
5/26/2013,29.31,29.31,30.94,63.22,30.55555556,11.66666667
5/27/2013,29.8,29.8,30.94,63.81,28.33333333,8.888888889
5/28/2013,29.87,29.87,30.94,63.7,27.77777778,8.888888889
5/29/2013,30,30,30.94,62.39,27.22222222,10.55555556
5/30/2013,30.15,30.15,30.94,62.34,17.22222222,6.111111111
5/31/2013,4.94,4.94,30.94,69.61,23.88888889,7.222222222
6/1/2013,0,0,30.94,65.19,20.55555556,5.555555556
6/2/2013,0,0,30.94,66.93,20,5.555555556
6/3/2013,0,0,30.94,68.89,28.88888889,9.444444444
6/4/2013,10.77,10.77,30.94,70.75,31.66666667,12.77777778
6/5/2013,25.14,25.14,30.94,71.3,21.66666667,7.777777778
6/6/2013,26.58,26.58,30.94,71.3,12.77777778,6.666666667
6/7/2013,26.58,26.58,30.94,71.3,24.44444444,9.444444444
6/8/2013,26.31,26.31,30.94,68.22,26.11111111,10.55555556
6/9/2013,26.05,26.05,30.94,68.2,23.88888889,10
6/10/2013,26.58,26.58,30.94,68.65,31.66666667,10.55555556
6/11/2013,26.58,26.58,30.94,69.07,35.55555556,10.55555556
6/12/2013,26.58,26.58,39.96,68.45,35.55555556,10.55555556
6/13/2013,26.58,26.58,34.85,68.37,32.77777778,13.88888889
6/14/2013,26.58,26.58,30.94,69.77,27.22222222,13.88888889
6/15/2013,26.58,26.58,30.94,69.8,31.66666667,14.44444444
6/16/2013,26.38,26.38,30.94,69.78,31.66666667,12.77777778
6/17/2013,26.58,26.58,30.94,69.57,27.22222222,10
6/18/2013,26.58,26.58,30.94,69.87,26.11111111,12.77777778
6/19/2013,26.58,26.58,30.94,69.77,28.33333333,11.11111111
6/20/2013,26.58,26.58,44.48,69.85,35,13.88888889
6/21/2013,26.58,26.58,36.48,71.3,31.11111111,13.88888889
6/22/2013,26.58,26.58,30.94,71.6,34.44444444,15.55555556
6/23/2013,26.58,26.58,30.94,72.72,34.44444444,11.11111111
6/24/2013,26.58,26.58,30.94,71.17,30,13.33333333
6/25/2013,26.58,26.58,30.94,71.3,30,13.33333333
6/26/2013,16.57,16.57,83.15,69.32,32.22222222,13.88888889
6/27/2013,14.26,14.26,67.36,66.9,35,16.66666667
6/28/2013,14.26,14.26,33.2,66.49,35,18.33333333
6/29/2013,14.26,14.26,30.94,67.09,31.66666667,16.66666667
6/30/2013,14.26,14.26,30.94,68.08,26.66666667,16.66666667
7/1/2013,14.26,14.26,30.94,66.18,23.88888889,12.77777778
7/2/2013,14.26,14.26,30.94,67.37,26.66666667,13.33333333
7/3/2013,14.26,14.26,30.94,68.13,27.22222222,12.77777778
7/4/2013,14.08,14.08,30.94,65.7,30,14.44444444
7/5/2013,14.26,14.26,30.94,65.04,32.22222222,15.55555556
7/6/2013,14.26,14.26,30.94,66.55,31.66666667,17.22222222
7/7/2013,14.26,14.26,30.94,68.04,31.11111111,16.11111111
7/8/2013,14.26,14.26,30.94,68.23,28.33333333,17.22222222
7/9/2013,14.26,14.26,37.71,68.45,33.88888889,16.11111111
7/10/2013,9.86,9.86,98.62,65.46,33.33333333,16.11111111
7/11/2013,9.64,9.64,54.15,66.5,30.55555556,15.55555556
7/12/2013,13.79,13.79,30.94,67.61,36.11111111,16.66666667
