Date ,Conduit 20 to Marston Total (No Chatfield water) ,Conduit 20 (with Chatfield flow) (cfs),Marston WTP Outflow (cfs),Strontia Springs Outflow (cfs),"Marston Temperature, high (C)","Marston Temperature, low (C)"
8/2/2014,81.35,81.35,104.66,657.13,26.11111111,10.55555556
8/3/2014,81.14,81.14,108.29,486.5833,28.33333333,13.88888889
8/4/2014,81.01,81.01,107.19,353.4583,27.77777778,14.44444444
8/5/2014,81.06,81.06,80.44,427.9583,28.88888889,15
8/6/2014,81.04,81.04,80.44,338.2917,26.11111111,13.88888889
8/7/2014,80.98,80.98,80.44,331.9565,30,14.44444444
8/8/2014,81.09,81.09,105.58,380.0833,25.55555556,12.77777778
8/9/2014,81.09,81.09,124.92,382.087,27.77777778,13.88888889
8/10/2014,81.08,81.08,121.63,382.3043,28.33333333,12.77777778
8/11/2014,81.05,81.05,117.57,338.087,23.33333333,12.22222222
8/12/2014,81.05,81.05,117.57,331.2917,28.88888889,12.22222222
8/13/2014,80.85,80.85,118.54,195,30.55555556,14.44444444
8/14/2014,80.88,80.88,133.04,183.3333,31.66666667,17.77777778
8/15/2014,81.11,81.11,133.04,381.0417,27.77777778,13.88888889
8/16/2014,81.14,81.14,133.04,389.4167,30.55555556,14.44444444
8/17/2014,81.05,81.05,133.04,345.2917,32.22222222,14.44444444
8/18/2014,80.99,80.99,133.04,269.25,31.66666667,14.44444444
8/19/2014,80.97,80.97,133.04,262.7917,30,13.88888889
8/20/2014,80.94,80.94,124.18,262.5833,32.22222222,13.88888889
8/21/2014,80.87,80.87,116.22,188.6667,28.88888889,13.33333333
8/22/2014,80.82,80.82,125.24,172.5217,28.33333333,13.33333333
8/23/2014,80.92,80.92,124.76,273,20.55555556,12.22222222
8/24/2014,80.88,80.88,125.98,229.5,24.16666667,11.38888889
8/25/2014,80.86,80.86,122.54,170.3333,27.77777778,10.55555556
8/26/2014,80.82,80.82,123.76,150.0417,24.44444444,12.22222222
8/27/2014,80.8,80.8,123.76,150.087,25,10.83333333
8/28/2014,81.01,81.01,123.76,234.9167,25.55555556,9.444444444
8/29/2014,80.94,80.94,117.8,186.375,21.66666667,10
8/30/2014,62.83,62.83,63.33,174.6667,26.11111111,10.55555556
8/31/2014,62.32,62.32,61.88,154.75,29.44444444,11.66666667
9/1/2014,62.34,62.34,61.88,133.25,25,11.11111111
9/2/2014,38.93,38.93,39.64,131.1667,26.66666667,8.333333333
9/3/2014,31.75,31.75,30.94,105.5174,30,8.888888889
9/4/2014,31.8,31.8,30.94,101.0417,33.88888889,13.88888889
9/5/2014,31.9,31.9,30.94,101.9583,21.66666667,10.55555556
9/6/2014,31.9,31.9,30.94,102.375,15.55555556,9.444444444
9/7/2014,31.85,31.85,30.94,102.9583,21.66666667,10
9/8/2014,31.9,31.9,30.94,101.875,27.22222222,11.66666667
9/9/2014,31.91,31.91,30.94,101.3333,27.77777778,14.44444444
9/10/2014,31.94,31.94,30.94,101.4167,23.88888889,10.55555556
9/11/2014,31.96,31.96,30.94,101.9583,22.77777778,10
9/12/2014,31.95,31.95,30.94,100.8375,10,1.111111111
9/13/2014,31.86,31.86,30.94,100.8208,7.777777778,1.111111111
9/14/2014,31.87,31.87,30.94,101,26.66666667,2.777777778
9/15/2014,31.92,31.92,30.94,101.1667,26.66666667,10
9/16/2014,31.94,31.94,30.94,100.9583,22.22222222,9.444444444
9/17/2014,31.92,31.92,30.94,148.5,30,11.66666667
9/18/2014,31.9,31.9,30.94,195.6667,31.11111111,10.55555556
9/19/2014,31.95,31.95,30.94,197.5,31.11111111,10.55555556
9/20/2014,31.97,31.97,30.94,198.25,30.55555556,11.66666667
9/21/2014,12.83,12.83,14.5,200.1667,25.55555556,12.22222222
9/22/2014,0,0,0,200.9167,22.77777778,12.22222222
9/23/2014,0,0,0,225,25.55555556,12.77777778
9/24/2014,0,0,0,176.9583,26.11111111,10
9/25/2014,0,0,0,162.75,27.77777778,10.55555556
9/26/2014,0,0,0,160.2917,30.55555556,10.55555556
9/27/2014,0,0,0,161.25,30,11.66666667
9/28/2014,0,0,0,162.8333,28.88888889,10.55555556
9/29/2014,0,0,0,165.5833,20.55555556,5.555555556
9/30/2014,0,0,0,226.6522,18.33333333,5.555555556
10/1/2014,0,0,0,246.9167,18.33333333,5.555555556
10/2/2014,0,0,0,244.75,18.33333333,3.333333333
10/3/2014,0,0,0,120.5583,17.77777778,1.111111111
10/4/2014,0,0,0,47.4083,15.55555556,2.222222222
10/5/2014,0,0,0,35.5208,23.33333333,4.444444444
10/6/2014,0,0,0,36.7458,22.77777778,5.555555556
10/7/2014,0,0,0,37.1125,25.55555556,6.111111111
10/8/2014,0,0,0,37.1,25.55555556,6.666666667
10/9/2014,0,0,0,37.8083,23.33333333,7.222222222
10/10/2014,0,0,0,38.0875,16.11111111,7.222222222
10/11/2014,0,0,0,38.0792,15.55555556,4.444444444
10/12/2014,0,0,0,38.1,22.22222222,5
10/13/2014,0,0,0,38.075,14.44444444,2.222222222
10/14/2014,0,0,0,37.5083,13.88888889,2.222222222
10/15/2014,0,0,0,37.1652,23.33333333,2.222222222
10/16/2014,0,0,0,37.1125,25.55555556,5
10/17/2014,0,0,0,37.1,21.66666667,2.777777778
10/18/2014,0,0,0,37.1,16.11111111,2.777777778
10/19/2014,0,0,0,37.1,19.44444444,3.333333333
10/20/2014,0,0,0,37.1,22.77777778,5
10/21/2014,0,0,0,37.1,25,5
10/22/2014,0,0,0,37.1,23.88888889,7.222222222
10/23/2014,0,0,0,37.1,21.66666667,3.888888889
10/24/2014,0,0,0,37.1,22.77777778,4.444444444
10/25/2014,0,0,0,37.1,27.22222222,6.666666667
10/26/2014,0,0,0,37.0458,26.66666667,6.111111111
10/27/2014,0,0,0,37.075,25,3.888888889
10/28/2014,0,0,0,36.8375,9.444444444,-1.111111111
10/29/2014,0,0,0,33.9167,15.55555556,-0.555555556
10/30/2014,0,0,0,32.9,21.11111111,0
10/31/2014,0,0,0,33.6458,16.66666667,0.555555556
11/1/2014,0,0,0,35,13.88888889,0.555555556
11/2/2014,0,0,0,35.0208,22.22222222,7.222222222
11/3/2014,0,0,0,35,18.88888889,3.333333333
11/4/2014,0,0,0,34.975,7.777777778,-2.777777778
11/5/2014,0,0,0,34.7458,15.55555556,-2.777777778
11/6/2014,0,0,0,34.45,17.77777778,-0.555555556
11/7/2014,0,0,0,34.0458,20.55555556,-0.555555556
11/8/2014,0,0,0,34.0458,18.88888889,1.111111111
11/9/2014,0,0,0,34.0458,19.44444444,1.666666667
11/10/2014,0,0,0,34,21.11111111,6.111111111
11/11/2014,0,0,0,34,18.88888889,-10.55555556
11/12/2014,0,0,0,33.2792,-8.888888889,-17.77777778
11/13/2014,0,0,0,32.9,-8.888888889,-21.11111111
11/14/2014,0,0,0,32.8833,-10,-19.44444444
11/15/2014,0,0,0,32.9,3.888888889,-13.88888889
11/16/2014,0,0,0,32.9,-6.666666667,-17.77777778
11/17/2014,0,0,0,32.9,-0.555555556,-16.66666667
11/18/2014,0,0,0,32.9,3.333333333,-12.77777778
11/19/2014,0,0,0,32.9,8.333333333,-8.888888889
11/20/2014,0,0,0,45,7.222222222,-5.555555556
11/21/2014,0,0,0,51.2625,9.444444444,-4.444444444
11/22/2014,0,0,0,51.3417,13.88888889,-2.222222222
11/23/2014,0,0,0,51.675,18.33333333,0
11/24/2014,0,0,0,45.825,5,-2.777777778
11/25/2014,0,0,0,45,5,-6.111111111
11/26/2014,0,0,0,44.975,8.888888889,-3.333333333
11/27/2014,0,0,0,45,7.222222222,-3.333333333
11/28/2014,0,0,0,45,17.77777778,1.666666667
11/29/2014,0,0,0,45.0375,20,1.666666667
11/30/2014,0,0,0,46.0125,20.55555556,4.444444444
12/1/2014,0,0,0,46.1625,10.55555556,-8.333333333
12/2/2014,0,0,0,46.0375,3.333333333,-11.11111111
12/3/2014,0,0,0,45.875,17.77777778,-2.222222222
12/4/2014,0,0,0,45.525,7.777777778,-2.777777778
12/5/2014,0,0,0,38.0333,11.11111111,-1.111111111
12/6/2014,0,0,0,34.2958,13.88888889,-0.555555556
12/7/2014,0,0,0,34,7.777777778,-1.111111111
12/8/2014,0,0,0,34,15,-2.777777778
12/9/2014,0,0,0,34,8.888888889,-3.333333333
12/10/2014,0,0,0,34,12.77777778,-3.333333333
12/11/2014,0,0,0,34,15.55555556,-2.777777778
12/12/2014,0,0,0,34,18.33333333,-2.222222222
12/13/2014,0,0,0,34,17.77777778,-0.555555556
12/14/2014,0,0,0,34,15,-1.666666667
12/15/2014,0,0,0,34,1.666666667,-3.888888889
12/16/2014,0,0,0,34,6.111111111,-8.888888889
12/17/2014,0,0,0,34,1.666666667,-8.888888889
12/18/2014,0,0,0,34,5.555555556,-5.555555556
12/19/2014,0,0,0,34,6.111111111,-6.666666667
12/20/2014,0,0,0,34,7.777777778,-7.222222222
12/21/2014,0,0,0,34,8.888888889,-2.777777778
12/22/2014,0,0,0,33.9875,10,-1.111111111
12/23/2014,0,0,0,33.9125,2.777777778,-5
12/24/2014,0,0,0,33.9625,1.111111111,-10
12/25/2014,0,0,0,34,11.11111111,-7.222222222
12/26/2014,0,0,0,34.9625,5.555555556,-10
12/27/2014,0,0,0,43.5083,-5.555555556,-9.444444444
12/28/2014,0,0,0,38.3458,-0.555555556,-16.66666667
12/29/2014,0,0,0,35,4.444444444,-13.33333333
12/30/2014,0,0,0,34,-6.666666667,-16.66666667
12/31/2014,0,0,0,34,-16.66666667,-28.33333333
1/1/2015,0,0,0,34,0,-20.55555556
1/2/2015,0,0,0,34,-2.777777778,-16.11111111
1/3/2015,0,0,0,34,5,-12.22222222
1/4/2015,0,0,0,34,5,-20
1/5/2015,1,1,0,34,1.111111111,-19.44444444
1/6/2015,1,1,0,34,16.66666667,-8.888888889
1/7/2015,0,0,0,34,13.88888889,-8.888888889
1/8/2015,0,0,0,34,6.111111111,-9.444444444
1/9/2015,0,0,0,39.13,10,-9.444444444
1/10/2015,0,0,0,39.18,10,-9.444444444
1/11/2015,4,4,0,54.36,12.77777778,-3.333333333
1/12/2015,10.33,10.33,0,45.53,5,-3.888888889
1/13/2015,0,0,0,34.03,-3.333333333,-4.444444444
1/14/2015,0,0,0,34,1.111111111,-6.111111111
1/15/2015,0,0,0,35.16,5.555555556,-6.666666667
1/16/2015,0,0,0,33.56,13.88888889,-5
1/17/2015,0,0,0,34.23,13.88888889,-1.666666667
1/18/2015,0,0,0,34.01,11.66666667,2.222222222
1/19/2015,0,0,0,34.43,15.55555556,1.111111111
1/20/2015,0,0,0,34.76,14.44444444,-1.111111111
1/21/2015,25.71,25.71,0,68.41,5.555555556,-3.333333333
1/22/2015,31.81,31.81,0,71.28,-2.777777778,-15.55555556
1/23/2015,11.36,11.36,0,52.78,4.444444444,-15
1/24/2015,0,0,0,38.58,8.888888889,-8.888888889
1/25/2015,0,0,0,37.4,10.55555556,-3.333333333
1/26/2015,0,0,0,37.37,15,-1.666666667
1/27/2015,20.33,20.33,0,62.57,21.11111111,1.111111111
1/28/2015,33.57,33.57,21.59,71.14,22.22222222,1.111111111
1/29/2015,31.06,31.06,30.94,71.52,14.44444444,2.222222222
1/30/2015,32.54,32.54,30.94,80.14,8.333333333,0
1/31/2015,54.41,54.41,45.93,86.33,8.333333333,0
2/1/2015,47.94,47.94,46.41,86.1,2.777777778,-6.666666667
2/2/2015,59.25,59.25,59.95,101.3,-3.333333333,-8.888888889
2/3/2015,89.9,89.9,84.12,127.88,10.55555556,-7.222222222
2/4/2015,93.47,93.47,92.82,128.08,16.11111111,-0.555555556
2/5/2015,93.52,93.52,92.82,128.08,1.111111111,-5
2/6/2015,102,102,92.82,141.25,17.77777778,-1.111111111
2/7/2015,101.25,101.25,92.82,145.25,22.22222222,2.777777778
2/8/2015,93.91,93.91,92.82,145.38,22.77777778,2.777777778
2/9/2015,93.87,93.87,92.82,129.25,19.44444444,0.555555556
2/10/2015,93.87,93.87,92.82,131,20.55555556,1.111111111
2/11/2015,93.96,93.96,92.82,130.54,15,0
2/12/2015,93.91,93.91,92.82,130.25,15.83333333,-1.111111111
2/13/2015,93.85,93.85,92.82,130.13,16.66666667,-2.222222222
2/14/2015,93.92,93.92,92.82,130.21,17.22222222,0
2/15/2015,93.75,93.75,92.82,130.96,16.11111111,-1.111111111
2/16/2015,93.63,93.63,92.82,130.71,2.777777778,-3.888888889
2/17/2015,93.65,93.65,92.82,126.96,-2.222222222,-11.66666667
2/18/2015,93.69,93.69,92.82,126.42,2.222222222,-11.11111111
2/19/2015,93.61,93.61,92.82,127.54,11.11111111,-9.444444444
2/20/2015,93.66,93.66,92.82,126.54,15.55555556,-9.444444444
2/21/2015,93.64,93.64,92.82,124.63,8.333333333,-2.222222222
2/22/2015,93.62,93.62,92.82,125.92,8.333333333,-8.333333333
2/23/2015,93.71,93.71,92.82,125.08,8.333333333,-14.44444444
2/24/2015,93.64,93.64,92.82,125.33,8.333333333,-14.16666667
2/25/2015,93.69,93.69,92.82,126.17,8.333333333,-13.88888889
2/26/2015,93.69,93.69,92.82,126.75,7.777777778,-12.77777778
2/27/2015,93.65,93.65,92.82,125.92,-8.333333333,-15
2/28/2015,93.56,93.56,92.82,125.96,-6.111111111,-16.66666667
3/1/2015,93.6,93.6,92.82,125.96,-4.444444444,-16.66666667
3/2/2015,93.56,93.56,92.82,126,-2.777777778,-11.11111111
3/3/2015,93.58,93.58,92.82,126.13,6.666666667,-11.11111111
3/4/2015,93.61,93.61,92.82,126,-4.444444444,-12.77777778
3/5/2015,93.56,93.56,92.82,126,-4.444444444,-12.77777778
3/6/2015,115.02,115.02,112.8,153.25,6.666666667,-11.11111111
3/7/2015,124.24,124.24,123.76,158.38,12.22222222,-6.111111111
3/8/2015,124.15,124.15,123.76,157.79,13.88888889,-1.666666667
3/9/2015,124.03,124.03,123.76,157.17,11.66666667,-1.666666667
3/10/2015,108.79,108.79,108.77,145.5,13.88888889,-1.666666667
3/11/2015,121.69,121.69,120.05,157.92,15.55555556,-1.111111111
3/12/2015,125.1,125.1,123.76,157.83,19.44444444,0
3/13/2015,125.1,125.1,123.76,157.08,17.22222222,3.888888889
3/14/2015,125.11,125.11,123.76,157.17,11.66666667,0.555555556
3/15/2015,125.1,125.1,123.76,157.63,20.55555556,-1.111111111
3/16/2015,125.12,125.12,123.76,158.54,25.55555556,6.111111111
3/17/2015,125.12,125.12,123.76,159.96,26.66666667,5
3/18/2015,125.1,125.1,123.76,160.21,15,1.666666667
3/19/2015,125.1,125.1,121.99,160.54,17.77777778,2.222222222
3/20/2015,125.13,125.13,123.76,160,17.77777778,0
3/21/2015,125.1,125.1,123.76,160,18.88888889,0.555555556
3/22/2015,125.13,125.13,123.76,160,20.55555556,0
3/23/2015,117.73,117.73,116.67,159.04,19.44444444,4.444444444
3/24/2015,109.92,109.92,108.29,146.75,19.44444444,3.888888889
3/25/2015,109.92,109.92,108.29,143.33,17.22222222,3.333333333
3/26/2015,125.3,125.3,123.44,163.71,5.555555556,-2.222222222
3/27/2015,136.67,136.67,135.36,172.58,15,-2.777777778
3/28/2015,127.29,127.29,126.02,168.08,20,2.222222222
3/29/2015,123.96,123.96,123.76,158.42,24.44444444,5.555555556
3/30/2015,123.59,123.59,123.76,156.71,17.77777778,3.333333333
3/31/2015,131.06,131.06,123.76,178.33,23.33333333,4.444444444
4/1/2015,125.34,125.34,123.76,161.83,23.88888889,4.444444444
4/2/2015,59.25,59.25,56.08,102.25,21.66666667,3.888888889
4/3/2015,32.13,32.13,30.94,70.22,7.777777778,-3.333333333
4/4/2015,31.43,31.43,30.94,63.83,8.888888889,-2.777777778
4/5/2015,31.5,31.5,30.94,63.87,17.22222222,-0.555555556
4/6/2015,31.55,31.55,30.94,63.72,22.22222222,0.555555556
4/7/2015,31.55,31.55,30.94,63.78,23.88888889,3.333333333
4/8/2015,31.59,31.59,30.94,65.2,17.77777778,5
4/9/2015,31.59,31.59,30.94,65.2,15,0
4/10/2015,31.58,31.58,30.94,64.89,10,0
4/11/2015,31.61,31.61,30.94,65.12,16.66666667,0.555555556
4/12/2015,31.59,31.59,30.94,64.77,20,4.444444444
4/13/2015,31.62,31.62,30.94,64.38,18.88888889,0
4/14/2015,31.63,31.63,30.94,64.53,20,1.111111111
4/15/2015,31.68,31.68,30.94,68.02,23.33333333,5
4/16/2015,31.68,31.68,30.94,67,16.66666667,-0.555555556
4/17/2015,31.63,31.63,30.94,68.83,3.333333333,-0.555555556
4/18/2015,31.64,31.64,30.94,69.13,10,2.222222222
4/19/2015,31.73,31.73,30.94,69.42,11.11111111,2.222222222
4/20/2015,31.74,31.74,30.94,68.32,11.11111111,0.555555556
4/21/2015,31.72,31.72,30.94,68.33,12.77777778,0.555555556
4/22/2015,31.72,31.72,30.94,67.6,18.33333333,1.666666667
4/23/2015,31.79,31.79,30.94,67.57,20,1.666666667
4/24/2015,38.31,38.31,30.94,68.2,19.44444444,3.888888889
4/25/2015,32.73,32.73,30.94,68.1,17.77777778,2.777777778
4/26/2015,31.33,31.33,30.94,69.52,18.88888889,5
4/27/2015,31.27,31.27,30.94,144.81,7.222222222,3.888888889
4/28/2015,31.33,31.33,30.94,162.79,7.777777778,3.333333333
4/29/2015,31.36,31.36,30.94,162,16.11111111,3.333333333
4/30/2015,31.41,31.41,30.94,159.63,23.33333333,3.888888889
5/1/2015,31.43,31.43,30.94,138.71,25.55555556,8.888888889
5/2/2015,31.19,31.19,30.94,325.17,23.88888889,8.888888889
5/3/2015,32.33,32.33,30.94,475.71,22.77777778,8.888888889
5/4/2015,32.43,32.43,30.94,628.13,23.33333333,9.444444444
5/5/2015,32.46,32.46,30.94,761.54,15.55555556,8.333333333
5/6/2015,32.45,32.45,30.94,884.13,11.66666667,8.333333333
5/7/2015,32.48,32.48,30.94,912.92,16.66666667,6.666666667
5/8/2015,32.42,32.42,30.94,944.63,14.44444444,6.666666667
5/9/2015,32.48,32.48,30.94,1268.75,12.77777778,6.111111111
5/10/2015,32.19,32.19,30.94,1450.83,8.888888889,-1.111111111
5/11/2015,32.16,32.16,30.94,1526.67,7.222222222,-1.111111111
5/12/2015,32.4,32.4,30.94,1648.33,14.44444444,0
5/13/2015,32.45,32.45,30.94,1657.5,22.22222222,3.333333333
5/14/2015,64.42,64.42,57.05,1584.17,17.77777778,5.555555556
5/15/2015,73.04,73.04,70.9,1468.33,22.77777778,6.111111111
5/16/2015,32.78,32.78,32.87,1306.67,18.88888889,5.555555556
5/17/2015,38.73,38.73,30.94,1195.42,16.66666667,4.444444444
5/18/2015,31.29,31.29,30.94,1301.25,18.33333333,6.111111111
5/19/2015,31.38,31.38,30.94,1791.67,11.11111111,6.666666667
5/20/2015,31.37,31.37,30.94,2021.25,10.55555556,5.555555556
5/21/2015,31.33,31.33,30.94,2047.5,6.666666667,3.888888889
5/22/2015,30.18,30.18,30.94,2232.92,11.66666667,5.555555556
5/23/2015,32.11,32.11,30.94,2347.92,13.88888889,7.222222222
5/24/2015,33.33,33.33,30.94,2330.42,15.55555556,3.888888889
5/25/2015,33.36,33.36,30.94,2249.58,15.55555556,3.888888889
5/26/2015,33.34,33.34,30.94,2169.17,19.44444444,6.111111111
5/27/2015,37,37,30.94,2115.83,21.66666667,6.666666667
5/28/2015,39.07,39.07,30.94,2012.5,23.88888889,9.444444444
5/29/2015,31.25,31.25,30.94,1936.67,21.66666667,7.222222222
5/30/2015,31.05,31.05,30.94,1882.08,20,7.222222222
5/31/2015,31.13,31.13,30.94,1891.25,22.77777778,7.222222222
6/1/2015,31.09,31.09,30.94,1933.33,28.88888889,11.66666667
6/2/2015,31.08,31.08,30.94,1956.25,27.77777778,12.22222222
6/3/2015,31.15,31.15,30.94,1997.08,31.66666667,8.888888889
6/4/2015,31.18,31.18,30.94,2064.58,23.33333333,11.11111111
6/5/2015,31.31,31.31,30.94,2279.17,27.22222222,11.66666667
6/6/2015,31.4,31.4,30.94,2386.67,21.11111111,10
6/7/2015,45.95,45.95,30.94,2438.33,22.77777778,10
6/8/2015,75.26,75.26,36.26,2356.25,23.88888889,10
6/9/2015,151.63,151.63,30.94,2324.17,26.66666667,11.66666667
6/10/2015,155.89,155.89,30.94,2617.5,29.44444444,14.44444444
6/11/2015,155.96,155.96,30.94,2712.92,23.33333333,14.44444444
6/12/2015,225.69,225.69,30.94,2965.83,22.77777778,13.33333333
6/13/2015,225.69,225.69,30.94,3000,22.77777778,12.22222222
6/14/2015,238.99,238.99,30.94,3040,28.33333333,13.88888889
6/15/2015,238.88,238.88,30.94,3279.17,27.22222222,13.33333333
6/16/2015,239.53,239.53,30.94,3687.92,21.66666667,13.88888889
6/17/2015,253.07,253.07,30.94,3662.92,28.88888889,12.77777778
6/18/2015,258.83,258.83,30.94,3537.92,27.22222222,13.33333333
6/19/2015,259,259,30.94,3365.83,25.55555556,15
6/20/2015,259.07,259.07,30.94,3171.67,33.33333333,14.44444444
6/21/2015,258.99,258.99,30.94,2925.83,28.88888889,15.55555556
6/22/2015,259.12,259.12,30.94,2807.08,33.88888889,17.77777778
6/23/2015,259.22,259.22,30.94,2770.83,25.55555556,15
6/24/2015,259.33,259.33,30.94,2701.25,31.11111111,16.11111111
6/25/2015,254.17,254.17,30.3,2771.67,32.22222222,13.33333333
6/26/2015,259.49,259.49,30.94,2485.83,28.88888889,13.33333333
6/27/2015,259.53,259.53,30.94,2424.17,24.44444444,13.33333333
6/28/2015,259.25,259.25,30.94,2295.83,29.44444444,13.88888889
6/29/2015,259.12,259.12,30.94,2184.58,30,16.66666667
6/30/2015,289.57,289.57,30.94,1938.75,28.33333333,15
7/1/2015,293.6,293.6,30.94,1690,32.22222222,15.55555556
7/2/2015,236.4,236.4,30.94,2079.17,29.44444444,15.55555556
7/3/2015,215.57,215.57,30.94,2000.83,27.22222222,13.33333333
7/4/2015,218.71,218.71,30.94,1877.92,28.33333333,16.66666667
7/5/2015,219.24,219.24,30.94,1759.17,32.22222222,16.11111111
7/6/2015,217.5,217.5,30.94,1745.83,30.55555556,16.11111111
7/7/2015,171.03,171.03,30.94,2060.83,17.22222222,14.44444444
7/8/2015,171.17,171.17,30.94,2123.33,19.44444444,13.88888889
7/9/2015,170.84,170.84,52.53,1977.92,19.44444444,13.88888889
7/10/2015,137.49,137.49,61.88,2230,23.88888889,12.22222222
7/11/2015,134.96,134.96,61.88,1829.17,28.33333333,12.22222222
7/12/2015,134.26,134.26,61.88,1605.83,30,12.77777778
7/13/2015,81.64,81.64,61.88,1407.92,31.11111111,16.66666667
7/14/2015,71.36,71.36,61.88,1524.17,30,16.11111111
7/15/2015,71.34,71.34,61.88,1530.42,29.44444444,13.33333333
7/16/2015,71.21,71.21,61.88,1289.58,27.77777778,12.22222222
7/17/2015,76.7,76.7,61.88,1361.67,30,13.33333333
7/18/2015,77.59,77.59,61.88,1197.5,32.22222222,12.22222222
7/19/2015,70.04,70.04,61.88,1184.17,30,12.22222222
7/20/2015,91.53,91.53,80.57,1282.92,25,15
7/21/2015,136.06,136.06,120.21,1253.75,28.33333333,16.11111111
7/22/2015,248.87,248.87,100.88,1267.92,28.33333333,12.77777778
7/23/2015,249.85,249.85,61.88,966.54,30.55555556,13.88888889
7/24/2015,249.51,249.51,61.88,808.88,33.33333333,15.55555556
7/25/2015,249.52,249.52,61.88,809.79,28.33333333,16.66666667
7/26/2015,249.45,249.45,61.88,808.13,32.22222222,15.55555556
7/27/2015,249.05,249.05,61.88,669.21,30.55555556,15.55555556
7/28/2015,248.46,248.46,61.88,474.92,33.88888889,13.88888889
7/29/2015,247.94,247.94,61.88,361.79,30.55555556,13.33333333
7/30/2015,247.85,247.85,61.88,359.54,27.77777778,13.33333333
7/31/2015,207.98,207.98,61.88,364.17,30.55555556,15.55555556
8/1/2015,201.47,201.47,61.88,360.79,30,16.11111111
8/2/2015,160.07,160.07,61.88,320.96,33.33333333,17.22222222
8/3/2015,92.47,92.47,61.88,261.13,33.33333333,17.77777778
8/4/2015,67.37,67.37,61.88,295.29,27.22222222,12.77777778
8/5/2015,67.4,67.4,61.88,300.63,31.66666667,12.77777778
8/6/2015,67,67,61.88,173,33.33333333,15
8/7/2015,67.15,67.15,61.88,145.96,30.55555556,15
8/8/2015,67.14,67.14,61.88,137.42,29.44444444,17.22222222
8/9/2015,67.17,67.17,61.88,136.71,30,12.77777778
8/10/2015,67.2,67.2,61.88,176.58,31.11111111,14.44444444
8/11/2015,67.31,67.31,61.88,271.79,27.77777778,15
8/12/2015,67.41,67.41,61.88,359.75,27.77777778,14.44444444
8/13/2015,78.8,78.8,72.52,228.88,30.55555556,16.66666667
8/14/2015,84.12,84.12,77.35,207.42,33.33333333,14.44444444
8/15/2015,84.45,84.45,77.35,580.5,33.88888889,16.66666667
8/16/2015,84.33,84.33,77.35,460.58,35.55555556,15.55555556
8/17/2015,70.12,70.12,65.1,333.83,28.88888889,15.55555556
8/18/2015,54.72,54.72,50.28,333.83,25.55555556,10
8/19/2015,51.58,51.58,46.41,332.38,22.22222222,8.888888889
8/20/2015,51.49,51.49,46.41,200.63,20.55555556,9.444444444
8/21/2015,51.43,51.43,46.41,139.04,29.44444444,10.55555556
8/22/2015,51.44,51.44,46.41,119,32.22222222,14.44444444
8/23/2015,51.44,51.44,46.41,115.33,32.22222222,9.444444444
8/24/2015,51.47,51.47,46.41,115.67,23.33333333,10.55555556
8/25/2015,51.51,51.51,46.41,115.38,31.66666667,12.22222222
8/26/2015,51.47,51.47,46.41,115.13,33.88888889,14.44444444
8/27/2015,51.51,51.51,46.41,115.38,34.44444444,16.11111111
8/28/2015,51.6,51.6,46.41,178.29,31.11111111,14.16666667
8/29/2015,51.63,51.63,46.41,227.54,27.77777778,12.22222222
8/30/2015,51.66,51.66,46.41,286.92,30.55555556,14.44444444
8/31/2015,51.64,51.64,46.41,243.54,33.33333333,16.66666667
9/1/2015,51.55,51.55,46.41,171.4167,28.88888889,12.77777778
9/2/2015,51.61,51.61,46.41,206,30.55555556,13.88888889
9/3/2015,51.55,51.55,46.41,140.5,31.11111111,16.66666667
9/4/2015,51.64,51.64,46.41,250.0417,28.88888889,11.66666667
9/5/2015,51.55,51.55,46.41,180.875,29.44444444,12.22222222
9/6/2015,51.53,51.53,46.41,127.3333,30,13.33333333
9/7/2015,51.52,51.52,46.41,123.0417,29.44444444,11.66666667
9/8/2015,51.5,51.5,46.41,122.0417,25.55555556,12.77777778
9/9/2015,51.48,51.48,46.41,117.4167,26.66666667,11.11111111
9/10/2015,51.47,51.47,46.41,116.8333,30,9.444444444
9/11/2015,51.51,51.51,46.41,120,30.55555556,8.888888889
9/12/2015,51.46,51.46,46.41,120,23.33333333,10
9/13/2015,51.44,51.44,46.41,119.0833,28.33333333,10.55555556
9/14/2015,51.44,51.44,46.41,118,31.66666667,12.22222222
9/15/2015,51.43,51.43,46.41,118,31.11111111,11.11111111
9/16/2015,51.4,51.4,46.41,92,29.44444444,14.44444444
9/17/2015,51.41,51.41,46.41,90,30.55555556,12.77777778
9/18/2015,51.45,51.45,46.41,90,23.33333333,10.55555556
9/19/2015,51.41,51.41,46.41,90,21.66666667,7.222222222
9/20/2015,51.43,51.43,46.41,91,25,7.777777778
9/21/2015,51.44,51.44,46.41,92,27.77777778,8.333333333
9/22/2015,51.43,51.43,46.41,88,30,10
9/23/2015,51.4,51.4,46.41,85,23.88888889,12.22222222
9/24/2015,51.45,51.45,46.41,85,26.66666667,8.888888889
9/25/2015,51.44,51.44,40.61,86,27.22222222,8.333333333
9/26/2015,45.14,45.14,36.18,180,26.66666667,8.333333333
9/27/2015,33.79,33.79,30.94,240,29.44444444,10
9/28/2015,29.79,29.79,30.94,122,30,11.11111111
9/29/2015,56.8,56.8,52.37,95,27.22222222,11.66666667
9/30/2015,59.23,59.23,54.15,97,26.11111111,12.22222222
