,Date,"Water Temperature, MS above Confluence","Water Temperature, NF above Confluence","Water Temperature, Upstream Strontia","Water Temperature, Downstream Strontia","Water Temperature, SP Below Chatfield",Waterton Gage (cfs),"Temp Ch, C (high) ","Chatfield, Low Temp (C)","Waterton Gage, High Water Temp (C)","Waterton Gage, Low Water Temp (C)",South Platte Above Cheesman Flowrate (cfs),South Platte Below Cheesman Downstream (cfs) ,"Cheesman Air Temperature, Low (C)","Water Temperature, Cheesman, low (C)","Cheesman Air Temperature, High (C)","Water Temperature, Cheesman, high (C)",Roberts Tunnel Flowrate (cfs),"Strontia Springs Temperature, high (C)","Strontia Springs Temperature, low (C)",Conduit 20 to Marston Total (No Chatfield water) ,Conduit 20 (with Chatfield flow) (cfs),Marston WTP Outflow (cfs),Strontia Springs Outflow (cfs),"Marston Temperature, high (C)","Marston Temperature, low (C)"
21,6/22/2012,11.912773190207188,12.350337995167049,14.701778669542389,13.312307977999094,24.401415759292384,0.27383587638330087,38.3,15.6,25.90701,12.38462,4.454347296253507,5.298317366548036,13.333333333333332,13.019733333333331,34.44444444444444,24.13684444444444,363.0,36.66666666666666,9.444444444444445,6.907966415668218,8.229216244576394,11.325634640054393,4.6504303173929555,28.88888889,14.44444444
22,6/23/2012,11.892405667304043,12.41165182091958,14.85613810979397,13.241347673851006,24.61927850671671,0.27346203854459056,38.3,20.0,25.90701,15.0057,4.456670177669648,5.298317366548036,13.88888888888889,13.312288888888888,35.55555555555556,24.72195555555556,363.0,37.22222222222222,14.444444444444445,6.9914233171794145,8.299397568498572,11.962441222426131,4.6523399904644815,36.66666667,16.11111111
23,6/24/2012,11.881624089287602,12.462245911757115,15.000207615550924,13.172793701628857,24.825234777026843,0.2727204429348045,35.6,13.3,24.29862,11.01451,4.468204330914934,5.298317366548036,12.777777777777777,12.727177777777776,34.44444444444444,24.13684444444444,363.0,35.55555555555556,13.333333333333332,6.925315877272314,8.24378553820998,12.617844506887854,4.653960350157523,37.22222222,16.66666667
24,6/25/2012,11.880428456157851,12.502120267679658,15.133987186813249,13.106646061332642,25.01928457022276,0.27108080144423413,37.8,20.6,25.60916,15.36312,4.465908118654584,5.552959584921617,14.444444444444445,13.604844444444444,34.44444444444444,24.13684444444444,324.40625,37.77777777777778,13.88888888888889,6.994998213009064,8.302409288875127,11.867602959317438,4.656433479925633,36.11111111,17.22222222
25,6/26/2012,11.888818767914804,12.531274888687202,15.25747682358094,13.042904752962365,25.20142788630448,0.27000932464402955,38.9,20.6,26.26443,15.36312,4.437934266612178,5.71042701737487,14.444444444444445,13.604844444444444,35.0,24.4294,268.0,37.22222222222222,11.666666666666666,6.941901756723442,8.257723657279891,11.325634640054393,4.660699495780571,37.77777778,17.22222222
26,6/27/2012,11.90679502455845,12.549709774779751,15.370676525854012,12.98156977651802,25.371664725272,0.26522333809065,38.3,21.1,25.90701,15.66097,4.460144413937834,5.71042701737487,13.88888888888889,13.312288888888888,30.555555555555557,22.088955555555557,268.95,31.666666666666664,12.777777777777777,6.941901756723442,8.257723657279891,11.325634640054393,4.6434288981051814,37.22222222,18.88888889
27,6/28/2012,11.934357226088792,12.557424925957308,15.47358629363245,12.922641131999612,25.529995087125307,0.2670629030097325,34.4,18.3,23.58378,13.99301,4.475061500641071,5.645446897643238,11.666666666666666,12.142066666666665,31.666666666666664,22.674066666666665,286.40625,32.77777777777778,13.88888888888889,6.844705983459042,8.114801291467339,11.325634640054393,4.653579325195778,34.44444444,16.66666667
28,6/29/2012,11.971505372505831,12.554420342219869,15.566206126916262,12.86611881940714,25.67641897186441,0.2660532037553784,34.4,18.3,23.58378,13.99301,4.487512142519859,5.631211781821365,12.22222222222222,12.43462222222222,31.666666666666664,22.674066666666665,315.5,32.77777777777778,13.88888888888889,10.483797022071727,11.353853971229329,11.325634640054393,5.155716397949014,32.77777778,17.22222222
29,6/30/2012,12.018239463809568,12.540696023567437,15.648536025705448,12.812002838740604,25.81093637948931,0.2647303567717995,34.4,18.9,23.58378,14.35043,4.492001487882454,5.631211781821365,13.88888888888889,13.312288888888888,32.22222222222222,22.96662222222222,323.0604167,33.333333333333336,14.444444444444445,10.483797022071727,11.353853971229329,11.325634640054393,5.281018601969707,34.44444444,17.22222222
30,7/1/2012,12.0745595,12.51625197,15.72057599,12.76029319,25.93354731,0.26522333809065,35.6,16.7,24.29862,13.03989,4.500920164614292,5.66988092298052,14.444444444444445,13.604844444444444,33.333333333333336,23.55173333333333,345.1875,35.0,17.22222222222222,11.939430472179149,12.710232098588916,11.325634640054393,5.24812872496475,32.77777778,17.77777778
31,7/2/2012,12.140465481077127,12.481088181517576,15.782326019799925,12.710989873185335,26.04425176339649,0.2747794947169063,35.6,20.0,24.29862,15.0057,4.5217885770490405,5.703782474656201,15.0,13.8974,33.333333333333336,23.55173333333333,357.3,33.888888888888886,17.22222222222222,12.078079317507399,12.840560735419619,11.325634640054393,5.241958632878652,35.55555556,18.33333333
32,7/3/2012,12.215957407040952,12.435204658120153,15.83378611510522,12.664092888296604,26.14304973967877,0.27327588325319846,33.9,18.3,23.28593,13.99301,4.74493212836325,5.730099782973574,11.666666666666666,12.142066666666665,31.666666666666664,22.674066666666665,357.3,32.77777777777778,13.333333333333332,12.06979701569169,12.832770550430643,10.741508273980894,5.265070772754401,33.88888889,18.33333333
33,7/4/2012,12.301035277891476,12.37860139980774,15.87495627591589,12.619602235333812,26.22994123884685,0.2716229644914498,33.9,18.3,23.28593,13.99301,5.0238805208462765,5.730099782973574,13.333333333333332,13.019733333333331,32.77777777777778,23.259177777777776,357.3,32.22222222222222,14.444444444444445,12.392336341465237,13.136590120727677,10.605658866850282,5.323643924494045,33.33333333,15.55555556
34,7/5/2012,12.395699093628693,12.311278406580328,15.905836502231931,12.577517914296957,26.30492626090072,0.26014604124175333,35.6,16.7,24.29862,13.03989,5.062595033026967,5.777652323222656,14.444444444444445,13.604844444444444,31.666666666666664,22.674066666666665,364.425,33.333333333333336,11.666666666666666,13.315404612703288,14.010710188994704,12.38587905640936,5.427150238391005,33.33333333,17.77777778
35,7/6/2012,12.499948854252606,12.23323567843792,15.92642679405334,12.53783992518603,26.368004805840396,0.26279441651907554,29.4,15.6,20.60528,12.38462,5.093750200806762,5.814130531825066,12.777777777777777,12.727177777777776,27.22222222222222,20.33362222222222,380.93125,27.77777777777778,12.777777777777777,12.67280552995271,13.401492454200763,11.268540278137182,5.357387840125025,35.0,16.11111111
36,7/7/2012,12.613784559763218,12.144473215380518,15.936727151380127,12.500568268001045,26.41917687366585,0.23179006551807496,26.1,15.6,18.639470000000003,12.38462,5.37989735354046,5.6131281063880705,12.777777777777777,12.727177777777776,23.88888888888889,18.57828888888889,324.4458333,25.0,13.333333333333332,12.490796611905903,13.229512462672236,8.148005891014071,5.70171366948709,29.44444444,16.11111111
37,7/8/2012,12.737206210160526,12.044991017408124,15.93673757421228,12.465702942741991,26.45844246437711,0.18381941289040019,23.3,15.6,16.971510000000002,12.38462,5.3471075307174685,5.19295685089021,12.777777777777777,12.727177777777776,22.77777777777778,17.993177777777777,150.3583333,22.22222222222222,12.777777777777777,12.64317997973611,13.37348122217996,8.148005891014071,5.532717326117946,25.55555556,16.66666667
38,7/9/2012,12.870213805444529,11.93478908452073,15.92645806254981,12.433243949408874,26.485801577974165,0.2533426416716532,26.7,12.8,18.99689,10.71666,5.4638318050256105,4.795790545596741,11.666666666666666,12.142066666666665,23.88888888888889,18.57828888888889,37.15,25.0,11.666666666666666,12.4591331961738,13.199621206686198,8.148005891014071,5.3353240921771325,23.33333333,16.66666667
39,7/10/2012,13.012807345615226,11.81386741671834,15.905888616392703,12.403191288001691,26.501254214457006,0.26622042768611637,28.9,15.6,20.30743,12.38462,5.43372200355424,5.111987788356544,12.22222222222222,12.43462222222222,27.22222222222222,20.33362222222222,90.70625,27.22222222222222,11.666666666666666,12.462744481052317,13.203029955279204,8.148005891014071,5.320763555377867,25.55555556,15.0
40,7/11/2012,13.164986830672625,11.682226014000957,15.875029235740977,12.375544958520448,26.504800373825653,0.2696559088937193,31.1,15.6,21.61797,12.38462,5.4116460518550396,5.43372200355424,11.666666666666666,12.142066666666665,29.444444444444443,21.503844444444443,211.0,30.555555555555557,12.777777777777777,12.457527844640765,13.198105924715106,9.189124006128115,5.3138461681656635,27.77777778,14.44444444
41,7/12/2012,13.326752260616717,11.53986487636858,15.833879920594615,12.350304960965136,26.49644005608009,0.2693043362539855,32.2,17.8,22.27324,13.69516,5.407171771460119,5.583496308781699,11.11111111111111,11.84951111111111,30.555555555555557,22.088955555555557,290.91875,31.11111111111111,14.444444444444445,12.431009613060397,13.173078607523756,9.865596788841515,5.321789722733179,30.0,14.44444444
42,7/13/2012,13.498103635447508,11.386784003821203,15.782440670953626,12.327471295335762,26.47617326122032,0.254871350668256,33.9,17.8,23.28593,13.69516,5.41610040220442,5.62040086571715,12.777777777777777,12.727177777777776,31.11111111111111,22.38151111111111,348.275,32.77777777777778,13.333333333333332,10.682696288858914,11.49434643640081,9.865596788841515,5.151150575828457,31.66666667,16.11111111
43,7/14/2012,13.679040955164991,11.222983396358838,15.720711486818017,12.307043961632324,26.44399998924635,0.25716245196554544,33.3,20.0,22.92851,15.0057,5.407171771460119,5.62040086571715,13.88888888888889,13.312288888888888,30.0,21.7964,353.5,32.77777777777778,13.88888888888889,10.432161808561062,11.306192993222785,9.865596788841515,5.068149200296863,33.33333333,17.22222222
44,7/15/2012,13.869564219769178,11.048463053981475,15.64869236818777,12.289022959854822,26.39992024015817,0.2574546822760302,35.0,16.7,23.9412,13.03989,5.4116460518550396,5.6240175061873385,12.22222222222222,12.43462222222222,31.11111111111111,22.38151111111111,356.35,32.77777777777778,13.88888888888889,11.856221995222592,12.63210196285638,10.559829544078825,5.287155301841845,34.44444444,18.33333333
45,7/16/2012,14.069673429260057,10.863222976689116,15.566383315062897,12.273408290003252,26.34393401395579,0.2533426416716532,31.7,15.6,21.97539,12.38462,5.3981627015177525,5.736572297479192,12.22222222222222,12.43462222222222,30.0,21.7964,355.4,35.0,11.666666666666666,10.666302077102449,11.522586515188333,10.344080432788601,5.149237143533884,34.44444444,15.0
46,7/17/2012,14.276502763267487,10.6700305249307,15.475189101601776,12.259798445340568,26.27640531316034,0.2584880550359694,31.1,17.8,21.61797,13.69516,5.3981627015177525,5.805134968916488,10.555555555555555,11.556955555555554,28.88888888888889,21.211288888888888,336.875,30.0,13.333333333333332,10.340696301506973,11.221853679316979,8.148005891014071,5.116015809554085,32.77777778,15.0
47,7/18/2012,14.472857299570638,10.485489861399842,15.383538372754698,12.245784385444471,26.19951815289865,0.25716245196554544,35.0,18.3,23.9412,13.99301,5.43372200355424,5.805134968916488,11.666666666666666,12.142066666666665,31.11111111111111,22.38151111111111,306.0,31.666666666666664,14.444444444444445,10.18577439373168,11.07925990308017,9.733961166965893,5.06050424124939,30.55555556,15.0
48,7/19/2012,14.65587121779936,10.312368346545478,15.292835902680045,12.230964603577902,26.113636535691874,0.26895458996923005,35.6,16.1,24.29862,12.68247,5.41610040220442,5.805134968916488,13.333333333333332,13.019733333333331,32.22222222222222,22.96662222222222,306.0,33.888888888888886,13.88888888888889,11.061193425666147,11.889070611279925,11.167810886650972,5.201476015098481,33.88888889,17.22222222
49,7/20/2012,14.825544517953656,10.150665980367616,15.20308169137781,12.215339099740868,26.01876046154,0.2677446236521423,35.6,17.8,24.29862,13.69516,5.407171771460119,5.805134968916488,13.333333333333332,13.019733333333331,33.888888888888886,23.844288888888887,306.0,35.0,12.22222222222222,11.251222155837116,12.066068125118472,11.325634640054393,5.209704708191433,35.0,17.22222222
