SAMPLE_NUMBER,SAMPLED_DATE,SAMPLE_NAME,SAMPLING_POINT_DESCRIPTION,SITE,FACILITY,ANALYTE,FORMATTED_ENTRY,UNITS,DEPTH
360827,7/19/2016 14:10,RS-MR-01-1,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,15.0,ng/L,1
360835,7/19/2016 14:20,RS-MR-01-7,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,40.0,ng/L,7
360842,7/19/2016 14:30,RS-MR-01-11,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,2.0,ng/L,11
360849,7/19/2016 14:40,RS-MR-01-14,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,2.0,ng/L,14
361398,7/26/2016 8:30,RS-MR-01-7,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,16.0,ng/L,7
361405,7/26/2016 8:35,RS-MR-01-11,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,2.0,ng/L,11
361412,7/26/2016 8:40,RS-MR-01-14,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,3.0,ng/L,14
361807,8/2/2016 9:42,RS-MR-01-1,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,10.0,ng/L,1
361815,8/2/2016 9:48,RS-MR-01-7,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,10.0,ng/L,7
361822,8/2/2016 9:54,RS-MR-01-11,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,8.0,ng/L,11
361829,8/2/2016 10:00,RS-MR-01-14,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,8.0,ng/L,14
364765,8/10/2016 10:45,RS-MR-01-1,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,3.0,ng/L,1
364773,8/10/2016 10:55,RS-MR-01-7,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,5.0,ng/L,7
364780,8/10/2016 11:00,RS-MR-01-11,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,11.0,ng/L,11
364787,8/10/2016 11:05,RS-MR-01-14,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,6.0,ng/L,14
365505,8/15/2016 9:50,RS-MR-01-1,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,2.0,ng/L,1
365513,8/15/2016 10:05,RS-MR-01-7,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,3.0,ng/L,7
365520,8/15/2016 10:10,RS-MR-01-11,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,8.0,ng/L,11
365527,8/15/2016 10:17,RS-MR-01-14,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,8.0,ng/L,14
366462,8/24/2016 11:15,RS-MR-01-1,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,2.0,ng/L,1
366470,8/24/2016 11:20,RS-MR-01-7,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,2.0,ng/L,7
366477,8/24/2016 11:25,RS-MR-01-11,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,4.0,ng/L,11
366484,8/24/2016 11:30,RS-MR-01-14,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,4.0,ng/L,14
367411,8/30/2016 10:00,RS-MR-01-7,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,2.0,ng/L,7
367419,8/30/2016 10:05,RS-MR-01-11,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,2.0,ng/L,11
367427,8/30/2016 10:10,RS-MR-01-14,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,2.0,ng/L,14
371049,9/6/2016 9:05,RS-MR-01-1,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,7.0,ng/L,1
371057,9/6/2016 9:10,RS-MR-01-7,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,4.0,ng/L,7
371064,9/6/2016 9:15,RS-MR-01-11,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,1.0,ng/L,11
371071,9/6/2016 9:20,RS-MR-01-14,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,1.0,ng/L,14
372049,9/12/2016 11:40,RS-MR-01-1,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,14.0,ng/L,1
372064,9/12/2016 11:50,RS-MR-01-11,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,2.0,ng/L,11
372071,9/12/2016 11:55,RS-MR-01-14,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,2.0,ng/L,14
373317,9/21/2016 8:35,RS-MR-01-7,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,15.0,ng/L,7
373324,9/21/2016 8:40,RS-MR-01-11,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,4.0,ng/L,11
373331,9/21/2016 8:45,RS-MR-01-14,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,3.0,ng/L,14
373953,9/26/2016 14:00,RS-MR-01-1,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,31.0,ng/L,1
373962,9/26/2016 14:05,RS-MR-01-7,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,25.0,ng/L,7
373970,9/26/2016 14:15,RS-MR-01-11,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,8.0,ng/L,11
373977,9/26/2016 14:20,RS-MR-01-14,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,7.0,ng/L,14
422542,6/5/2017 14:30,RS-MR-01-1,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,1.0,ng/L,1
422551,6/5/2017 14:35,RS-MR-01-4,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,2.0,ng/L,4
422558,6/5/2017 14:40,RS-MR-01-8,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,2.0,ng/L,8
422565,6/5/2017 14:45,RS-MR-01-16,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,3.0,ng/L,16
423380,6/19/2017 1:50,RS-MR-01-1,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,2.0,ng/L,1
423394,6/19/2017 2:00,RS-MR-01-8,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,2.0,ng/L,8
423401,6/19/2017 2:10,RS-MR-01-16,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,2.0,ng/L,16
429257,7/11/2017 13:45,RS-MR-01-A-1,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,1.0,ng/L,A
429260,7/11/2017 13:50,RS-MR-01-A-4,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,1.0,ng/L,A
429263,7/11/2017 13:55,RS-MR-01-A-7,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,3.0,ng/L,A
429266,7/11/2017 14:00,RS-MR-01-A-10,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,2.0,ng/L,A
429699,7/17/2017 13:30,RS-MR-01-1,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,4.0,ng/L,1
429708,7/17/2017 13:35,RS-MR-01-4,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,5.0,ng/L,4
429715,7/17/2017 13:40,RS-MR-01-7,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,6.0,ng/L,7
429723,7/17/2017 13:45,RS-MR-01-16,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,3.0,ng/L,16
430829,7/31/2017 10:45,RS-MR-01-1,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,5.0,ng/L,1
430837,7/31/2017 10:50,RS-MR-01-4,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,5.0,ng/L,4
430844,7/31/2017 10:55,RS-MR-01-8,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,5.0,ng/L,8
430851,7/31/2017 11:00,RS-MR-01-16,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,3.0,ng/L,16
434367,8/14/2017 13:35,RS-MR-01-1,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,4.48,ng/L,1
434374,8/14/2017 13:40,RS-MR-01-4,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,11.57,ng/L,4
434381,8/14/2017 13:45,RS-MR-01-8,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,4.87,ng/L,8
434388,8/14/2017 13:50,RS-MR-01-16,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,1.41,ng/L,16
440617,9/18/2017 14:20,RS-MR-01-A-8,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,1.0,ng/L,A
441483,9/22/2017 11:30,RS-MR-01-A-4,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,2.0,ng/L,A
441486,9/22/2017 11:32,RS-MR-01-A-8,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,1.0,ng/L,A
448348,10/25/2017 8:35,RS-MR-01-A-4,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,2.0,ng/L,A
448353,10/25/2017 8:45,RS-MR-01-A-12,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,2.0,ng/L,A
473512,3/29/2018 15:25,RS-MR-01-A-1,Immediately south of Marston intake tower,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,2.0,ng/L,A
473863,3/29/2018 15:30,RS-MR-01-A-8,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,2.0,ng/L,A
489459,6/13/2018 14:40,RS-MR-01-1,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,1.0,ng/L,1
489469,6/13/2018 15:04,RS-MR-01-8,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,2.0,ng/L,8
489476,6/13/2018 15:17,RS-MR-01-16,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,2.0,ng/L,16
492793,6/27/2018 14:25,RS-MR-01-8,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,1.0,ng/L,8
497734,7/25/2018 14:40,RS-MR-01-17,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,6.0,ng/L,17
498886,7/31/2018 14:40,RS-MR-01-1,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,38.0,ng/L,1
498898,7/31/2018 14:55,RS-MR-01-8,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,37.0,ng/L,8
498904,7/31/2018 15:10,RS-MR-01-16,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,4.0,ng/L,16
502032,8/8/2018 14:25,RS-MR-01-1,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,13.0,ng/L,1
502039,8/8/2018 14:35,RS-MR-01-8,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,12.0,ng/L,8
502042,8/8/2018 14:40,RS-MR-01-17,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,3.0,ng/L,17
502050,8/15/2018 14:25,RS-MR-01-1,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,13.0,ng/L,1
502062,8/15/2018 14:45,RS-MR-01-8,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,7.0,ng/L,8
502074,8/15/2018 14:55,RS-MR-01-17,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,2.0,ng/L,17
502996,8/22/2018 14:45,RS-MR-01-1,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,10.0,ng/L,1
503000,8/22/2018 14:50,RS-MR-01-8,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,9.0,ng/L,8
503002,8/22/2018 15:00,RS-MR-01-17,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,1.0,ng/L,17
503006,8/29/2018 14:38,RS-MR-01-1,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,15.0,ng/L,1
503011,8/29/2018 14:50,RS-MR-01-8,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,10.0,ng/L,8
503013,8/29/2018 15:00,RS-MR-01-18,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,7.0,ng/L,18
507619,9/5/2018 9:12,RS-MR-01-1,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,23.0,ng/L,1
507623,9/5/2018 9:20,RS-MR-01-9,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,16.0,ng/L,9
507626,9/5/2018 9:40,RS-MR-01-18,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,4.0,ng/L,18
508876,9/12/2018 9:20,RS-MR-01-A-14,Marston Tower,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,18.0,ng/L,A
508879,9/12/2018 9:22,RS-MR-01-A-4,Marston Tower,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,29.0,ng/L,A
508883,9/12/2018 9:24,RS-MR-01-A-8,Marston Tower,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,27.0,ng/L,A
509287,9/19/2018 13:55,RS-MR-01-A-1,Tower,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,18.0,ng/L,A
509295,9/19/2018 14:20,RS-MR-01-A-6,Tower,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,25.0,ng/L,A
509303,9/19/2018 14:30,RS-MR-01-A-12,Tower,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,3.0,ng/L,A
509671,9/25/2018 8:27,RS-MR-01-A-1,Tower,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,12.0,ng/L,A
509675,9/25/2018 8:34,RS-MR-01-A-6,Tower,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,12.0,ng/L,A
509677,9/25/2018 8:45,RS-MR-01-A-12,Tower,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,11.0,ng/L,A
514169,10/9/2018 10:10,RS-MR-01-1,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,6.0,ng/L,1
514172,10/9/2018 10:15,RS-MR-01-9,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,6.0,ng/L,9
514174,10/9/2018 10:25,RS-MR-01-18,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,5.0,ng/L,18
515652,10/17/2018 14:40,RS-MR-01-1,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,4.0,ng/L,1
515663,10/17/2018 14:55,RS-MR-01-9,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,6.0,ng/L,9
515670,10/17/2018 15:00,RS-MR-01-18,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,4.0,ng/L,18
517995,10/23/2018 13:37,RS-MR-01-1,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,6.0,ng/L,1
517999,10/23/2018 13:43,RS-MR-01-9,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,4.0,ng/L,9
518001,10/23/2018 13:53,RS-MR-01-18,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,4.0,ng/L,18
518707,10/30/2018 9:15,RS-MR-01-1,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,3.0,ng/L,1
518710,10/30/2018 9:20,RS-MR-01-9,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,3.0,ng/L,9
518712,10/30/2018 9:30,RS-MR-01-18,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,4.0,ng/L,18
519071,11/7/2018 14:05,RS-MR-01-1,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,4.0,ng/L,1
519076,11/7/2018 14:15,RS-MR-01-9,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,5.0,ng/L,9
519078,11/7/2018 14:25,RS-MR-01-18,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,4.0,ng/L,18
521768,11/14/2018 13:26,RS-MR-01-1,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,49.0,ng/L,1
521772,11/14/2018 13:42,RS-MR-01-9,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,6.0,ng/L,9
521779,11/14/2018 13:51,RS-MR-01-18,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,5.0,ng/L,18
527660,12/17/2018 14:10,RS-MR-01-1,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,3.8,ng/L,1
527671,12/17/2018 14:25,RS-MR-01-8,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,4.2,ng/L,8
527678,12/17/2018 14:38,RS-MR-01-17,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,3.4,ng/L,17
533413,1/8/2019 14:10,RS-MR-01-1,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,2.0,ng/L,1
533415,1/8/2019 14:12,RS-MR-01-4,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,3.0,ng/L,4
533417,1/8/2019 14:14,RS-MR-01-10,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,3.0,ng/L,10
557174,4/23/2019 13:30,RS-MR-01-1,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,2.0,ng/L,1
557177,4/23/2019 13:45,RS-MR-01-5,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,2.0,ng/L,5
557187,4/23/2019 14:05,RS-MR-01-16,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,2.0,ng/L,16
564111,5/14/2019 9:50,RS-MR-01-T,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,2.0,ng/L,T
564113,5/14/2019 10:15,RS-MR-01-B,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,2.0,ng/L,B
564112,5/14/2019 10:15,RS-MR-01-I,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,2.0,ng/L,I
572956,6/24/2019 14:18,RS-MR-01-T-1,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,2.0,ng/L,T
572955,6/24/2019 14:30,RS-MR-01-I-9,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,2.0,ng/L,I
572954,6/24/2019 14:42,RS-MR-01-B-18,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,2.0,ng/L,B
568921,7/2/2019 9:15,RS-MR-01-T-1,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,2.0,ng/L,T
568944,7/2/2019 9:37,RS-MR-01-I-7,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,2.0,ng/L,I
568963,7/2/2019 9:50,RS-MR-01-B-18,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,2.0,ng/L,B
568932,7/16/2019 9:43,RS-MR-01-T-1,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,2.0,ng/L,T
568953,7/16/2019 10:03,RS-MR-01-I-7,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,2.0,ng/L,I
568972,7/16/2019 10:10,RS-MR-01-B-18,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,2.0,ng/L,B
582229,7/24/2019 11:35,RS-MR-01-A-4,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,10.0,ng/L,A
582231,7/24/2019 11:45,RS-MR-01-A-8,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,2.0,ng/L,A
582233,7/24/2019 11:45,RS-MR-01-A-12,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,3.0,ng/L,A
586957,8/1/2019 9:08,RS-MR-01-A-4,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,26.0,ng/L,A
586959,8/1/2019 9:10,RS-MR-01-A-8,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,7.0,ng/L,A
586963,8/1/2019 9:15,RS-MR-01-A-12,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,5.0,ng/L,A
576308,8/20/2019 10:10,RS-MR-01-I-6,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,7.9,ng/L,I
593246,8/22/2019 9:02,RS-MR-01-A-8,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,2.28,ng/L,A
586042,9/10/2019 11:30,RS-MR-01-T-1,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,10.0,ng/L,T
602135,9/10/2019 11:35,RS-MR-01-I-6,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,12.0,ng/L,I
602987,9/12/2019 16:35,RS-MR-01-A-6,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,7.0,ng/L,A
602986,9/12/2019 16:35,RS-MR-01-A-6,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,11.0,ng/L,A
586053,9/24/2019 11:53,RS-MR-01-T-1,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,16.0,ng/L,T
586074,9/24/2019 12:10,RS-MR-01-I-6,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,9.0,ng/L,I
586093,9/24/2019 12:18,RS-MR-01-B-18,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,7.0,ng/L,B
609687,10/1/2019 8:52,RS-MR-01-A-4,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,6.69,ng/L,A
609689,10/1/2019 8:57,RS-MR-01-A-8,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,6.44,ng/L,A
609691,10/1/2019 9:02,RS-MR-01-A-12,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,7.23,ng/L,A
615056,10/15/2019 10:30,RS-MR-01-A-8,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,27.0,ng/L,A
598593,10/15/2019 11:10,RS-MR-01-T-1,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,56.0,ng/L,T
598604,10/15/2019 11:20,RS-MR-01-I-8,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,48.0,ng/L,I
598613,10/15/2019 11:30,RS-MR-01-B-18,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,33.0,ng/L,B
616274,10/22/2019 12:32,RS-MR-01-A-4,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,34.0,ng/L,A
616276,10/22/2019 12:35,RS-MR-01-A-8,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,27.0,ng/L,A
616278,10/22/2019 12:37,RS-MR-01-A-12,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,32.0,ng/L,A
643431,1/7/2020 13:09,RS-MR-01-A-1,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,11.0,ng/L,A
643448,1/7/2020 13:14,RS-MR-01-A-4,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,10.0,ng/L,A
643452,1/7/2020 13:19,RS-MR-01-A-10,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,10.0,ng/L,A
651774,1/28/2020 13:12,RS-MR-01-A-1,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,8.0,ng/L,A
651776,1/28/2020 13:14,RS-MR-01-A-4,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,7.0,ng/L,A
651778,1/28/2020 13:15,RS-MR-01-A-10,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,8.0,ng/L,A
659645,2/12/2020 8:26,RS-MR-01-A-1,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,5.3,ng/L,A
659647,2/12/2020 8:27,RS-MR-01-A-4,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,6.3,ng/L,A
659649,2/12/2020 8:30,RS-MR-01-A-10,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,5.9,ng/L,A
664981,2/25/2020 7:23,RS-MR-01-A-10,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,5.0,ng/L,A
664977,2/25/2020 7:25,RS-MR-01-A-4,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,5.0,ng/L,A
664973,2/25/2020 7:30,RS-MR-01-A-1,,Marston Reservoir Depth Sampling Location at Buoy,Marston,Geosmin,5.0,ng/L,A
