Date,"Adjusted TOC, Upstream Strontia","Adjusted TP, Upstream Strontia","Adjusted turbidity, Upstream Strontia"
9/13/2020,3.0777624592406045,0.021692858642936706,1.7725402088084001
9/14/2020,3.043581993822823,0.020287774148866025,1.7511176343652193
9/15/2020,3.0069921945043494,0.018798665647464772,1.7280333791255438
9/16/2020,2.9679930612851835,0.017225533138732946,1.7032874430893736
9/17/2020,2.9283895452990385,0.015641507002101273,1.6780678408924092
9/18/2020,2.8899865976796266,0.014119717617000479,1.6535625871703503
9/19/2020,2.8527842184269483,0.012660164983430559,1.6297716819231973
9/20/2020,2.8167824075410026,0.011262849101391519,1.6066951251509498
9/21/2020,2.7819811650217905,0.009927769970883356,1.584332916853608
9/22/2020,2.748380490869312,0.008654927591906069,1.5626850570311717
9/23/2020,2.7159803850835664,0.0074443219644596634,1.5417515456836413
9/24/2020,2.684780847664554,0.006295953088544133,1.5215323828110163
9/25/2020,2.654781878612275,0.005209820964159478,1.502027568413297
9/26/2020,2.62598347792673,0.004185925591305704,1.4832371024904834
9/27/2020,2.5983856456079173,0.0032242669699828097,1.4651609850425753
9/28/2020,2.5719883816558378,0.00232484510019079,1.447799216069573
9/29/2020,2.5467916860704922,0.0014876599819296493,1.4311517955714765
9/30/2020,2.5227955588518793,0.0007127116151993857,1.4152187235482852
10/1/2020,2.5,0.0,1.4
10/2/2020,2.478405009514854,-0.000650474863668508,1.38549562492662
10/3/2020,2.458010587396441,-0.001238712975806138,1.3717055983281456
10/4/2020,2.4388167336447615,-0.0017647143364128903,1.358629920204577
10/5/2020,2.420823448259815,-0.0022284789454887644,1.346268590555914
10/6/2020,2.404030731241602,-0.0026300068030337613,1.3346216093821566
10/7/2020,2.388438582590122,-0.00296929790904788,1.323688976683305
10/8/2020,2.3740470023053764,-0.003246352263531122,1.3134706924593593
10/9/2020,2.3608559903873627,-0.0034611698664834853,1.303966756710319
10/10/2020,2.3488655468360826,-0.0036137507179049705,1.295177169436184
10/11/2020,2.338075671651536,-0.0037040948177955776,1.287101930636955
10/12/2020,2.328486364833723,-0.0037322021661553083,1.2797410403126317
10/13/2020,2.3200976263826427,-0.0036980727629841604,1.273094498463214
10/14/2020,2.312909456298296,-0.0036017066082821357,1.2671623050887018
10/15/2020,2.3069218545806827,-0.0034431037020492324,1.2619444601890955
10/16/2020,2.302134821229802,-0.0032222640442854523,1.2574409637643944
10/17/2020,2.2983518738466007,-0.002948319132064814,1.2536699881209923
10/18/2020,2.2943941180367498,-0.0026760579478314482,1.2507405670972465
10/19/2020,2.2900650714011963,-0.0024146119886593732,1.2486708729995502
10/20/2020,2.2853647339399394,-0.0021639812545485916,1.2474609058279031
10/21/2020,2.280293105652979,-0.0019241657454991015,1.247110665582306
10/22/2020,2.274850186540316,-0.001695165461510904,1.247620152262758
10/23/2020,2.2690359766019492,-0.0014769804025839982,1.2489893658692595
10/24/2020,2.262850475837879,-0.0012696105687183853,1.2512183064018105
10/25/2020,2.2562936842481056,-0.0010730559599140643,1.2543069738604113
10/26/2020,2.249365601832629,-0.0008873165761710354,1.2582553682450612
10/27/2020,2.242066228591449,-0.0007123924174892993,1.2630634895557604
10/28/2020,2.234395564524566,-0.000548283483868855,1.2687313377925096
10/29/2020,2.2263536096319796,-0.00039498977530970315,1.275258912955308
10/30/2020,2.21794036391369,-0.0002525112918118433,1.282646215044156
10/31/2020,2.2091558273696967,-0.00012084803337527561,1.2908932440590535
11/1/2020,2.2,0.0,1.3
11/2/2020,2.1904728818046006,0.00011003280831398289,1.3099664828669964
11/3/2020,2.1805744727834977,0.0002092503915666738,1.3207926926600422
11/4/2020,2.1703047729366913,0.00029765274975807244,1.3324786293791373
11/5/2020,2.1596637822641815,0.0003752398828881789,1.345024293024282
11/6/2020,2.1486515007659692,0.0004420117909569932,1.3584296835954763
11/7/2020,2.137267928442053,0.0004979684739645152,1.3726948010927198
11/8/2020,2.1255130652924334,0.0005431099319107448,1.387819645516013
11/9/2020,2.113386911317111,0.0005774361647956825,1.4038042168653555
11/10/2020,2.100889466516085,0.0006009471726193278,1.4206485151407475
11/11/2020,2.0880207308893555,0.0006136429553816808,1.438352540342189
11/12/2020,2.0747807044369235,0.0006155235130827417,1.4569162924696801
11/13/2020,2.0611693871587877,0.0006065888457225105,1.4763397715232207
11/14/2020,2.0471867790549485,0.0005868389533009869,1.4966229775028104
11/15/2020,2.032832880125406,0.0005562738358181711,1.5177659104084498
11/16/2020,2.0181076903701602,0.0005148934932740631,1.5397685702401387
11/17/2020,2.0036659878116243,0.00046893631967863,1.5614177316696927
11/18/2020,1.9901625504722111,0.00042464070904183924,1.5815001693689283
11/19/2020,1.9775973783519203,0.00038200666136369065,1.6000158833378457
11/20/2020,1.9659704714507524,0.0003410341766441843,1.6169648735764444
11/21/2020,1.9552818297687073,0.00030172325488332007,1.6323471400847243
11/22/2020,1.9455314533057844,0.0002640738960810981,1.6461626828626854
11/23/2020,1.9367193420619844,0.0002280861002375184,1.658411501910328
11/24/2020,1.9288454960373067,0.00019375986735258087,1.6690935972276522
11/25/2020,1.921909915231752,0.00016109519742628549,1.6782089688146573
11/26/2020,1.9159125996453203,0.0001300920904586324,1.6857576166713446
11/27/2020,1.9108535492780105,0.00010075054644962152,1.6917395407977125
11/28/2020,1.9067327641298237,7.307056539925277e-05,1.696154741193762
11/29/2020,1.9035502442007601,4.7052147307526294e-05,1.6990032178594934
11/30/2020,1.9013059894908186,2.2695292174442025e-05,1.7002849707949061
12/1/2020,1.9,0.0,1.7
12/2/2020,1.8996322757283037,-2.1033729215799906e-05,1.698148305474775
12/3/2020,1.9002028166757303,-4.0405895472957535e-05,1.6947298872192316
12/4/2020,1.9017116228422795,-5.811649877147297e-05,1.6897447452333696
12/5/2020,1.9041586942279511,-7.416553911134617e-05,1.6831928795171889
12/6/2020,1.9075440308327463,-8.855301649257725e-05,1.67507429007069
12/7/2020,1.911867632656663,-0.00010127893091516603,1.6653889768938723
12/8/2020,1.917129499699703,-0.00011234328237911262,1.6541369399867358
12/9/2020,1.9233296319618658,-0.000121746070884417,1.641318179349281
12/10/2020,1.9304680294431504,-0.00012948729643107916,1.6269326949815073
12/11/2020,1.9385446921435585,-0.00013556695901909913,1.6109804868834154
12/12/2020,1.9475596200630891,-0.00013998505864847689,1.5934615550550044
12/13/2020,1.9575128132017423,-0.00014274159531921243,1.574375899496275
12/14/2020,1.968404271559518,-0.00014383656903130574,1.5537235202072268
12/15/2020,1.9802339951364165,-0.00014326997978475687,1.5315044171878607
12/16/2020,1.9930019839324378,-0.00014104182757956576,1.5077185904381754
12/17/2020,2.006474217266552,-0.00013727758709843675,1.4826635728040405
12/18/2020,2.0192465710525815,-0.00013273010643759562,1.45812456136067
12/19/2020,2.0310850246094967,-0.0001275248602797467,1.4343990889539333
12/20/2020,2.041989577937298,-0.00012166184862488998,1.4114871555838298
12/21/2020,2.0519602310359844,-0.00011514107147302544,1.38938876125036
12/22/2020,2.060996983905557,-0.00010796252882415307,1.3681039059535234
12/23/2020,2.0690998365460156,-0.00010012622067827289,1.3476325896933203
12/24/2020,2.07626878895736,-9.163214703538495e-05,1.3279748124697512
12/25/2020,2.08250384113959,-8.248030789548917e-05,1.309130574282815
12/26/2020,2.087804993092705,-7.267070325858556e-05,1.2910998751325122
12/27/2020,2.0921722448167066,-6.220333312467415e-05,1.2738827150188434
12/28/2020,2.095605596311594,-5.107819749375494e-05,1.2574790939418077
12/29/2020,2.098105047577367,-3.929529636582794e-05,1.2418890119014057
12/30/2020,2.099670598614025,-2.685462974089307e-05,1.2271124688976367
12/31/2020,2.1003022494215697,-1.3756197618950455e-05,1.2131494649305017
1/1/2021,2.1,0.0,1.2
1/2/2021,2.0987638503493162,1.4413963115958241e-05,1.1876640741061317
1/3/2021,2.0965938004695177,2.948569172892431e-05,1.1761416872488968
1/4/2021,2.093489850360605,4.521518583889822e-05,1.1654328394282953
1/5/2021,2.089452000022578,6.160244544587987e-05,1.1555375306443274
1/6/2021,2.0844802494554373,7.864747054986938e-05,1.1464557608969932
1/7/2021,2.0785745986591815,9.635026115086672e-05,1.138187530186292
1/8/2021,2.0717350476338128,0.00011471081724887185,1.1307328385122246
1/9/2021,2.0639615963793285,0.00013372913884388476,1.1240916858747907
1/10/2021,2.0552542448957305,0.00015340522593590547,1.1182640722739898
1/11/2021,2.0456129931830183,0.00017373907852493404,1.113249997709823
1/12/2021,2.0350378412411922,0.0001947306966109704,1.1090494621822893
1/13/2021,2.023528789070251,0.00021638008019401455,1.1056624656913892
1/14/2021,2.0110858366701962,0.00023868722927406652,1.1030890082371223
1/15/2021,1.9977089840410267,0.00026165214385112634,1.1013290898194892
1/16/2021,1.9833982311827436,0.00028527482392519393,1.1003827104384896
1/17/2021,1.968333166280267,0.00030877202931655723,1.1002541552665221
1/18/2021,1.953591318443125,0.00032744431894694354,1.1009691353379805
